sup7_headword	in_mw72	in_mw99	mw99_annexure	class
gAnDarvavidyA	N	Y	N	added-since-mw72
gAnIya	Y	Y	N	kept
gArDa	N	N	N	never-seen
gArDapfzwa	N	N	N	never-seen
gArdaBa	Y	Y	N	kept
gArga	Y	Y	N	kept
gAtrAvara	N	Y	N	added-since-mw72
gAtra	Y	Y	N	kept
gAtraSayya	N	Y	Y	added-since-mw72
gAtrayuta	N	Y	N	added-since-mw72
gAtrikAgranTi	N	Y	N	added-since-mw72
gAvaya	N	Y	N	added-since-mw72
gAyatrI	N	Y	N	added-since-mw72
gAyatrIhfdaya	N	N	N	never-seen
gAyatrIyAman	N	Y	N	added-since-mw72
gErikAKya	N	Y	N	added-since-mw72
gErika	Y	Y	N	kept
gIrvARaSloka	N	N	N	never-seen
gIrvant	N	N	N	never-seen
gItA	N	Y	N	added-since-mw72
gOBila	N	Y	N	added-since-mw72
gODUma	Y	Y	N	kept
gOcya	N	N	N	never-seen
gOlAkzIya	N	N	N	never-seen
gOlmika	Y	Y	N	kept
gOqabrahmAnanda	N	N	N	never-seen
gOrAvaskandin	N	N	N	never-seen
gOrI	N	Y	N	added-since-mw72
gOra	Y	Y	N	kept
gOrijeya	N	Y	N	added-since-mw72
gOrjara	N	Y	N	added-since-mw72
gOtama	Y	Y	N	kept
gOtamaDarma	N	N	N	never-seen
gUQAgAra	N	Y	N	added-since-mw72
gUQAgUQatva	N	Y	N	added-since-mw72
gUQagulPa	N	N	N	never-seen
gUQamantra	N	Y	Y	added-since-mw72
gUQavarcas	N	Y	N	added-since-mw72
gUQodaka	N	N	N	never-seen
gUha	N	Y	N	added-since-mw72
gUrd	Y	Y	N	kept
gaMhman	N	Y	N	added-since-mw72
gaNgarAmaBawwa	N	N	N	never-seen
gaNgezwikA	N	N	N	never-seen
gaRADipati	N	Y	N	added-since-mw72
gaRaDarasArDaSataka	N	N	N	never-seen
gaRakAnanda	N	N	N	never-seen
gaRaka	Y	Y	N	kept
gaRakamahAmAtra	N	Y	Y	added-since-mw72
gaRanApati	N	Y	N	added-since-mw72
gaRanApattrikA	N	Y	N	added-since-mw72
gaRaniGaRwu	N	N	N	never-seen
gaRarAtra	N	Y	N	added-since-mw72
gaRatrikA	N	Y	N	added-since-mw72
gaReSvaradIkzita	N	N	N	never-seen
gaRikAtva	N	N	N	never-seen
gaRin	Y	Y	N	kept
gaRisTarAja	N	Y	N	added-since-mw72
gaRita	Y	Y	N	kept
gaRitra	N	Y	Y	added-since-mw72
gaRitrikA	N	Y	N	added-since-mw72
gaRqIkowanaka	N	N	N	never-seen
gaRqa	Y	Y	Y	kept
gaRqaberuRqanfsiMhamantra	N	N	N	never-seen
gaRqaka	Y	Y	N	kept
gaRqalavaRa	N	Y	N	added-since-mw72
gaRqaleKA	N	Y	N	added-since-mw72
gaRqi	Y	Y	N	kept
gaRqopala	N	Y	N	added-since-mw72
gaYjAkinI	Y	Y	N	kept
gaYjapati	N	N	N	never-seen
gaYjulikA	N	N	N	never-seen
gacCanirgata	N	N	N	never-seen
gad	Y	Y	N	kept
gadA	Y	Y	N	kept
gadADarIya	N	N	N	never-seen
gadDi	N	N	N	never-seen
gaganANgaRa	N	Y	Y	added-since-mw72
gaganagaYja	N	Y	N	added-since-mw72
gaganagirimunIndracarita	N	N	N	never-seen
gaganalih	N	Y	N	added-since-mw72
gaganapariDAna	N	Y	Y	added-since-mw72
gaganavallaBa	N	Y	N	added-since-mw72
gahanezWa	N	Y	Y	added-since-mw72
gajAhva	N	Y	N	added-since-mw72
gajAsTija	N	N	N	never-seen
gajAvartalakzaRa	N	N	N	never-seen
gajaBawwa	N	N	N	never-seen
gajapUrva	N	Y	Y	added-since-mw72
gajapati	N	Y	N	added-since-mw72
gajasUtravAda	N	N	N	never-seen
gajasiMha	N	Y	N	added-since-mw72
gajaskanDa	N	Y	N	added-since-mw72
gajendramokza	N	N	N	never-seen
gal	Y	Y	N	kept
galagrAhit	N	N	N	never-seen
galagranTi	N	Y	Y	added-since-mw72
galaranDra	N	Y	Y	added-since-mw72
galdA	N	Y	N	added-since-mw72
gallarka	N	N	N	never-seen
galunta	N	Y	N	added-since-mw72
gam	Y	Y	N	kept
gamAgamika	N	N	N	never-seen
gamBIraGozasvaranAdita	N	N	N	never-seen
gamBara	N	Y	N	added-since-mw72
gamanavant	N	N	N	never-seen
gamika	N	Y	Y	added-since-mw72
gamizRu	N	Y	N	added-since-mw72
ganDahastin	N	Y	Y	added-since-mw72
ganDakArI	N	Y	N	added-since-mw72
ganDakAraka	N	Y	N	added-since-mw72
ganDaka	Y	Y	N	kept
ganDamAMsi	N	N	N	never-seen
ganDamfga	N	Y	N	added-since-mw72
ganDana	Y	Y	N	kept
ganDapAna	N	Y	N	added-since-mw72
ganDapAzARavant	N	N	N	never-seen
ganDapravAdA	N	N	N	never-seen
ganDarAja	N	Y	N	added-since-mw72
ganDarva	Y	Y	N	kept
ganDarvakanyA	N	Y	N	added-since-mw72
ganDarvaloka	N	Y	N	added-since-mw72
ganDarvapratyupasTitA	N	N	N	never-seen
ganDasinDura	N	N	N	never-seen
ganDasragdAmavant	N	N	N	never-seen
ganDavant	N	N	N	never-seen
ganDika	Y	Y	N	kept
ganDodaka	N	Y	N	added-since-mw72
gaqa	Y	Y	N	kept
gaqera	Y	Y	N	kept
gaqika	N	Y	N	added-since-mw72
gaqquka	Y	Y	N	kept
gaqula	Y	Y	N	kept
gar	N	N	N	never-seen
garBAgAra	N	Y	N	added-since-mw72
garBAvezwana	N	N	N	never-seen
garBa	Y	Y	N	kept
garBacikitsA	N	N	N	never-seen
garBamft	N	Y	Y	added-since-mw72
garBanirharaRa	N	Y	N	added-since-mw72
garBaprAvaraRa	N	Y	Y	added-since-mw72
garBapurImAhAtmya	N	N	N	never-seen
garBapuroqASa	N	Y	N	added-since-mw72
garBarUpaka	N	Y	N	added-since-mw72
garBasaMskAra	N	Y	Y	added-since-mw72
garBasaMsravaRa	N	Y	N	added-since-mw72
garBasrAvin	N	Y	N	added-since-mw72
garagir	N	Y	N	added-since-mw72
garda	N	Y	N	added-since-mw72
gargatrirAtra	N	Y	N	added-since-mw72
garizWa	Y	Y	N	kept
garji	Y	Y	N	kept
garmut	Y	Y	N	kept
gartamit	N	Y	N	added-since-mw72
gartezWA	N	Y	N	added-since-mw72
gartya	N	Y	N	added-since-mw72
garuqadaRqaka	N	N	N	never-seen
garuqaketu	N	Y	N	added-since-mw72
garva	Y	Y	N	kept
garvita	Y	Y	N	kept
gatADvan	N	Y	N	added-since-mw72
gata	Y	Y	N	kept
gatalajja	N	Y	N	added-since-mw72
gatalakzmIka	N	Y	N	added-since-mw72
gatamanaska	N	Y	N	added-since-mw72
gatapUrva	N	N	N	never-seen
gatasvArTa	N	Y	N	added-since-mw72
gatatrapa	N	Y	N	added-since-mw72
gati	Y	Y	N	kept
gatvara	Y	Y	N	kept
gavAlamBa	N	Y	Y	added-since-mw72
gavAsTi	N	Y	Y	added-since-mw72
gavInI	N	Y	Y	added-since-mw72
gava	Y	Y	N	kept
gavadika	N	Y	N	added-since-mw72
gehAnupraveSanIya	N	Y	N	added-since-mw72
gehAvaskandam	N	Y	N	added-since-mw72
geha	Y	Y	Y	kept
gfB	Y	Y	N	kept
gfDraSIrzan	N	Y	N	added-since-mw72
gfDreSvara	N	Y	N	added-since-mw72
gfYjanaka	Y	Y	N	kept
gfdDitva	N	Y	N	added-since-mw72
gfhAy	N	N	N	never-seen
gfhItadikka	N	Y	N	added-since-mw72
gfhItapfzWa	N	Y	N	added-since-mw72
gfhItavasatIvarIka	N	Y	N	added-since-mw72
gfha	Y	Y	Y	kept
gfhacAraka	N	N	N	never-seen
gfhadAha	N	Y	N	added-since-mw72
gfhadevatA	N	Y	N	added-since-mw72
gfhagupta	N	Y	N	added-since-mw72
gfhaka	N	Y	Y	added-since-mw72
gfhakumArI	N	Y	N	added-since-mw72
gfhameDA	N	N	N	never-seen
gfhanirvAha	N	Y	Y	added-since-mw72
gfhapAta	N	Y	N	added-since-mw72
gfhapIWikA	N	N	N	never-seen
gfhapUjA	N	Y	Y	added-since-mw72
gfhapativadana	N	Y	Y	added-since-mw72
gfhasTa	N	Y	N	added-since-mw72
gfhaye	N	N	N	never-seen
gfhya	Y	Y	N	kept
gfhyapIWikA	N	N	N	never-seen
gfzwikA	Y	Y	N	kept
gir	Y	Y	N	kept
girI	N	N	N	never-seen
giriSaya	N	Y	N	added-since-mw72
giricArin	N	Y	N	added-since-mw72
girika	Y	Y	N	kept
girinadikA	N	Y	N	added-since-mw72
girirAja	N	N	N	never-seen
girirUpa	N	Y	N	added-since-mw72
girisuta	N	Y	N	added-since-mw72
glAnapratyayaBEzajya	N	N	N	never-seen
glAnatA	N	N	N	never-seen
glaTamlaTa	N	N	N	never-seen
glahana	Y	Y	N	kept
glunTa	N	Y	N	added-since-mw72
go	Y	Y	N	kept
goDanagiri	N	N	N	never-seen
goLikA	N	N	N	never-seen
goPaRA	N	Y	N	added-since-mw72
goSAlIputra	N	N	N	never-seen
goSAstra	N	N	N	never-seen
goagra	N	Y	N	added-since-mw72
gocara	N	Y	Y	added-since-mw72
gocaraBAzAmuhUrtaviDi	N	N	N	never-seen
gocarapariSudDa	N	N	N	never-seen
gocarika	N	Y	N	added-since-mw72
godAnavrata	N	Y	Y	added-since-mw72
godApariRaya	N	N	N	never-seen
goda	Y	Y	N	kept
gograha	N	Y	N	added-since-mw72
gohara	N	Y	N	added-since-mw72
gokaRwaka	N	Y	N	added-since-mw72
gokuRika	N	Y	N	added-since-mw72
golaBa	N	N	N	never-seen
golaka	Y	Y	N	kept
gomatallikA	N	Y	N	added-since-mw72
gomaya	N	Y	N	added-since-mw72
gomedasaMniBa	N	Y	N	added-since-mw72
gomfgakAkacaryA	N	Y	N	added-since-mw72
gominda	N	N	N	never-seen
gomuRqa	N	Y	N	added-since-mw72
gonihAra	N	Y	N	added-since-mw72
gopAcala	N	Y	Y	added-since-mw72
gopAla	N	Y	N	added-since-mw72
gopAlagiri	N	Y	N	added-since-mw72
gopAlaratnAkara	N	N	N	never-seen
gopAyaka	Y	Y	N	kept
gopIcandanamAhAtmya	N	N	N	never-seen
gopItilakA	N	N	N	never-seen
gopa	Y	Y	N	kept
gopadmavrata	N	N	N	never-seen
gopaticApa	N	Y	N	added-since-mw72
gopay	N	N	N	never-seen
gopitar	N	N	N	never-seen
gopiwaka	N	Y	N	added-since-mw72
goprapadanIya	N	Y	N	added-since-mw72
goptfmant	N	N	N	never-seen
gorAsya	N	Y	N	added-since-mw72
goruta	N	Y	N	added-since-mw72
gosahasrin	N	N	N	never-seen
gotrika	N	Y	N	added-since-mw72
gotrin	N	Y	N	added-since-mw72
govarDana	N	Y	N	added-since-mw72
govindagItA	N	N	N	never-seen
govindapAla	N	Y	N	added-since-mw72
govindarAjIya	N	N	N	never-seen
gozWIpurImAhAtmya	N	N	N	never-seen
gozWa	Y	Y	N	kept
gozWaSva	N	Y	N	added-since-mw72
gozWodumbara	N	Y	Y	added-since-mw72
gozpadapUram	N	Y	N	added-since-mw72
grAha	Y	Y	N	kept
grAhakatva	N	Y	Y	added-since-mw72
grAhayitavya	N	Y	N	added-since-mw72
grAhin	Y	Y	N	kept
grAhyarUpa	N	Y	N	added-since-mw72
grAma	Y	Y	N	kept
grAmaGAtaka	N	Y	N	added-since-mw72
grAmaGAtin	N	Y	N	added-since-mw72
grAmaRiBogIna	N	Y	N	added-since-mw72
grAmakUwa	N	Y	N	added-since-mw72
grAmapAlaka	N	Y	N	added-since-mw72
grAmarajaka	N	Y	N	added-since-mw72
grAmasad	N	Y	N	added-since-mw72
grAmasiMha	N	Y	N	added-since-mw72
grAmeya	Y	Y	N	kept
grAmeyaka	Y	Y	N	kept
grAmya	Y	Y	Y	kept
grAmyamfga	N	Y	N	added-since-mw72
grAsapAtrI	N	N	N	never-seen
grAvaReya	N	N	N	never-seen
grAvarohaka	N	Y	N	added-since-mw72
grIvabadDa	N	Y	Y	added-since-mw72
grIzma	Y	Y	N	kept
graB	Y	Y	N	kept
graT	Y	Y	N	kept
grahAntarukTya	N	Y	Y	added-since-mw72
grahArcanaprokzaRa	N	N	N	never-seen
grahaRa	Y	Y	N	kept
grahaRaka	Y	Y	Y	kept
grahaRakriyAkrama	N	N	N	never-seen
grahagocaraPala	N	N	N	never-seen
grahamarda	N	Y	N	added-since-mw72
grahatva	N	Y	N	added-since-mw72
grahavarza	N	Y	N	added-since-mw72
grahavicAra	N	N	N	never-seen
grahi	Y	Y	N	kept
grahika	N	N	N	never-seen
grahilI	N	N	N	never-seen
granTAvftti	N	Y	N	added-since-mw72
granTi	Y	Y	Y	kept
granTimocaka	N	Y	N	added-since-mw72
greDa	N	N	N	never-seen
grumuzwi	N	Y	N	added-since-mw72
guMkAra	N	Y	N	added-since-mw72
guNguma	N	Y	Y	added-since-mw72
guP	Y	Y	N	kept
guPA	N	N	N	never-seen
guRAQya	N	Y	N	added-since-mw72
guRAgrya	N	Y	N	added-since-mw72
guRAnvita	N	Y	N	added-since-mw72
guRa	Y	Y	Y	kept
guRaSabda	N	Y	N	added-since-mw72
guRagaRavant	N	N	N	never-seen
guRapAWa	N	N	N	never-seen
guRaratnamaya	N	Y	N	added-since-mw72
guRastu	N	N	N	never-seen
guRasundara	N	Y	N	added-since-mw72
guRatas	N	Y	N	added-since-mw72
guRavrata	N	Y	N	added-since-mw72
guRay	N	N	N	never-seen
guRq	Y	Y	N	kept
guRya	Y	Y	N	kept
guYja	Y	Y	N	kept
guYjita	Y	Y	N	kept
gucCArka	N	Y	N	added-since-mw72
guh	Y	Y	N	kept
guhyapatividyA	N	Y	N	added-since-mw72
guhyaruj	N	Y	N	added-since-mw72
gulPajAha	N	Y	N	added-since-mw72
gulmatarapaRya	N	Y	N	added-since-mw72
gumPanikA	N	Y	Y	added-since-mw72
gumagumAyita	N	Y	N	added-since-mw72
gup	Y	Y	N	kept
guptI	N	N	N	never-seen
guptaDana	N	Y	N	added-since-mw72
guqajihvikAnyAya	N	Y	N	added-since-mw72
guqala	Y	Y	N	kept
gur	Y	Y	N	kept
guru	Y	Y	N	kept
guruvAra	N	Y	N	added-since-mw72
guruvartaka	N	Y	N	added-since-mw72
guruvartin	N	Y	N	added-since-mw72
guruviDivijaya	N	N	N	never-seen
guwikAstra	N	Y	N	added-since-mw72
hA	Y	Y	N	kept
hAra	Y	Y	N	kept
hAraka	Y	Y	N	kept
haMsaka	Y	Y	N	kept
haMsatUlikA	N	Y	N	added-since-mw72
hala	Y	Y	N	kept
halaka	N	Y	N	added-since-mw72
han	Y	Y	N	kept
hantakAra	N	Y	N	added-since-mw72
har	N	N	N	never-seen
haray	N	N	N	never-seen
harinmaRimaya	N	Y	N	added-since-mw72
harisaKa	N	Y	N	added-since-mw72
haritahari	N	Y	N	added-since-mw72
harza	Y	Y	N	kept
hasakft	N	Y	N	added-since-mw72
hasanA	N	Y	N	added-since-mw72
hasantikA	Y	Y	N	kept
hastAvalehakam	N	Y	N	added-since-mw72
hastasaMDunakam	N	Y	N	added-since-mw72
hastasaMlagnikA	N	Y	N	added-since-mw72
hastikakza	N	Y	N	added-since-mw72
hatastrIka	N	Y	N	added-since-mw72
hatottara	N	Y	N	added-since-mw72
havizyaBakza	N	Y	N	added-since-mw72
hemARqaka	N	Y	N	added-since-mw72
hemAy	N	N	N	never-seen
hemacitra	N	Y	N	added-since-mw72
hemna	N	Y	N	added-since-mw72
hetuyukta	N	Y	N	added-since-mw72
hez	Y	Y	N	kept
hfdayasTalI	N	Y	N	added-since-mw72
hi	Y	Y	N	kept
hiNkriyA	N	Y	N	added-since-mw72
himAy	N	N	N	never-seen
hiruka	N	Y	N	added-since-mw72
hrI	Y	Y	N	kept
i	Y	Y	N	kept
iBavant	N	N	N	never-seen
iD	Y	Y	N	kept
iDmAbarhis	N	Y	N	added-since-mw72
iDmabarhis	N	N	N	never-seen
iDman	N	Y	Y	added-since-mw72
iDmaparivAsana	N	Y	N	added-since-mw72
iDmavraScana	N	Y	N	added-since-mw72
iNgAla	N	N	N	never-seen
iNgitamaraRa	N	Y	Y	added-since-mw72
iNgudi	N	N	N	never-seen
iNgyaratna	N	N	N	never-seen
iRqva	Y	Y	N	kept
icCAsadfSa	N	Y	Y	added-since-mw72
icCantika	N	N	N	never-seen
idaMPala	N	N	N	never-seen
idaMmaDura	N	N	N	never-seen
idaMyugIna	N	Y	Y	added-since-mw72
ihArTin	N	Y	Y	added-since-mw72
ihamanas	N	Y	Y	added-since-mw72
ihehamAtar	N	N	N	never-seen
iheqa	N	Y	Y	added-since-mw72
ikawI	N	N	N	never-seen
ikzudaRqamaya	N	N	N	never-seen
ikzukARqa	N	Y	N	added-since-mw72
ikzurasasamudra	N	N	N	never-seen
ilAsura	N	N	N	never-seen
ilAsutA	N	Y	Y	added-since-mw72
ilAvfta	N	Y	N	added-since-mw72
im	N	Y	N	added-since-mw72
ima	Y	Y	N	kept
inDana	Y	Y	N	kept
inDanvant	N	N	N	never-seen
indIvarAkza	N	Y	N	added-since-mw72
indIvaradfS	N	Y	Y	added-since-mw72
indindira	Y	N	N	dropped
indirA	Y	Y	N	kept
indirApariRaya	N	N	N	never-seen
indrARIgOrIpUjA	N	Y	Y	added-since-mw72
indrARImaha	N	N	N	never-seen
indrASana	N	Y	N	added-since-mw72
indrAvasikta	N	Y	Y	added-since-mw72
indra	Y	Y	N	kept
indraDfti	N	N	N	never-seen
indraSrI	N	N	N	never-seen
indradEvatya	N	N	N	never-seen
indragfha	N	Y	Y	added-since-mw72
indrajAla	N	Y	N	added-since-mw72
indrajaya	N	N	N	never-seen
indrakIla	N	Y	N	added-since-mw72
indrakarman	N	Y	Y	added-since-mw72
indraketu	N	Y	N	added-since-mw72
indramaGaSrI	N	Y	Y	added-since-mw72
indramahakAmuka	N	Y	N	added-since-mw72
indranIlaka	N	Y	N	added-since-mw72
indranIlamaRimaya	N	N	N	never-seen
indrapASa	N	N	N	never-seen
indrapawa	N	N	N	never-seen
indraprasTamAhAtmya	N	N	N	never-seen
indraprayARa	N	Y	Y	added-since-mw72
indrapucCa	N	N	N	never-seen
indrapuruza	N	N	N	never-seen
indrarAja	N	Y	Y	added-since-mw72
indrasava	N	Y	N	added-since-mw72
indrasuta	N	Y	N	added-since-mw72
indravajra	N	Y	N	added-since-mw72
indravarRa	N	N	N	never-seen
indrayAjin	N	N	N	never-seen
indriyaBAvanA	N	Y	Y	added-since-mw72
indriyaparimocana	N	Y	Y	added-since-mw72
indriyasevana	N	Y	Y	added-since-mw72
indrotTApana	N	N	N	never-seen
indudala	N	Y	N	added-since-mw72
indugOra	N	Y	Y	added-since-mw72
indukAnta	N	Y	N	added-since-mw72
induka	Y	Y	N	kept
indumaRI	N	N	N	never-seen
indumaRIy	N	N	N	never-seen
induratneSvaraprasAda	N	N	N	never-seen
induvaktrA	N	N	N	never-seen
iqAtva	N	N	N	never-seen
iqenyakratu	N	N	N	never-seen
ir	Y	Y	N	kept
irA	Y	Y	N	kept
iraRya	N	Y	N	added-since-mw72
irasy	N	N	N	never-seen
iriRalozwa	N	Y	Y	added-since-mw72
itAnta	N	Y	Y	added-since-mw72
itTaMgata	N	N	N	never-seen
itTam	Y	Y	N	kept
itas	Y	Y	N	kept
iti	Y	Y	Y	kept
itikartavyatAka	N	N	N	never-seen
itikrama	N	N	N	never-seen
itvara	Y	Y	N	kept
iva	Y	Y	N	kept
iyakz	Y	Y	N	kept
iyata	N	N	N	never-seen
iz	Y	Y	N	kept
izADAra	N	N	N	never-seen
izIkAYji	N	Y	Y	added-since-mw72
izUguha	N	Y	Y	added-since-mw72
izavant	N	N	N	never-seen
izuDanva	N	Y	N	added-since-mw72
izuDi	Y	Y	N	kept
izuhasta	N	Y	N	added-since-mw72
izukft	N	Y	N	added-since-mw72
izumuKa	N	Y	Y	added-since-mw72
izunibanDana	N	Y	Y	added-since-mw72
izvASanI	N	N	N	never-seen
izvastra	N	Y	N	added-since-mw72
izwApUrta	N	Y	N	added-since-mw72
izwakAmaya	N	Y	N	added-since-mw72
izwani	Y	Y	Y	kept
izwatas	N	Y	N	added-since-mw72
izwatva	N	Y	N	added-since-mw72
izwimaya	N	Y	Y	added-since-mw72
izwinirRaya	N	N	N	never-seen
izwiviDa	N	N	N	never-seen
izwu	Y	Y	N	kept
izwvInam	N	Y	Y	added-since-mw72
jANgalIka	N	N	N	never-seen
jAgaritadeSa	N	Y	Y	added-since-mw72
jAgratprapaYca	N	Y	Y	added-since-mw72
jAlAvanadDa	N	Y	N	added-since-mw72
jAlImAMsa	N	N	N	never-seen
jAla	Y	Y	N	kept
jAlin	Y	Y	N	kept
jAmbavatIharaRa	N	Y	N	added-since-mw72
jAmbavatIvijaya	N	Y	N	added-since-mw72
jAmi	Y	Y	N	kept
jAmivat	N	Y	N	added-since-mw72
jAnana	N	N	N	never-seen
jAnvakna	N	Y	N	added-since-mw72
jAnvasTi	N	Y	N	added-since-mw72
jAqAyana	N	Y	N	added-since-mw72
jAqyavant	N	N	N	never-seen
jArUTya	Y	Y	N	kept
jArajanman	N	Y	N	added-since-mw72
jAtabudDi	N	Y	N	added-since-mw72
jAtaka	Y	Y	N	kept
jAtamfta	N	Y	N	added-since-mw72
jAtaputra	N	Y	N	added-since-mw72
jAtavAsaka	N	Y	N	added-since-mw72
jAtavedas	N	Y	Y	added-since-mw72
jAtavidyA	N	Y	Y	added-since-mw72
jAtiKaRqana	N	N	N	never-seen
jAtyantarIyaka	N	Y	Y	added-since-mw72
jAtyapahArin	N	Y	N	added-since-mw72
jAtyaratnamaya	N	Y	N	added-since-mw72
jAva	N	N	N	never-seen
jAvita	N	N	N	never-seen
jAyAMpatika	N	N	N	never-seen
jAyAnya	Y	Y	Y	kept
jEvAtfka	Y	Y	N	kept
jEva	Y	Y	N	kept
jEzRava	Y	Y	N	kept
jIrvi	Y	Y	N	kept
jIv	Y	Y	N	kept
jIvAntarhita	N	N	N	never-seen
jIvAtu	Y	Y	N	kept
jIvI	N	Y	Y	added-since-mw72
jIva	Y	Y	Y	kept
jIvaGAtyA	N	Y	N	added-since-mw72
jIvaMjIva	N	Y	N	added-since-mw72
jIvacUrRa	N	Y	Y	added-since-mw72
jIvadBartfkA	N	Y	N	added-since-mw72
jIvadatta	N	Y	N	added-since-mw72
jIvadviBAga	N	Y	Y	added-since-mw72
jIvaka	Y	Y	N	kept
jIvamezaka	N	Y	N	added-since-mw72
jIvanASa	N	Y	Y	added-since-mw72
jIvanta	Y	Y	N	kept
jIvantaka	N	Y	N	added-since-mw72
jIvantiSUlA	N	N	N	never-seen
jIvaputra	N	Y	N	added-since-mw72
jIvataRqula	N	Y	N	added-since-mw72
jIvavizARa	N	Y	N	added-since-mw72
jIvin	Y	Y	Y	kept
jIviteSa	N	Y	N	added-since-mw72
jUra	N	Y	N	added-since-mw72
jYA	Y	Y	N	kept
jYAnAgni	N	Y	N	added-since-mw72
jYAnAnuparivartin	N	N	N	never-seen
jYAna	Y	Y	N	kept
jYAnadarSana	N	Y	N	added-since-mw72
jYAnakOtUhala	N	Y	Y	added-since-mw72
jYAnaketu	N	Y	N	added-since-mw72
jYAnapUrvakfta	N	Y	N	added-since-mw72
jYAnavatI	N	N	N	never-seen
jYAnavfdDa	N	Y	N	added-since-mw72
jYApti	Y	Y	N	kept
jYAtakulIna	N	Y	N	added-since-mw72
jYAtasarvasva	N	Y	N	added-since-mw72
jYAteya	Y	Y	N	kept
jYAtiputra	N	Y	N	added-since-mw72
jYapti	Y	Y	N	kept
jaGanatas	N	Y	N	added-since-mw72
jaGna	N	N	N	never-seen
jaNGAvihAra	N	Y	N	added-since-mw72
jaNgala	Y	Y	N	kept
jaWarajvalana	N	Y	N	added-since-mw72
jagDa	Y	Y	N	kept
jagat	Y	Y	Y	kept
jagatImaDya	N	Y	N	added-since-mw72
jagatkAraRakAraRa	N	Y	N	added-since-mw72
jagatsUtravAdArTa	N	N	N	never-seen
jahA	Y	Y	Y	kept
jaha	N	Y	N	added-since-mw72
jalAmatra	N	Y	N	added-since-mw72
jalaDenu	N	Y	N	added-since-mw72
jalaDikanyakA	N	Y	N	added-since-mw72
jalaSAyin	N	Y	N	added-since-mw72
jalacandra	N	Y	N	added-since-mw72
jaladakAla	N	Y	N	added-since-mw72
jalakAntASman	N	Y	N	added-since-mw72
jalakapi	N	Y	N	added-since-mw72
jalakumBikA	N	Y	N	added-since-mw72
jalamAnuza	N	Y	N	added-since-mw72
jalamAtaNga	N	Y	N	added-since-mw72
jalapUrRa	N	Y	Y	added-since-mw72
jalapaTa	N	Y	N	added-since-mw72
jalaprAya	N	Y	N	added-since-mw72
jalareKA	N	Y	N	added-since-mw72
jalaruhekzaRA	N	N	N	never-seen
jalasaMniveSa	N	Y	N	added-since-mw72
jalavAsa	N	Y	N	added-since-mw72
jalavAyasa	N	Y	N	added-since-mw72
jalodanapaYcaka	N	N	N	never-seen
jalpAkay	N	N	N	never-seen
jamBArAti	N	Y	Y	added-since-mw72
jamBa	Y	Y	N	kept
jamBam	N	N	N	never-seen
jamBaniSumBana	N	Y	Y	added-since-mw72
jamBasuta	N	Y	N	added-since-mw72
jamBi	N	N	N	never-seen
jambU	N	Y	N	added-since-mw72
jambUsvAmi	N	N	N	never-seen
jambuka	Y	Y	N	kept
jan	Y	Y	N	kept
janADipa	N	Y	N	added-since-mw72
janAnta	N	Y	N	added-since-mw72
janAtiga	N	Y	N	added-since-mw72
jana	Y	Y	N	kept
janacandra	N	Y	N	added-since-mw72
janakAya	N	Y	Y	added-since-mw72
janaka	Y	Y	N	kept
janamahiza	N	N	N	never-seen
jananATa	N	Y	N	added-since-mw72
janapadaGAtaka	N	Y	N	added-since-mw72
janapadakalyARa	N	N	N	never-seen
janaraYjana	N	Y	N	added-since-mw72
janasaMmarda	N	N	N	never-seen
janduraka	N	Y	N	added-since-mw72
janidivasa	N	Y	N	added-since-mw72
janimant	N	N	N	never-seen
janivid	N	Y	Y	added-since-mw72
janmabanDa	N	Y	N	added-since-mw72
janmacitraka	N	Y	N	added-since-mw72
janmagaha	N	N	N	never-seen
janman	Y	Y	N	kept
janmaparigraha	N	Y	Y	added-since-mw72
janmapattrikA	N	Y	N	added-since-mw72
janmatapovidyAcAravarRASramavant	N	N	N	never-seen
janmavarzAdiPala	N	N	N	never-seen
jantugfha	N	Y	N	added-since-mw72
janus	Y	Y	N	kept
janya	Y	Y	N	kept
janyavftti	N	Y	Y	added-since-mw72
janyayAtrA	N	Y	N	added-since-mw72
jarAyuja	N	Y	Y	added-since-mw72
jarizRu	N	Y	Y	added-since-mw72
jarjara	Y	Y	N	kept
jartilayavAgU	N	Y	N	added-since-mw72
jasuri	Y	Y	N	kept
jatuDAman	N	Y	N	added-since-mw72
javanaprajYa	N	N	N	never-seen
javita	N	Y	N	added-since-mw72
jawAdarpaRa	N	N	N	never-seen
jawAmaRi	N	N	N	never-seen
jawAmaha	N	N	N	never-seen
jawApura	N	N	N	never-seen
jawAsidDAntacandrikA	N	N	N	never-seen
jawAvallI	N	Y	N	added-since-mw72
jawiSilAmAhAtmya	N	N	N	never-seen
jawilay	N	N	N	never-seen
jayAvaha	N	Y	N	added-since-mw72
jayabAhu	N	Y	N	added-since-mw72
jayacandra	N	Y	N	added-since-mw72
jayantI	N	Y	N	added-since-mw72
jayanta	Y	Y	N	kept
jayapUrva	N	N	N	never-seen
jayarAmIya	N	N	N	never-seen
jayaraTa	N	Y	N	added-since-mw72
jayavant	N	N	N	never-seen
ja|u	Y	Y	N	kept
jemana	Y	Y	N	kept
ji	Y	Y	N	kept
jiGfkzu	Y	Y	N	kept
jihIrizu	N	N	N	never-seen
jihmakArin	N	Y	Y	added-since-mw72
jihvAniScAraka˚	N	N	N	never-seen
