pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
215268	7-326-b	Uruka	ūruka	nearform1.00		urUka		urUka	covered-by-fold-twin-flagged	1	sch	0		0	0	37	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215271	7-326-b	Urjapatya	ūrjapatya	NO-MATCH	A		A:UruBaNga		confirmed-missing	1	sch	0		0	0	41	
215272	7-326-b	Urjay	ūrjay	stem				Urjayat	covered-by-MW-stem-form	5	cae;ccs;gra;pwg;sch	0		1	0	42	
215275	7-326-b	UrRamrada	ūrṇamrada	stem				UrRamradas	covered-by-MW-stem-form	4	ap;cae;ccs;sch	0		1	0	41	
215276	7-326-b	UrRAparikarmaRa	ūrṇāparikarmaṇa	NO-MATCH	A		A:UrRAmfdu		confirmed-missing	1	sch	1	260	0	0	167	
215279	7-326-b	UrDagaroma	ūrdhagaroma	NO-MATCH	A		A:UrRAmradas		confirmed-missing	0		1	17	0	0	109	
215280	7-326-c	UrDvajYutva	ūrdhvajñutva	NO-MATCH	B		B:UrDvajyotis		confirmed-missing	1	sch	0		0	0	43	
215283	7-326-c	UrDvaktampa	ūrdhvaktampa	nearform0.86		UrDvaJampa		UrDvaJampa	near-form-needs-eyes	0		0		0	0	43	
215284	7-326-c	UrDvapuRqraDAraRa	ūrdhvapuṇḍradhāraṇa	NO-MATCH	A		A:UrDvaBAgahara		confirmed-missing	2	acc;sch	0		0	0	71	
215286	7-326-c	UrDvaBAgIya	ūrdhvabhāgīya	NO-MATCH	A		A:UrDvaBAgahara;B:UrDvaBAsin		confirmed-missing	2	bhs;sch	1	109	0	0	142	
215289	7-326-c	UrDvaMBAvuka	ūrdhvaṃbhāvuka	NO-MATCH	A		A:UrDvamUla;A:UrDvavAsin		confirmed-missing	1	sch	0		0	0	44	
215292	7-326-c	UrDvaSakala	ūrdhvaśakala	nearform0.82		UrDvakapAla		UrDvakapAla	confirmed-missing	1	sch	0		0	0	78	add-check:auto-confirmed-false-friend: near form 'UrDvakapAla' is a separate pw.txt entry at 1-257-b (candidate at 7-326-c) carrying its own distinct sense - omission stands
215294	7-326-c	UrDvaSuzka	ūrdhvaśuṣka	nearform0.84		UrDvaSuzI		UrDvaSuzI	near-form-needs-eyes	1	sch	0		0	0	42	
215298	7-326-c	UrDvahastaka	ūrdhvahastaka	NO-MATCH	B		B:UrDvasrotas		confirmed-missing	1	sch	0		0	0	44	
215299	7-326-c	UrvasTi	ūrvasthi	stem				UrvasTa	covered-by-MW-stem-form	1	sch	0		0	0	39	
215301	7-326-c	UvaDyagoha	ūvadhyagoha	nearform0.90		UbaDyagoha		UbaDyagoha	near-form-needs-eyes	0		0		0	0	46	
215302	7-326-c	Uzmagata	ūṣmagata	nearform0.80		Uzmavat		Uzmavat	near-form-needs-eyes	2	bhs;sch	1	55	0	0	295	
215303	7-326-c	UzmaBakzam	ūṣmabhakṣam	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	106	
215304	7-326-c	UzmAy	ūṣmāy	stem				UzmAya	covered-by-MW-stem-form	2	pwg;sch	0		1	0	42	
215307	7-326-c	UhanA	ūhanā	stem				UhanI;Uhana	covered-by-MW-stem-form	1	sch	1	245,1060	0	0	115	
215308	7-326-c	UhApohasamarTa	ūhāpohasamartha	NO-MATCH	C				confirmed-missing	1	sch	1	245,1061	0	0	150	
215309	7-326-c	Uhin	ūhin	stem				UhinI	covered-by-MW-stem-form	7	ap;ap90;mw72;sch;shs;wil;yat	0		0	0	36	
215315	7-326-d	fgyajuHsAmAdimaya	ṛgyajuḥsāmādimaya	NO-MATCH	B		B:fguttama		confirmed-missing	1	sch	0		0	0	49	
215316	7-326-d	fgvedapada	ṛgvedapada	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	199	
215317	7-326-d	fcaka	ṛcaka	nearform0.91		fcCaka		fcCaka	near-form-needs-eyes	2	acc;sch	0		0	0	67	
215318	7-326-d	fjukarma	ṛjukarma	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	41	
215319	7-326-d	fjuvivaraRa	ṛjuvivaraṇa	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	60	
215320	7-326-d	fYjase	ṛñjase	NO-MATCH	B		B:fRa		confirmed-missing	1	sch	0		0	1	39	
215322	7-326-d	fRaDara	ṛṇadhara	NO-MATCH	B		B:fRa		confirmed-missing	2	bhs;sch	0		0	0	86	
215323	7-326-d	fRavimocanaSAnti	ṛṇavimocanaśānti	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	48	
215324	7-326-d	fRahara	ṛṇahara	NO-MATCH	B		B:hAraka		confirmed-missing	1	sch	0		0	0	86	
215332	7-326-d	ftumuKIya	ṛtumukhīya	NO-MATCH	A		B:ftupAtra;A:ftuvyAvftti		confirmed-missing	1	sch	0		0	0	41	
215335	7-326-d	ftusamAhAra	ṛtusamāhāra	nearform0.95		ftusaMhAra		ftusaMhAra	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'ftusaMhAra' is a separate pw.txt entry at 1-263-b (candidate at 7-326-d) carrying its own distinct sense - omission stands
215338	7-326-d	ftespya	ṛtespya	nearform1.00		ftesPya		ftesPya	covered-by-fold-twin-flagged	0		0		0	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215343	7-326-d	fdDimant	ṛddhimant	nearform0.93		fdDimat		fdDimat	near-form-needs-eyes	6	ben;cae;ccs;mci;pwg;sch	0		0	0	43	
215346	7-326-d	fllIsaka	ṛllīsaka	nearform0.88		fllIzaka		fllIzaka	near-form-needs-eyes	1	sch	0		0	0	40	
215349	7-327-a	fzaBanATacaritra	ṛṣabhanāthacaritra	NO-MATCH	A		A:fzaBacarma;B:fzi		confirmed-missing	1	sch	0		0	0	48	
215353	7-327-a	fzimaRqalaprakaraRa	ṛṣimaṇḍalaprakaraṇa	NO-MATCH	A		B:fzideSa;A:fzivAwa		confirmed-missing	1	sch	0		0	0	51	
215358	7-327-a	ekakarapAda	ekakarapāda	NO-MATCH	B		B:ekakara		confirmed-missing	1	sch	0		0	0	43	
215359	7-327-a	ekakarRa	ekakarṇa	nearform0.93		ekakara		ekakara	confirmed-missing	2	pui;sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'ekakara' is a separate pw.txt entry at 1-265-b (candidate at 7-327-a) carrying its own distinct sense - omission stands
215364	7-327-a	ekagraha	ekagraha	NO-MATCH	A		A:ekagarBa;A:ekacCAyApravizwa		confirmed-missing	1	sch	0		0	0	40	
215366	7-327-a	ekajyAvargavikala	ekajyāvargavikala	NO-MATCH	A		A:ekacCAyApravizwa		confirmed-missing	2	acc;sch	0		0	0	49	
215367	7-327-a	ekajvAlI	ekajvālī	nearform0.93		ekAvalI		ekAvalI	near-form-needs-eyes	1	sch	1	223,178	0	0	117	auto-confirm withheld: near form is a pw cross-reference entry with no own sense
215368	7-327-a	ekatantra	ekatantra	stem				ekatantrI	covered-by-MW-stem-form	1	sch	0		0	0	41	
215371	7-327-a	ekatya	ekatya	nearform0.92		ekataya		ekataya	confirmed-missing	3	bhs;ieg;sch	1	119	1	0	188	add-check:auto-confirmed-false-friend: near form 'ekataya' is a separate pw.txt entry at 1-266-a (candidate at 7-327-a) carrying its own distinct sense - omission stands
215372	7-327-a	ekatvasidDivAda	ekatvasiddhivāda	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	65	
215373	7-327-a	ekadIkzin	ekadīkṣin	nearform0.82		ekadIkza		ekadIkza	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'ekadIkza' is a separate pw.txt entry at 1-266-b (candidate at 7-327-a) carrying its own distinct sense - omission stands
215377	7-327-a	ekadvfca	ekadvṛca	nearform0.80		ekadeva		ekadeva	near-form-needs-eyes	1	sch	0		0	0	41	
215378	7-327-a	ekadvyantaratryantarASin	ekadvyantaratryantarāśin	NO-MATCH	B		B:ekaDana		confirmed-missing	1	sch	0		0	0	56	
215381	7-327-a	ekaDyam	ekadhyam	nearform1.00		EkaDyam		EkaDyam	covered-by-fold-twin-flagged	2	bhs;sch	1	245	0	0	188	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215382	7-327-a	ekanATAryaBAgavata	ekanāthāryabhāgavata	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	50	
215383	7-327-a	ekanArASaMsa	ekanārāśaṃsa	NO-MATCH	A		A:ekaniBa		confirmed-missing	1	sch	0		0	0	44	
215387	7-327-b	ekaparvan	ekaparvan	NO-MATCH	A		A:ekapadam;B:ekapaSuka		confirmed-missing	1	sch	0		0	0	41	
215389	7-327-b	ekapAka	ekapāka	nearform0.86		ekapARa		ekapARa	near-form-needs-eyes	1	sch	0		0	0	39	
215393	7-327-b	ekapuzkara	ekapuṣkara	nearform0.90		ekapuzkala		ekapuzkala	confirmed-missing	2	sch;vcp	0		0	0	42	add-check:auto-confirmed-false-friend: near form 'ekapuzkala' is a separate pw.txt entry at 3-258-a (candidate at 7-327-b) carrying its own distinct sense - omission stands
215395	7-327-b	ekaberapratizWAviDi	ekaberapratiṣṭhāvidhi	NO-MATCH	B		B:ekapuzkala;B:ekaBAga		confirmed-missing	1	sch	0		0	0	51	
215397	7-327-b	ekaBUyaMs	ekabhūyaṃs	nearform0.94		ekaBUyas		ekaBUyas	near-form-needs-eyes	1	sch	0		0	0	73	
215398	7-327-b	ekamAlA	ekamālā	nearform0.86		ekaSAlA		ekaSAlA	near-form-needs-eyes	2	acc;sch	0		0	0	39	
215399	7-327-b	ekamAsa	ekamāsa	nearform0.86		ekavAsa		ekavAsa	confirmed-missing	1	sch	0		0	0	70	add-check:auto-confirmed-false-friend: near form 'ekavAsa' is a separate pw.txt entry at 1-268-b (candidate at 7-327-b) carrying its own distinct sense - omission stands
215402	7-327-b	ekaraSmi	ekaraśmi	nearform0.93		ekarASi		ekarASi	near-form-needs-eyes	2	ap;sch	0		0	0	40	
215404	7-327-b	ekavara	ekavara	nearform0.93		ekavarRa		ekavarRa	confirmed-missing	1	sch	0		0	0	39	add-check:auto-confirmed-false-friend: near form 'ekavarRa' is a separate pw.txt entry at 1-268-a (candidate at 7-327-b) carrying its own distinct sense - omission stands
215409	7-327-b	ekaviMSatiDAman	ekaviṃśatidhāman	nearform0.90		ekaviMSatitama		ekaviMSatitama	confirmed-missing	1	sch	0		0	0	143	add-check:auto-confirmed-false-friend: near form 'ekaviMSatitama' is a separate pw.txt entry at 1-268-b (candidate at 7-327-b) carrying its own distinct sense - omission stands
215410	7-327-b	ekaviMSavartani	ekaviṃśavartani	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	48	
215411	7-327-b	ekavidya	ekavidya	nearform0.88		ekavAdyA		ekavAdyA	confirmed-missing	1	sch	0		0	0	123	add-check:auto-confirmed-false-friend: near form 'ekavAdyA' is a separate pw.txt entry at 1-268-b (candidate at 7-327-b) carrying its own distinct sense - omission stands
215412	7-327-b	ekavIcika	ekavīcika	NO-MATCH	A		A:ekavfkzIya		confirmed-missing	2	bhs;sch	1	46	0	0	170	
215418	7-327-b	ekavyUhaviBAga	ekavyūhavibhāga	NO-MATCH	A		A:ekavyUha;B:ekavrata		confirmed-missing	2	inm;sch	0		0	0	46	
215420	7-327-b	ekaSaNKa	ekaśaṅkha	nearform0.93		ekaSAKa		ekaSAKa	confirmed-missing	1	sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'ekaSAKa' is a separate pw.txt entry at 1-269-a (candidate at 7-327-b) carrying its own distinct sense - omission stands
215421	7-327-b	ekaSayyAsana	ekaśayyāsana	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	139	
215422	7-327-b	ekaSayyAsanASana	ekaśayyāsanāśana	NO-MATCH	A		A:ekaSarIrin		confirmed-missing	1	sch	0		0	0	48	
215425	7-327-c	ekaSAstravAda	ekaśāstravāda	NO-MATCH	B		B:ekaSAKa		confirmed-missing	2	acc;sch	0		0	0	45	
215426	7-327-c	ekaSila	ekaśila	stem				ekaSilA	covered-by-MW-stem-form	1	sch	0		0	0	42	
215427	7-327-c	ekaSIrzA	ekaśīrṣā	stem				ekaSIrzan	covered-by-MW-stem-form	2	bhs;sch	0		0	0	40	
215428	7-327-c	ekaSIlasamAcAra	ekaśīlasamācāra	NO-MATCH	A		A:ekaSUla		confirmed-missing	2	bop;sch	0		0	0	47	
215432	7-327-c	ekaSlokIvyAKyA	ekaślokīvyākhyā	NO-MATCH	A		A:ekaSeza		confirmed-missing	2	acc;sch	0		0	0	46	
215433	7-327-c	ekasamutTa	ekasamuttha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	63	
215434	7-327-c	ekasara	ekasara	nearform0.93		ekasarga		ekasarga	confirmed-missing	1	sch	0		1	0	39	add-check:auto-confirmed-false-friend: near form 'ekasarga' is a separate pw.txt entry at 1-269-b (candidate at 7-327-c) carrying its own distinct sense - omission stands
215436	7-327-c	ekasAmi	ekasāmi	NO-MATCH	B		B:ekasarga;B:ekasfka		confirmed-missing	2	acc;sch	0		0	0	39	
215438	7-327-c	ekastana	ekastana	nearform0.93		ekatAna		ekatAna	near-form-needs-eyes	1	sch	0		0	0	40	auto-confirm withheld: a case-folded MW headword exists (Akalita/akalita trap: SLP1 case is phonemic) - needs eyes
215439	7-327-c	ekasTAlIsahAya	ekasthālīsahāya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	46	
215440	7-327-c	ekasvizwakft	ekasviṣṭakṛt	NO-MATCH	C				confirmed-missing	0		0		0	0	44	
215441	7-327-c	ekahavis	ekahavis	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
215442	7-327-c	ekahAvin	ekahāvin	nearform0.88		ekaBAvin		ekaBAvin	confirmed-missing	1	sch	0		0	0	40	add-check:auto-confirmed-false-friend: near form 'ekaBAvin' is a separate pw.txt entry at 1-267-c (candidate at 7-327-c) carrying its own distinct sense - omission stands
215443	7-327-c	ekahelam	ekahelam	stem				ekahelA	covered-by-MW-stem-form	1	sch	0		0	0	98	
215444	7-327-c	ekahotar	ekahotar	nearform0.80		ekatara		ekatara	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'ekatara' is a separate pw.txt entry at 1-266-a (candidate at 7-327-c) carrying its own distinct sense - omission stands
215445	7-327-c	ekAkAra	ekākāra	nearform1.00		ekakara		ekakara	covered-by-fold-twin-flagged	2	bhs;sch	1	21	0	0	112	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215446	7-327-c	ekAkfti	ekākṛti	NO-MATCH	B		B:ekAkzara		confirmed-missing	1	sch	0		0	0	39	
215452	7-327-c	ekAtmavAdin	ekātmavādin	NO-MATCH	A		A:ekAtmapakza;B:ekAdaSacCadi		confirmed-missing	1	sch	0		0	0	130	
215454	7-327-c	ekAdaSaprayoga	ekādaśaprayoga	NO-MATCH	B		B:ekAdaSacCadi		confirmed-missing	2	acc;sch	0		0	0	105	
215455	7-327-c	ekAdaSANgavedin	ekādaśāṅgavedin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	67	
215456	7-327-c	ekAdaSAtmaka	ekādaśātmaka	nearform0.88		ekAdaSamArikA		ekAdaSamArikA	confirmed-missing	1	sch	0		0	0	131	add-check:auto-confirmed-false-friend: near form 'ekAdaSamArikA' is a separate pw.txt entry at 1-270-a (candidate at 7-327-c) carrying its own distinct sense - omission stands
215457	7-327-c	ekAdaSini	ekādaśini	stem				ekAdaSin;ekAdaSinI	covered-by-MW-stem-form	1	sch	0		0	1	76	
215458	7-327-c	ekAdaSImAhAtmya	ekādaśīmāhātmya	NO-MATCH	B		B:ekAnta		confirmed-missing	2	acc;sch	0		1	0	71	
215460	7-327-d	ekAntI	ekāntī	stem				ekAnta;ekAntam;ekAnte	covered-by-MW-stem-form	2	sch;skd	0		0	0	129	
215461	7-327-d	ekABiBAva	ekābhibhāva	NO-MATCH	A		A:ekAyanIBAva		confirmed-missing	1	sch	0		0	0	41	
215463	7-327-d	ekArkamaRi	ekārkamaṇi	nearform0.80		eRANkamaRi		eRANkamaRi	confirmed-missing	1	sch	0		0	0	139	add-check:auto-confirmed-false-friend: near form 'eRANkamaRi' is a separate pw.txt entry at 1-271-c (candidate at 7-327-d) carrying its own distinct sense - omission stands
215465	7-327-d	ekAvacAraka	ekāvacāraka	NO-MATCH	A		A:ekArzeya		confirmed-missing	2	bhs;sch	1	245,1027	0	0	84	
215466	7-327-d	ekASIticakrodDAra	ekāśīticakroddhāra	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	49	
215467	7-327-d	ekAzwakAdIkzin	ekāṣṭakādīkṣin	NO-MATCH	B		B:ekAsanika		confirmed-missing	1	sch	0		0	0	46	
215471	7-327-d	ekendriyasaMjYA	ekendriyasaṃjñā	NO-MATCH	A		A:ekIya;A:ekEkatra		confirmed-missing	1	sch	0		0	0	199	
215473	7-327-d	ekonapaYcASadDA	ekonapañcāśaddhā	NO-MATCH	A		A:ekEkatra		confirmed-missing	1	sch	0		0	0	47	
215474	7-327-d	ekonaviMSatimuKa	ekonaviṃśatimukha	NO-MATCH	B		B:ekolmuka		confirmed-missing	1	sch	0		0	0	48	
215476	7-327-d	ewaka	eṭaka	nearform0.80		ekaka		ekaka	confirmed-missing	1	sch	0		1	1	86	add-check:auto-confirmed-false-friend: near form 'ekaka' is a separate pw.txt entry at 1-265-b (candidate at 7-327-d) carrying its own distinct sense - omission stands
215478	7-327-d	eqameqa	eḍameḍa	NO-MATCH	B		B:eqa		confirmed-missing	2	bhs;sch	0		0	0	92	
215479	7-327-d	eqavaRa	eḍavaṇa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	110	
215480	7-327-d	eqAkzipuzpa	eḍākṣipuṣpa	NO-MATCH	B		B:eRaka		confirmed-missing	2	bhs;sch	0		0	0	143	
215483	7-327-d	eRavilocanA	eṇavilocanā	stem				eRavilocana	covered-by-MW-stem-form	1	sch	0		0	0	43	
215485	7-327-d	etatkAla	etatkāla	stem				etatkAlam	covered-by-MW-stem-form	4	cae;ccs;md;sch	0		0	0	59	
215488	7-327-d	etadvid	etadvid	NO-MATCH	B		B:etadyoni;B:eraka		confirmed-missing	2	cae;sch	0		0	0	99	
215492	7-328-a	evaMyukta	evaṃyukta	stem				evaMyuktam	covered-by-MW-stem-form	1	sch	0		1	0	44	
215493	7-328-a	evaMlakzaRa	evaṃlakṣaṇa	NO-MATCH	C				confirmed-missing	1	sch	0		1	0	43	
215494	7-328-a	evaMvarRa	evaṃvarṇa	nearform0.82		ekavarRa		ekavarRa	confirmed-missing	1	sch	0		0	0	41	add-check:auto-confirmed-false-friend: near form 'ekavarRa' is a separate pw.txt entry at 1-268-a (candidate at 7-328-a) carrying its own distinct sense - omission stands
215495	7-328-a	evaMvAdin	evaṃvādin	NO-MATCH	A		A:evaMvidus		confirmed-missing	2	md;sch	0		1	0	41	
215497	7-328-a	evaMvihita	evaṃvihita	NO-MATCH	A		A:evaMvidus		confirmed-missing	1	sch	0		0	0	134	
215498	7-328-a	evaMvfttasamAcAra	evaṃvṛttasamācāra	NO-MATCH	A		A:evaMSIla		confirmed-missing	1	sch	0		0	0	49	
215500	7-328-a	evaMsaMjYin	evaṃsaṃjñin	NO-MATCH	A		A:evaMSIla		confirmed-missing	1	sch	1	15	0	0	113	
215501	7-328-a	evaMsuKaduHKaprativedin	evaṃsukhaduḥkhaprativedin	NO-MATCH	A		A:evaMkxpta		confirmed-missing	1	sch	0		0	0	55	
215503	7-328-a	evaMkramaka	evaṃkramaka	NO-MATCH	A		A:evaMkxpta;A:evaMgotra		confirmed-missing	1	sch	0		0	0	43	
215505	7-328-a	evaMdevata	evaṃdevata	nearform0.84		ekadevata		ekadevata	confirmed-missing	1	sch	0		1	0	42	add-check:auto-confirmed-false-friend: near form 'ekadevata' is a separate pw.txt entry at 1-266-b (candidate at 7-328-a) carrying its own distinct sense - omission stands
215507	7-328-a	evamAyuzyaparyanta	evamāyuṣyaparyanta	NO-MATCH	B		B:evam		confirmed-missing	1	sch	1	15	0	0	113	
215508	7-328-a	evamAyuzyapramARa	evamāyuṣyapramāṇa	NO-MATCH	C				confirmed-missing	0		0		0	0	49	
215509	7-328-a	evaMpariRAma	evaṃpariṇāma	nearform1.00		evampariRAma		evampariRAma	covered-by-fold-twin-flagged	2	md;sch	0		0	0	65	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215510	7-328-a	evaMpramuKa	evaṃpramukha	NO-MATCH	C				confirmed-missing	1	sch	1	244	1	0	112	
215511	7-328-a	evaMpravAda	evaṃpravāda	nearform1.00		evampravAda		evampravAda	covered-by-fold-twin-flagged	1	sch	0		0	0	43	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215512	7-328-a	evaMBAgIya	evaṃbhāgīya	NO-MATCH	A		A:evAza		confirmed-missing	1	sch	1	104	0	0	98	
215515	7-328-a	ezwar	eṣṭar	nearform0.89		ezwa		ezwa	confirmed-missing	1	sch	0		0	0	66	add-check:auto-confirmed-false-friend: near form 'ezwa' is a separate pw.txt entry at 1-273-c (candidate at 7-328-a) carrying its own distinct sense - omission stands
215521	7-328-a	EkEkaSya	aikaikaśya	nearform1.00		ekEkaSya		ekEkaSya	covered-by-fold-twin-flagged	1	sch	0		0	0	43	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215523	7-328-a	EcCantika	aicchantika	NO-MATCH	B		B:Ekzavya;B:EqAdaDa		confirmed-missing	1	sch	1	110	0	0	118	
215526	7-328-a	EndriyAvata	aindriyāvata	NO-MATCH	B		B:Enasa		confirmed-missing	1	sch	0		0	0	43	
215527	7-328-b	EraRqa	airaṇḍa	NO-MATCH	B		B:ErAvataka		confirmed-missing	1	sch	0		1	1	41	
215529	7-328-b	ErAvant	airāvant	nearform0.86		ErAvatI		ErAvatI	near-form-needs-eyes	1	sch	0		0	0	39	
215535	7-328-b	EhipaSyika	aihipaśyika	NO-MATCH	B		B:EzAvIra		confirmed-missing	2	bhs;sch	1	63	0	0	115	
215536	7-328-b	EhilOkika	aihilaukika	nearform0.89		EhalOkika		EhalOkika	near-form-needs-eyes	1	sch	0		0	0	54	auto-confirm withheld: candidate's own pw entry equates it to the near form (EhalOkika) - variant/editorial call, not a clean omission
215539	7-328-b	oGI	oghī	stem				oGa	covered-by-MW-stem-form	1	sch	0		0	0	55	
215540	7-328-b	oMkAracaturTa	oṃkāracaturtha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	184	
215541	7-328-b	oMkAravAda	oṃkāravāda	NO-MATCH	B		B:oja		confirmed-missing	2	acc;sch	0		0	0	42	
215543	7-328-b	ojaskAra	ojaskāra	NO-MATCH	B		B:oja		confirmed-missing	1	sch	0		0	0	129	
215544	7-328-b	ojApratyAhAriRI	ojāpratyāhāriṇī	NO-MATCH	C				confirmed-missing	1	sch	1	197	0	0	172	
215545	7-328-b	oqigalla	oḍigalla	NO-MATCH	B		B:otu		confirmed-missing	2	bhs;sch	0		0	0	40	
215552	7-328-b	ozaDrivanaspatimant	oṣadhrivanaspatimant	NO-MATCH	A		A:odman;A:ozaDihoma		confirmed-missing	0		0		0	0	51	
215560	7-328-b	Ottarapattra	auttarapattra	NO-MATCH	A		A:Otkawya;B:Ottarapadika		confirmed-missing	2	acc;sch	0		0	0	44	
215562	7-328-b	OdarikaSarIra	audarikaśarīra	nearform1.00		OdArikaSarIra		OdArikaSarIra	covered-by-fold-twin-flagged	1	sch	0		0	0	45	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215564	7-328-c	OdAra	audāra	nearform1.00		Odara		Odara	covered-by-fold-twin-flagged	2	bhs;sch	0		1	0	108	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
215567	7-328-c	OdgAtraprayoga	audgātraprayoga	NO-MATCH	B		B:Odumbari;B:OddAlaki		confirmed-missing	2	acc;sch	0		0	0	46	
215574	7-328-c	OnIta	aunīta	NO-MATCH	B		B:OdBida		confirmed-missing	1	sch	0		0	0	110	
215575	7-328-c	Onnidya	aunnidya	nearform0.93		Onnidrya		Onnidrya	near-form-needs-eyes	0		0		0	0	39	
215581	7-328-c	Opamanyavin	aupamanyavin	nearform0.86		Opamanyava		Opamanyava	confirmed-missing	1	sch	0		0	0	43	add-check:auto-confirmed-false-friend: near form 'Opamanyava' is a separate pw.txt entry at 1-280-a (candidate at 7-328-c) carrying its own distinct sense - omission stands
215584	7-328-c	OpAsanamantra	aupāsanamantra	NO-MATCH	A		B:OpavAhya;A:Opendra		confirmed-missing	2	acc;sch	0		0	0	45	
215594	7-328-c	Osaja	ausaja	NO-MATCH	A		A:OzRa;B:kaMsa		confirmed-missing	1	sch	0		1	0	37	
215598	7-328-d	kakuc	kakuc	stem				kakuca	covered-by-MW-stem-form	0		0		0	0	115	
215599	7-328-d	kakudmant	kakudmant	nearform0.94		kakudman		kakudman	confirmed-missing	5	ben;cae;ccs;pwg;sch	0		1	1	46	add-check:auto-confirmed-false-friend: near form 'kakudman' is a separate pw.txt entry at 2-002-a (candidate at 7-328-d) carrying its own distinct sense - omission stands
215602	7-328-d	kakuBvant	kakubhvant	nearform0.94		kakuBvat		kakuBvat	near-form-needs-eyes	1	sch	0		0	0	42	
