sup7_headword	class	verdict	pw_L	pw_pc	pwkvn_L	pwkvn_pc	bhs_L	bhs_pc	mahavy	mahavy_refs	corr_n	corr_dicts	review_note
azwAvara	never-seen	confirmed-missing	589237	5-248-a	21619	5-248-a			0		1	sch	
azwAviMSin	never-seen	confirmed-missing	594983	6-296-c	27322	6-296-c			0		1	sch	
azwaSlokI	never-seen	confirmed-missing	575436	2-292-c	7867	2-292-c			0		2	acc;sch	
azwakika	never-seen	confirmed-missing	45261	1-141-b	21613	5-248-a			0		5	ap;ap90;pwg;sch;vcp	
azwamAsika	never-seen	confirmed-missing	585233	4-295-c	17641	4-295-c			0		4	ap;ben;lrv;sch	
azwamaNgalya	never-seen	confirmed-missing	575427	2-292-c	7858	2-292-c			0		2	acc;sch	
azwamahAsidDimaya	never-seen	confirmed-missing	571851	1-295-c	4297	1-295-c			0		1	sch	
azwamakaBUmi	never-seen	confirmed-missing	612105	7-313-d	44392	7-313-d			1	150	1	sch	MAHAVY 150
azwapadamUlikA	never-seen	confirmed-missing	575418	2-292-c	7849	2-292-c			0		2	acc;sch	
azwasTAnaparIkzA	never-seen	confirmed-missing	575439	2-292-c	7870	2-292-c			0		2	acc;sch	
azwasahasraka	never-seen	covered-by-fold-twin-flagged	594980	6-296-c	27319	6-296-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
azwavaMSavant	never-seen	confirmed-missing	575433	2-292-c	7864	2-292-c			0		1	sch	
azwottaraSatadivyadeSanirUpaRa	never-seen	confirmed-missing	575478	2-292-c	7909	2-292-c			0		2	acc;sch	
bADayitar	never-seen	confirmed-missing	593158	5-261-c	25504	5-261-c			0		1	sch	
bARAparRI	never-seen	covered-by-MW-stem-form	597053	6-304-b	29380	6-304-b			0		1	sch	MW99 stem-family forms: bARAparRi
bARAsanI	never-seen	covered-by-MW-stem-form	642900	7-389-b	74719	7-389-b			0		1	sch	MW99 stem-family forms: bARAsana
bAlArkAy	never-seen	covered-by-MW-stem-form	597062	6-304-b	29389	6-304-b			0		0		MW99 stem-family forms: bAlArkAya
bahirmuKI	never-seen	covered-by-MW-stem-form	313986	4-214-b	19477	4-302-c			0		0		MW99 stem-family forms: bahirmuKa
bahumaryA	never-seen	confirmed-missing	634709	7-363-d	66667	7-363-d			0		1	sch	
bahuniHsfta	never-seen	covered-by-fold-twin-flagged	597035	6-304-b	29362	6-304-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
bahuratnAy	never-seen	covered-by-MW-stem-form	593137	5-261-c	25483	5-261-c			0		0		MW99 stem-family forms: bahuratnAya
bahuvarzasahasraka	never-seen	confirmed-missing	597038	6-304-b	29365	6-304-b			0		1	sch	
balidvezin	never-seen	confirmed-missing	593098	5-261-b	25444	5-261-b			0		1	sch	
barArDya	never-seen	confirmed-missing	637990	7-372-d	69862	7-372-d			0		0		
bfMhayitar	never-seen	confirmed-missing	634957	7-364-a	66913	7-364-a	11000	401,2	1	126	2	bhs;sch	MAHAVY 126,88
bibibABavant	never-seen	confirmed-missing	634875	7-364-a	66832	7-364-a			0		1	sch	
bilvavfkzamAhAtmya	never-seen	confirmed-missing	593218	5-261-c	25564	5-261-c			0		2	acc;sch	
boDipakzanirdeSa	never-seen	confirmed-missing	635008	7-364-b	66964	7-364-b	11018	402,2	1	65	2	bhs;sch	MAHAVY 65,57
bruqana	never-seen	confirmed-missing	642912	7-389-b	74731	7-389-b			0		1	sch	
bruqaqvakrA	never-seen	confirmed-missing	593269	5-262-a	25615	5-262-a			0		0		
budDila	never-seen	confirmed-missing	593236	5-262-a	25582	5-262-a			0		1	sch	
busaplanI	never-seen	confirmed-missing	634954	7-364-a	66910	7-364-a			0		1	sch	
cAkzuzIyanItiSAstra	never-seen	confirmed-missing	578501	2-300-c	10924	2-300-c			0		2	acc;sch	
cAmarajju	never-seen	confirmed-missing	591029	5-254-b	23392	5-254-b			0		1	sch	
cApodara	never-seen	confirmed-missing	625527	7-341-b	57607	7-341-b	6199	227,2	1	223	2	bhs;sch	MAHAVY 223,133
cArumanta	never-seen	confirmed-missing	625566	7-341-b	57646	7-341-b	6227	229,1	1	180	2	bhs;sch	MAHAVY 180,10
cAturdvIpaka	never-seen	confirmed-missing	625464	7-341-a	57544	7-341-a	6184	227,1	1	154	2	bhs;sch	MAHAVY 154,1
cEkkasa	never-seen	confirmed-missing	625866	7-342-a	57946	7-342-a			0		1	sch	
cEtanaka	never-seen	covered-by-fold-twin-flagged	625869	7-342-a	57949	7-342-a	6354	233,1	1	260	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
cEtradaRqika	never-seen	confirmed-missing	625872	7-342-a	57952	7-342-a	6360	233,2	1	186	2	bhs;sch	MAHAVY 186,65
cIvaravant	never-seen	confirmed-missing	583102	3-262-a	15499	3-262-a			0		1	sch	
cUcu	never-seen	covered-by-fold-twin-flagged	625803	7-341-d	57883	7-341-d			0		2	sch;stc	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
cUlakarman	never-seen	confirmed-missing	625833	7-341-d	57913	7-341-d			0		1	sch	
cUlha	never-seen	confirmed-missing	586107	4-299-a	18505	4-299-a			0		3	cae;ccs;sch	
caRqAlasamavfttimant	never-seen	confirmed-missing	586044	4-298-c	18442	4-298-c			0		1	sch	
caRqaBAskara	never-seen	confirmed-missing	578354	2-300-b	10777	2-300-b			0		2	acc;sch	
cakArasamarTana	never-seen	confirmed-missing	578345	2-300-b	10768	2-300-b			0		2	acc;sch	
cakawi	never-seen	confirmed-missing	624903	7-340-a	56989	7-340-a	5995	221,1	0		2	bhs;sch	
cakoranayanA	never-seen	confirmed-missing	624912	7-340-a	56998	7-340-a			0		1	sch	
cakrIvant	never-seen	confirmed-missing	154830	2-205-a	10774	2-300-b			0		3	pwg;sch;stc	
cakranyAsa	never-seen	confirmed-missing	578348	2-300-b	10771	2-300-b			0		2	acc;sch	
cakravant	never-seen	confirmed-missing	154574	2-204-b	28468	6-301-a			0		3	pwg;sch;stc	
cakzuzmant	never-seen	confirmed-missing	155087	2-205-c	57058	7-340-b			0		7	ben;cae;ccs;lan;pwg;sch;stc	
calAkzara	never-seen	confirmed-missing	578492	2-300-c	10915	2-300-c			0		2	acc;sch	
calitendriya	never-seen	confirmed-missing	583050	3-261-c	15448	3-261-c			0		1	sch	
camUha	never-seen	confirmed-missing	583032	3-261-c	15430	3-261-c			0		1	sch	
camakaBAzya	never-seen	confirmed-missing	578447	2-300-c	10870	2-300-c			0		1	sch	
candrAdigupti	never-seen	confirmed-missing	591005	5-254-a	23368	5-254-a			0		1	sch	
candracUqIya	never-seen	confirmed-missing	578420	2-300-c	10843	2-300-c			0		1	sch	
candrakAntIy	never-seen	covered-by-MW-stem-form	578417	2-300-c	10840	2-300-c			0		0		MW99 stem-family forms: candrakAntIya
candrikAKaRqana	never-seen	confirmed-missing	578432	2-300-c	10855	2-300-c			0		2	acc;sch	
candrikAy	never-seen	covered-by-MW-stem-form	625283	7-340-d	57367	7-340-d			0		0		MW99 stem-family forms: candrikAya
candrita	never-seen	confirmed-missing	642382	7-387-d	74203	7-387-d			0		1	sch	
cannuBawwIya	never-seen	confirmed-missing	578441	2-300-c	10864	2-300-c			0		1	sch	
caraRaja	never-seen	confirmed-missing	642388	7-387-d	74209	7-387-d			0		0		
carakasaMdeSa	never-seen	confirmed-missing	578471	2-300-c	10894	2-300-c			0		2	acc;sch	
caramaSlokacandrikA	never-seen	confirmed-missing	578474	2-300-c	10897	2-300-c			0		1	acc	
caritaguRa	never-seen	confirmed-missing	625386	7-341-a	57466	7-341-a			0		1	sch	
carkfze	never-seen	confirmed-missing	642391	7-387-d	74212	7-387-d			0		2	md;sch	
caryApAda	never-seen	confirmed-missing	578489	2-300-c	10912	2-300-c			0		1	sch	
catuHSlokI	never-seen	confirmed-missing	578405	2-300-b	10828	2-300-b			0		2	acc;sch	
catuHsUtrIBAzyaprakASa	never-seen	confirmed-missing	578411	2-300-b	10834	2-300-b			0		1	sch	
caturOdumbara	never-seen	confirmed-missing	642373	7-387-c	74194	7-387-c			0		1	sch	
caturdaSIstotra	never-seen	confirmed-missing	578378	2-300-b	10801	2-300-b			0		2	acc;sch	
caturdaSatattvArTasArasaMgraha	never-seen	confirmed-missing	578366	2-300-b	10789	2-300-b			0		1	sch	
caturdant	never-seen	covered-by-MW-stem-form	625055	7-340-b	57139	7-340-b			0		1	sch	MW99 stem-family forms: caturdanta
caturmatatAtparyasaMgraha	never-seen	confirmed-missing	578387	2-300-b	10810	2-300-b			0		1	sch	
caturvargasaMgraha	never-seen	confirmed-missing	596139	6-301-a	28477	6-301-a			0		1	sch	
caturvedatattvArTasaMgraha	never-seen	confirmed-missing	625139	7-340-c	57223	7-340-c			0		0		
caturyoginIsaMpuwa	never-seen	confirmed-missing	596136	6-301-a	28474	6-301-a			0		1	sch	
catustridviBAgI	never-seen	confirmed-missing	625187	7-340-c	57271	7-340-c			0		1	sch	
catuzkumBikA	never-seen	confirmed-missing	625163	7-340-c	57247	7-340-c	6067	223,2	1	281	2	bhs;sch	MAHAVY 281,111
cawacaw	never-seen	covered-by-MW-stem-form	590975	5-254-a	23338	5-254-a			0		1	md	MW99 stem-family forms: cawacawA;cawacawa
cawitasPuwitaka	never-seen	confirmed-missing	624992	7-340-b	57076	7-340-b			0		1	sch	
cawulay	never-seen	covered-by-MW-stem-form	586041	4-298-c	18439	4-298-c			0		0		MW99 stem-family forms: cawulaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
cayanAnandapille	never-seen	confirmed-missing	578465	2-300-c	10888	2-300-c			0		1	sch	
cayanamUla	never-seen	confirmed-missing	625331	7-340-d	57415	7-340-d			0		1	sch	
cazakAy	never-seen	covered-by-MW-stem-form	642394	7-387-d	74215	7-387-d			0		1	sch	MW99 stem-family forms: cazakAya
ceNgi	never-seen	confirmed-missing	596193	6-301-b	28528	6-301-b			0		1	sch	
cetaHparyAyajYAna	never-seen	confirmed-missing	625848	7-342-a	57928	7-342-a			1	14	1	sch	MAHAVY 14
cetanAy	never-seen	confirmed-missing	625851	7-342-a	57931	7-342-a			0		0		
cezwi	never-seen	covered-by-MW-stem-form	625863	7-342-a	57943	7-342-a			0		1	sch	MW99 stem-family forms: cezw;cezwA;cezwa
ciYcaRI	never-seen	confirmed-missing	625616	7-341-c	57694	7-341-c			0		0		
cidDarman	never-seen	confirmed-missing	625712	7-341-c	57790	7-341-c			0		1	sch	
cidavasAna	never-seen	confirmed-missing	625706	7-341-c	57784	7-341-c			0		1	sch	
cidekarasa	never-seen	confirmed-missing	625709	7-341-c	57787	7-341-c			0		1	sch	
ciray	never-seen	covered-by-MW-stem-form	163287	2-232-b	57829	7-341-d			0		4	cae;lrv;pwg;sch	MW99 stem-family forms: ciraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
citrapadDati	never-seen	confirmed-missing	578558	2-300-c	10981	2-300-c			0		1	sch	
citraraktapawa	never-seen	confirmed-missing	578561	2-300-c	10984	2-300-c			0		2	acc;sch	
citray	never-seen	covered-by-MW-stem-form	162382	2-229-c	57751	7-341-c			0		4	cae;ccs;pwg;sch	MW99 stem-family forms: citraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
cittAnuparivartin	never-seen	confirmed-missing	642397	7-387-d	74218	7-387-d			1	109	1	sch	MAHAVY 109,85
ciwiciwAy	never-seen	covered-by-MW-stem-form	625619	7-341-c	57697	7-341-c			0		0		MW99 stem-family forms: ciwiciwAya
colacarita	never-seen	confirmed-missing	578600	2-301-a	11023	2-301-a			0		2	acc;sch	
colapparAjIya	never-seen	confirmed-missing	578603	2-301-a	11026	2-301-a			0		2	acc;sch	
corapaYcASat	never-seen	confirmed-missing	578597	2-301-a	11020	2-301-a			0		1	sch	
cubukapratizWita	never-seen	confirmed-missing	586098	4-299-a	18496	4-299-a			0		1	sch	
culukI	never-seen	covered-by-MW-stem-form	164153	2-235-a	18502	4-299-a			0		2	sch;skd	MW99 stem-family forms: culukA;culuka
cyutisaMkrama	never-seen	confirmed-missing	625923	7-342-a	58003	7-342-a			1	148	1	sch	MAHAVY 148,13
cyutyupapatti	never-seen	confirmed-missing	625926	7-342-a	58006	7-342-a			1	7	1	sch	MAHAVY 7
dAnavaSI	never-seen	confirmed-missing	591569	5-256-a	23923	5-256-a			0		1	sch	
dArSI	never-seen	covered-by-MW-stem-form	628527	7-348-a	60559	7-348-a			0		1	sch	MW99 stem-family forms: dArSa
dArasaMbanDa	never-seen	covered-by-fold-twin-flagged	596412	6-302-a	28744	6-302-a			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dArvIca	never-seen	confirmed-missing	596421	6-302-a	28753	6-302-a			0		1	sch	
dAvadahanajvAlAkalApAy	never-seen	covered-by-MW-stem-form	586387	4-300-a	18781	4-300-a			0		1	sch	MW99 stem-family forms: dAvadahanajvAlAkalApAya
dAyI	never-seen	covered-by-MW-stem-form	642547	7-388-b	74368	7-388-b			0		1	sch	MW99 stem-family forms: dAy;dAya
dIkzitadaRqa	never-seen	confirmed-missing	628640	7-348-b	60667	7-348-b			0		1	sch	
dIkzitayAjYika	never-seen	confirmed-missing	586396	4-300-a	18790	4-300-a			0		1	sch	
dIkzya	never-seen	confirmed-missing	591620	5-256-b	23974	5-256-b			0		1	sch	
dIpAvatI	never-seen	covered-by-fold-twin-flagged	628664	7-348-b	60691	7-348-b	7329	265,1	0		2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dIrGay	never-seen	covered-by-MW-stem-form	628673	7-348-b	60700	7-348-b			0		0		MW99 stem-family forms: dIrGaya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
dOzWulya	never-seen	confirmed-missing	629188	7-349-c	61216	7-349-c	7571	272,2	1	109	1	bhs	MAHAVY 109,20
dUrAdDi	never-seen	confirmed-missing	583706	3-264-a	16096	3-264-a			0		1	sch	
dUray	never-seen	covered-by-MW-stem-form	212869	3-110-a	60931	7-348-d			0		3	cae;pwg;sch	MW99 stem-family forms: dUraya; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
dUzay	never-seen	covered-by-MW-stem-form	213111	3-110-c	16102	3-264-a			0		4	cae;ccs;fri;sch	MW99 stem-family forms: dUzaya;dUzayat; named false-positive class: denominal -aya verb stem (MW handles under root/verb apparatus, not as a separate headword)
daDigaRa	never-seen	confirmed-missing	628245	7-347-c	60286	7-347-c			0		0		
daMzwrAkarAlavant	never-seen	confirmed-missing	628124	7-347-a	60166	7-347-a			0		1	sch	
daSAvant	never-seen	confirmed-missing	591551	5-256-a	23905	5-256-a			0		1	sch	
daSaraTalalitavrata	never-seen	covered-by-fold-twin-flagged	202579	3-075-c	60430	7-347-d			0		0		case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dahyA	never-seen	covered-by-MW-stem-form	596406	6-302-a	28738	6-302-a			0		1	sch	MW99 stem-family forms: dahyu
dakzaka	never-seen	covered-by-fold-twin-flagged	586354	4-300-a	18748	4-300-a			0		2	pui;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dakziRadeSana	never-seen	covered-by-fold-twin-flagged	628155	7-347-b	60196	7-347-b			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dakziRajAnvakta	never-seen	confirmed-missing	198606	3-062-b	60184	7-347-a			0		2	md;sch	
dakziRatOpacAra	never-seen	confirmed-missing	586357	4-300-a	18751	4-300-a			0		0		
danDana	never-seen	confirmed-missing	200700	3-069-a	60322	7-347-c			0		0		
darB	never-seen	covered-by-MW-stem-form	201369	3-071-b	60358	7-347-c			0		5	ccs;fri;gra;pwg;sch	MW99 stem-family forms: darBa;darBi
darBaRa	never-seen	covered-by-fold-twin-flagged	586375	4-300-a	18769	4-300-a			0		3	cae;ccs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
darImant	never-seen	confirmed-missing	628303	7-347-c	60343	7-347-c			0		1	sch	
darS	never-seen	covered-by-MW-stem-form	201550	3-071-c	60379	7-347-c			0		4	ccs;fri;pwg;sch	MW99 stem-family forms: darSa
darpaR	never-seen	covered-by-MW-stem-form	596391	6-302-a	28723	6-302-a			0		0		MW99 stem-family forms: darpaRa
dattArka	never-seen	confirmed-missing	628236	7-347-b	60277	7-347-b			0		2	acc;sch	
dehaMBaravArttika	never-seen	covered-by-fold-twin-flagged	591710	5-256-c	24064	5-256-c			0		1	sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
devikAhavis	never-seen	confirmed-missing	629083	7-349-b	61111	7-349-b			0		1	sch	
dfQikA	never-seen	confirmed-missing	628945	7-349-a	60973	7-349-a			0		1	sch	
dfSvarI	never-seen	confirmed-missing	586435	4-300-b	18829	4-300-b			0		1	sch	
dfzant	never-seen	confirmed-missing	213855	3-113-a	24028	5-256-b			0		2	pwg;sch	
dfzwAntavant	never-seen	confirmed-missing	628978	7-349-a	61006	7-349-a			0		0		
dfzwipanTan	never-seen	confirmed-missing	583727	3-264-a	16117	3-264-a			0		2	pwg;sch	
diNnAda	never-seen	confirmed-missing	591596	5-256-b	23950	5-256-b			0		1	sch	
diRqika	never-seen	confirmed-missing	591599	5-256-b	23953	5-256-b			0		2	inm;sch	
digIS	never-seen	covered-by-MW-stem-form	642553	7-388-b	74374	7-388-b			0		1	sch	MW99 stem-family forms: digISa
digvilokita	never-seen	confirmed-missing	628564	7-348-a	60595	7-348-a	7298	264,1	1	21	2	bhs;sch	MAHAVY 21,19
divyavarzasahasraka	never-seen	confirmed-missing	596430	6-302-a	28762	6-302-a			0		1	sch	
dravant	never-seen	covered-by-MW-stem-form	218646	3-127-c	28819	6-302-b			0		2	pwg;sch	MW99 stem-family forms: dravantI
dravyamAtrA	never-seen	covered-by-MW-stem-form	586471	4-300-b	18865	4-300-b			0		1	sch	MW99 stem-family forms: dravyamAtra
duHKaSokavant	never-seen	confirmed-missing	596436	6-302-a	28768	6-302-a			0		1	sch	
duHKilatA	never-seen	confirmed-missing	628710	7-348-c	60736	7-348-c	7357	265,2	1	85	2	bhs;sch	MAHAVY 85,16
duHSlizwa	never-seen	confirmed-missing	583691	3-264-a	16081	3-264-a			0		1	sch	
duHzamAprABfta	never-seen	confirmed-missing	628878	7-348-d	60904	7-348-d			0		1	sch	
duraBisaMBava	never-seen	covered-by-fold-twin-flagged	628740	7-348-c	60766	7-348-c	7380	266,2	1	245	3	bhs;fri;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
durgAsAvitri	never-seen	covered-by-MW-stem-form	596439	6-302-a	28771	6-302-a			0		1	sch	MW99 stem-family forms: durgAsAvitrI
dustawI	never-seen	confirmed-missing	642577	7-388-b	74398	7-388-b			0		1	sch	
duzWulArocana	never-seen	confirmed-missing	628854	7-348-d	60880	7-348-d			1	261	1	sch	MAHAVY 261,6
duzWulapraticCAdana	never-seen	confirmed-missing	628851	7-348-d	60877	7-348-d			1	261	1	sch	MAHAVY 261,54
dvAdaSamaYjarikAstotra	never-seen	confirmed-missing	629313	7-349-d	61339	7-349-d			0		0		
dvAdaSavarzika	never-seen	covered-by-fold-twin-flagged	583787	3-264-b	16177	3-264-b			0		2	ccs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dvArakozWaka	never-seen	covered-by-fold-twin-flagged	629331	7-350-a	61357	7-350-a	7618	273,2	0		3	bhs;ieg;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dvAsAha	never-seen	confirmed-missing	629343	7-350-a	61369	7-350-a			0		1	sch	
dvIpavant	never-seen	confirmed-missing	222065	3-138-c	61483	7-350-a			0		3	ben;pwg;sch	
dvaMdvasaMprahAra	never-seen	covered-by-fold-twin-flagged	596499	6-302-b	28828	6-302-b			0		2	ben;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
dvinizWa	never-seen	confirmed-missing	583796	3-264-b	16186	3-264-b			0		1	sch	
dvipitar	never-seen	confirmed-missing	221315	3-136-b	61423	7-350-a			0		1	sch	
dvivfntAy	never-seen	covered-by-MW-stem-form	591762	5-256-c	24115	5-256-c			0		0		MW99 stem-family forms: dvivfntAya
dvyaRukIy	never-seen	covered-by-MW-stem-form	596532	6-302-b	28861	6-302-b			0		0		MW99 stem-family forms: dvyaRukIya
dyumaryAdavant	never-seen	confirmed-missing	629216	7-349-c	61243	7-349-c			0		1	sch	
eRavilocanA	never-seen	covered-by-MW-stem-form	585676	4-297-b	18076	4-297-b			0		1	sch	MW99 stem-family forms: eRavilocana
ekABiBAva	never-seen	confirmed-missing	576833	2-296-c	9262	2-296-c			0		1	sch	
ekASIticakrodDAra	never-seen	confirmed-missing	572943	1-299-c	5383	1-299-c			0		2	acc;sch	
ekAdaSANgavedin	never-seen	confirmed-missing	590141	5-251-a	22513	5-251-a			0		1	sch	
ekAdaSAtmaka	never-seen	confirmed-missing	619015	7-327-c	51205	7-327-c			0		1	sch	
ekAdaSImAhAtmya	never-seen	confirmed-missing	576827	2-296-c	9256	2-296-c			0		2	acc;sch	
ekAdaSaprayoga	never-seen	confirmed-missing	576815	2-296-b	9244	2-296-b			0		2	acc;sch	
ekAdaSini	never-seen	covered-by-MW-stem-form	619018	7-327-c	51208	7-327-c			0		1	sch	MW99 stem-family forms: ekAdaSin;ekAdaSinI
ekAkAra	never-seen	covered-by-fold-twin-flagged	618967	7-327-c	51157	7-327-c	4068	154,1	1	21	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
ekAkfti	never-seen	confirmed-missing	582015	3-258-b	14422	3-258-b			0		1	sch	
ekAntI	never-seen	covered-by-MW-stem-form	619030	7-327-d	51220	7-327-d			0		2	sch;skd	MW99 stem-family forms: ekAnta;ekAntam;ekAnte
ekArkamaRi	never-seen	confirmed-missing	619039	7-327-d	51229	7-327-d			0		1	sch	
ekAtmavAdin	never-seen	confirmed-missing	618988	7-327-c	51178	7-327-c			0		1	sch	
ekAvacAraka	never-seen	confirmed-missing	619045	7-327-d	51235	7-327-d	4084	154,2	1	245	2	bhs;sch	MAHAVY 245,1027
ekAzwakAdIkzin	never-seen	confirmed-missing	582036	3-258-b	14443	3-258-b			0		1	sch	
ekaBUyaMs	never-seen	confirmed-missing	590120	5-251-a	22492	5-251-a			0		1	sch	
ekaDyam	never-seen	covered-by-fold-twin-flagged	618736	7-327-a	50926	7-327-a	4046	153,1	1	245	2	bhs;sch	case/vowel-length twin of an MW99 form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
ekaSAstravAda	never-seen	confirmed-missing	576788	2-296-b	9217	2-296-b			0		2	acc;sch	
ekaSIlasamAcAra	never-seen	confirmed-missing	595602	6-299-b	27940	6-299-b			0		2	bop;sch	
