k1	hom	lex	accented	index_token	stem_class	compound_members	irregularities
tripurIprakaraRa		n.	tripurIprakaraRa	n·1+3	a-stem	tri+purI+prakaraRa	compound:3_members
triBuvana		n.	triBuvana	n·1+2	a-stem	tri+Buvana	compound:2_members
triBuvanapAladeva		m.	triBuvanapAladeva	m·1+3	a-stem	tri+Buvana+pAladeva	compound:3_members
triBuvanapraBA		f.	triBuvanapraBA	f·2+3	ā-stem	tri+Buvana+praBA	compound:3_members;ā_stem_f(§364)
triBuvanarAya		m.	triBuvanarAya	m·1	a-stem		
trimallacandra		m.	trimallacandra	m·1+3	a-stem	tri+malla+candra	compound:3_members
trimAtra		adj.	trimAtra	mfn·1+2	a-stem	tri+mAtra	compound:2_members;tri_gender_adj
trimAtrika		adj.	trimAtrika	mfn·1+2	a-stem	tri+mAtrika	compound:2_members;tri_gender_adj
trimArikA		f.	trimArikA	f·2+2	ā-stem	tri+mArikA	compound:2_members;ā_stem_f(§364)
trimUQaka		n.	trimUQaka	n·1+2	a-stem	tri+mUQaka	compound:2_members
trimUrta		adj.	trimUrta	mfn·1	a-stem		tri_gender_adj
trimUrti		m.	trimUrti	m·3+2	i-stem	tri+mUrti	compound:2_members
trimUrtika		m.	trimUrtika	m·1	a-stem		
triyakza		adj.	triyakza	mfn·1+2	a-stem	triy+akza	compound:2_members;tri_gender_adj
triyavasTa		adj.	triyavasTa	mfn·1+2	a-stem	triy+avasTa	compound:2_members;tri_gender_adj
triyugma		adj.	triyugma	mfn·1+2	a-stem	tri+yugma	compound:2_members;tri_gender_adj
trilokavaSaMkara		m.	trilokavaSaMkara	m·1+3	a-stem	tri+loka+vaSaMkara	compound:3_members
trilokavIra		m.	trilokavIra	m·1+3	a-stem	tri+loka+vIra	compound:3_members
trilocanAzwamI		f.	trilocanAzwamI	f·4+2	ī-stem	tri+locanAzwamI	compound:2_members
trivakrA		f.	trivakrA	f·2+2	ā-stem	tri+vakrA	compound:2_members;ā_stem_f(§364)
trivikramasena		m.	trivikramasena	m·1+3	a-stem	tri+vikrama+sena	compound:3_members
trivikramAcArya		m.	trivikramAcArya	m·1+2	a-stem	tri+vikramAcArya	compound:2_members
triviDa		adv.	triviDa	ind·0+2	indeclinable	tri+viDa	compound:2_members
triviDanAmAvalI		f.	triviDanAmAvalI	f·4	ī-stem		
trivfttA		f.	trivf/ttA	f·2a	ā-stem		ā_stem_f(§364)
triveRu		m.	triveRu	m·5+2	u-stem	tri+veRu	compound:2_members
triSata		f.	triSata	f·1+2	a-stem	tri+Sata	compound:2_members
triSaraRatawaBIma		m.	triSaraRatawaBIma	m·1	a-stem		
triSarIrin		adj.	triSarIrin	mfn·8i+2	consonant-stem	tri+SarIrin	compound:2_members;tri_gender_adj
triSalAkApuruzacarita		n.	triSalAkApuruzacarita	n·1	a-stem		
triSAla		f.	triSAla	f·1+2	a-stem	tri+SAla	compound:2_members
triSIrzaguhA		f.	triSIrzaguhA	f·2+3	ā-stem	tri+SIrza+guhA	compound:3_members;ā_stem_f(§364)
trizavaRa		m.	trizavaRa	m·1+2	a-stem	tri+zavaRa	compound:2_members
trizazwilakzaRamahApuruzapurARasaMgraha		m.	trizazwilakzaRamahApuruzapurARasaMgraha	m·1	a-stem		
trisaMDya	1	adv.	trisaMDya	ind·0+2	indeclinable	tri+saMDya	compound:2_members
trisaraka		n.	trisaraka	n·1+2	a-stem	tri+saraka	compound:2_members
trimuparRa		m.	trimuparRa	m·1	a-stem		
trisUtrIkaraRa		n.	trisUtrIkaraRa	n·1+2	a-stem	tri+sUtrIkaraRa	compound:2_members
trEkAlika		adj.	trEkAlika	mfn·1	a-stem		tri_gender_adj
trEguRya		adj.	trEguRya	mfn·1	a-stem		tri_gender_adj
trEguRyavant		adj.	trEguRyavant	mfn·8t*	consonant-stem		tri_gender_adj
trEta		m.	trEta	m·1	a-stem		
trElokya		n.	trElokya	n·1	a-stem		
trElokyapraBA		f.	trElokyapraBA	f·2+2	ā-stem	trElokya+praBA	compound:2_members;ā_stem_f(§364)
trElokyamAlin		m.	trElokyamAlin	m·8i+2	consonant-stem	trElokya+mAlin	compound:2_members
trElokyasAgara		m.	trElokyasAgara	m·1+2	a-stem	trElokya+sAgara	compound:2_members
trEvikrama		f.	trEvikrama	f·1	a-stem		
trEzwuBa		adj.	trEzwuBa	mfn·1	a-stem		tri_gender_adj
trowaka		m.	trowaka	m·1	a-stem		
tryaMSa		adj.	tryaMSa	mfn·1+2	a-stem	try+aMSa	compound:2_members;tri_gender_adj
tryambakaparvata		m.	tryambakaparvata	m·1+3	a-stem	try+ambaka+parvata	compound:3_members
tryambakeSvarapurI		f.	tryambakeSvarapurI	f·4+2	ī-stem	try+ambakeSvarapurI	compound:2_members
tvakparRI		f.	tvakparRI	f·4+2	ī-stem	tvak+parRI	compound:2_members
tvaNmanya		adj.	tvaNmanya	mfn·1	a-stem		tri_gender_adj
tvara		m.	tvara	m·1	a-stem		
tvaritagati		f.	tvaritagati	f·3+2	i-stem	tvarita+gati	compound:2_members
tsaruka		adj.	tsa/ruka	mfn·1a	a-stem		tri_gender_adj
daMSa		adj.	daMSa	mfn·1	a-stem		tri_gender_adj
dakzaRiDana		n.	dakzaRiDana	n·1+2	a-stem	dakza+RiDana	compound:2_members
dakziRApaTa		n.	dakziRApaTa	n·1+2	a-stem	dakziRA+paTa	compound:2_members
dakziReti		f.	dakziReti	f·3	i-stem		
dakziREs		adv.	dakziREs	ind·0	indeclinable		
daRqa		n.	daRqa	n·1	a-stem		
daRqakAsana		n.	daRqakAsana	n·1	a-stem		
daRqagrahaRa		n.	daRqagrahaRa	n·1+2	a-stem	daRqa+grahaRa	compound:2_members
daRqaDAraka		adj.	daRqaDAraka	mfn·1+2	a-stem	daRqa+DAraka	compound:2_members;tri_gender_adj
daRqaBAj		adj.	daRqaBAj	mfn·8√+2	consonant-stem	daRqa+BAj	compound:2_members;tri_gender_adj
daRqApUpikA		f.	daRqApUpikA	f·2	ā-stem		ā_stem_f(§364)
daRqotpala		m.	daRqotpala	m·1	a-stem		
dattahasta		adj.	dattahasta	mfn·1+2	a-stem	datta+hasta	compound:2_members;tri_gender_adj
dattAkzara		adj.	dattAkzara	mfn·1	a-stem		tri_gender_adj
dattottara		adj.	dattottara	mfn·1	a-stem		tri_gender_adj
daDiparRa		m.	daDiparRa	m·1+2	a-stem	daDi+parRa	compound:2_members
daDiskanda		n.	daDiskanda	n·1+2	a-stem	daDi+skanda	compound:2_members
daDfk		adj.	daDfk	mfn·8√	consonant-stem		tri_gender_adj
dant		adj.	dant	mfn·8t*	consonant-stem		tri_gender_adj
dantaGAwa		m.	dantaGAwa	m·1+2	a-stem	danta+GAwa	compound:2_members
dantaDAva		m.	dantaDAva	m·1+2	a-stem	danta+DAva	compound:2_members
dantaracanA		f.	dantaracanA	f·2+2	ā-stem	danta+racanA	compound:2_members;ā_stem_f(§364)
danDvana		m.	danDvana	m·1	a-stem		
dam	1	m.	dam	m·8√	consonant-stem		
damanaBaYjikA		f.	damanaBaYjikA	f·2+2	ā-stem	damana+BaYjikA	compound:2_members;ā_stem_f(§364)
damya	1	n.	damya	n·1	a-stem		
dayAlu		f.	dayAlu	f·5	u-stem		
dayitAmaya		adj.	dayitAmaya	mfn·1+2	a-stem	dayitA+maya	compound:2_members;tri_gender_adj
daridra		f.	daridra	f·1	a-stem		
darBaka		m.	darBaka	m·1	a-stem		
darSa		m.	darSa	m·1	a-stem		
dala		adj.	dala	mfn·1	a-stem		tri_gender_adj
dalapati		m.	dalapati	m·3+2	i-stem	dala+pati	compound:2_members
dalayoga		m.	dalayoga	m·1+2	a-stem	dala+yoga	compound:2_members
davAnala		adj.	davAnala	mfn·1	a-stem		tri_gender_adj
daSadfzwAntakaTA		f.	daSadfzwAntakaTA	f·2+2	ā-stem	daSa+dfzwAntakaTA	compound:2_members;ā_stem_f(§364)
daSaPalavrata		n.	daSaPalavrata	n·1+2	a-stem	daSa+Palavrata	compound:2_members
daSamArikA		f.	daSamArikA	f·2+2	ā-stem	daSa+mArikA	compound:2_members;ā_stem_f(§364)
daSaraTalalitAvrata		n.	daSaraTalalitAvrata	n·1+3	a-stem	daSa+raTa+lalitAvrata	compound:3_members
daSarUpaka		n.	daSarUpaka	n·1+2	a-stem	daSa+rUpaka	compound:2_members
daSalakzaRI		f.	daSalakzaRI	f·4+2	ī-stem	daSa+lakzaRI	compound:2_members
daSArRa		adj.	daSArRa	mfn·1	a-stem		tri_gender_adj
daSAvatAra		n.	daSAvatAra	n·1	a-stem		
dahanatA		f.	dahanatA	f·2+2	ā-stem	dahana+tA	compound:2_members;ā_stem_f(§364)
dahra		adv.	dahra	ind·0	indeclinable		
dAkzAyaRa		adj.	dAkzAyaRa	mfn·1	a-stem		tri_gender_adj
dAkzAyaRi		m.	dAkzAyaRi	m·3	i-stem		
dAkziRyavant		adj.	dAkziRyavant	mfn·8t*	consonant-stem		tri_gender_adj
dAqima		n.	dAqima	n·1	a-stem		
dARqaka		m.	dARqaka	m·1	a-stem		
dARqakya		m.	dARqakya	m·1	a-stem		
dAttAmitrI		f.	dAttAmitrI	f·4	ī-stem		
dAdABAi		m.	dAdABAi	m·3	i-stem		
dAdIrAya		m.	dAdIrAya	m·1	a-stem		
dADIca		adj.	dADIca	mfn·1	a-stem		tri_gender_adj
dADreyaka		m.	dADreyaka	m·1	a-stem		
dAnakamalAkara		m.	dAnakamalAkara	m·1+2	a-stem	dAna+kamalAkara	compound:2_members
dAnakalpataru		m.	dAnakalpataru	m·5+2	u-stem	dAna+kalpataru	compound:2_members
dAnakelikOmudI		f.	dAnakelikOmudI	f·4+2	ī-stem	dAna+kelikOmudI	compound:2_members
dAnakOmudI		f.	dAnakOmudI	f·4+2	ī-stem	dAna+kOmudI	compound:2_members
dAnakriyAkOmudI		f.	dAnakriyAkOmudI	f·4+2	ī-stem	dAna+kriyAkOmudI	compound:2_members
dAnacandrikA		f.	dAnacandrikA	f·2+2	ā-stem	dAna+candrikA	compound:2_members;ā_stem_f(§364)
dAnadarpaRa		m.	dAnadarpaRa	m·1+2	a-stem	dAna+darpaRa	compound:2_members
dAnava	1	f.	dAnava	f·1	a-stem		
dAnavarman		m.	dAnavarman	m·8n*+2	consonant-stem	dAna+varman	compound:2_members
dAnaSUra		m.	dAnaSUra	m·1+2	a-stem	dAna+SUra	compound:2_members
dAnasAgara		m.	dAnasAgara	m·1+2	a-stem	dAna+sAgara	compound:2_members
dAnta	1	m.	dAnta	m·1	a-stem		
dAmaka		n.	dAmaka	n·1	a-stem		
dAmaDi		m.	dAmaDi	m·3	i-stem		
dAman	4	m.	dAman	m·8n*	consonant-stem		
dAmodarapadDati		f.	dAmodarapadDati	f·3+2	i-stem	dAmodara+padDati	compound:2_members
dAmBika		m.	dAmBika	m·1	a-stem		
dAya		m.	dAya	m·1	a-stem		
dAra	1	adj.	dAra	mfn·1	a-stem		tri_gender_adj
dArSika		f.	dArSika	f·1	a-stem		
dAlana		m.	dAlana	m·1	a-stem		
dAli		f.	dAli	f·3	i-stem		
dAlBUzI		f.	dAlBUzI	f·4	ī-stem		
dAvadahana		m.	dAvadahana	m·1	a-stem		
dASatva		n.	dASatva	n·1+2	a-stem	dASa+tva	compound:2_members
dAsa	1	adj.	dAsa	mfn·1	a-stem		tri_gender_adj
dAsatA		f.	dAsatA	f·2+2	ā-stem	dAsa+tA	compound:2_members;ā_stem_f(§364)
dAsra		adj.	dAsra	mfn·1	a-stem		tri_gender_adj
dAhAtman		adj.	dAhAtman	mfn·8n*	consonant-stem		tri_gender_adj
dikkuYjara		m.	dikkuYjara	m·1+2	a-stem	dik+kuYjara	compound:2_members
dikprekzaRa		n.	dikprekzaRa	n·1+2	a-stem	dik+prekzaRa	compound:2_members
digaNganA		f.	digaNganA	f·2+2	ā-stem	dig+aNganA	compound:2_members;ā_stem_f(§364)
digbanDa		m.	digbanDa	m·1+2	a-stem	dig+banDa	compound:2_members
digvasana		n.	digvasana	n·1+2	a-stem	dig+vasana	compound:2_members
digvAsas		m.	digvAsas	m·8s+2	consonant-stem	dig+vAsas	compound:2_members
digvilokana		n.	digvilokana	n·1+2	a-stem	dig+vilokana	compound:2_members
didyotizu		adj.	didyotizu	mfn·5	u-stem		tri_gender_adj
diDIrzA		f.	diDIrzA	f·2	ā-stem		ā_stem_f(§364)
dinakaroddyota		m.	dinakaroddyota	m·1+2	a-stem	dina+karoddyota	compound:2_members
dinakartavya		n.	dinakartavya	n·1+2	a-stem	dina+kartavya	compound:2_members
dinakArya		n.	dinakArya	n·1+2	a-stem	dina+kArya	compound:2_members
dinacaryA		f.	dinacaryA	f·2+2	ā-stem	dina+caryA	compound:2_members;ā_stem_f(§364)
dinasaMcaya		m.	dinasaMcaya	m·1+2	a-stem	dina+saMcaya	compound:2_members
dinOGa		m.	dinOGa	m·1	a-stem		
dinnasUri		m.	dinnasUri	m·3+2	i-stem	dinna+sUri	compound:2_members
div	1	m.	div	m·8√	consonant-stem		
divakftya		n.	divakftya	n·1	a-stem		
divasakriyA		f.	divasakriyA	f·2+2	ā-stem	divasa+kriyA	compound:2_members;ā_stem_f(§364)
divasatiTi		f.	divasatiTi	f·3+2	i-stem	divasa+tiTi	compound:2_members
divasavAra		m.	divasavAra	m·1+2	a-stem	divasa+vAra	compound:2_members
divAkaravatsa		m.	divAkaravatsa	m·1+3	a-stem	divA+kara+vatsa	compound:3_members
divAkaroddyota		m.	divAkaroddyota	m·1+2	a-stem	divA+karoddyota	compound:2_members
divAtiTi		m.	divAtiTi	m·3	i-stem		
divApati		m.	divApati	m·3+2	i-stem	divA+pati	compound:2_members
divAvasAna		n.	divAvasAna	n·1	a-stem		
divASaya		m.	divASaya	m·1+2	a-stem	divA+Saya	compound:2_members
divAsvapna		n.	divAsvapna	n·1+2	a-stem	divA+svapna	compound:2_members
divigamana		m.	divigamana	m·1+2	a-stem	divi+gamana	compound:2_members
divizWa		m.	divizWa	m·1+2	a-stem	divi+zWa	compound:2_members
divyatva		n.	divyatva	n·1+2	a-stem	divya+tva	compound:2_members
divyadfzwi		f.	divyadfzwi	f·3+2	i-stem	divya+dfzwi	compound:2_members
divyapuruza		m.	divyapuruza	m·1+2	a-stem	divya+puruza	compound:2_members
divyOGa		m.	divyOGa	m·1	a-stem		
diS	1	n.	diS	n·8√	consonant-stem		
dizwaBAva		m.	dizwaBAva	m·1+2	a-stem	dizwa+BAva	compound:2_members
dih		f.	dih	f·8√	consonant-stem		
dIkzaRA		f.	dIkzaRA	f·2	ā-stem		ā_stem_f(§364)
dIkzAkaraRa		n.	dIkzAkaraRa	n·1+2	a-stem	dIkzA+karaRa	compound:2_members
dIkzAkArin		adj.	dIkzAkArin	mfn·8i+2	consonant-stem	dIkzA+kArin	compound:2_members;tri_gender_adj
dIkzAmahotsava		m.	dIkzAmahotsava	m·1+2	a-stem	dIkzA+mahotsava	compound:2_members
dIDitimant		m.	dIDitimant	m·8t*	consonant-stem		
dIpakamAlA		f.	dIpakamAlA	f·2+2	ā-stem	dIpaka+mAlA	compound:2_members;ā_stem_f(§364)
dIpamAlikotsava		m.	dIpamAlikotsava	m·1+2	a-stem	dIpa+mAlikotsava	compound:2_members
dIpANkura		m.	dIpANkura	m·1	a-stem		
dIpin		adj.	dIpin	mfn·8i	consonant-stem		tri_gender_adj
dIptatva		n.	dIptatva	n·1+2	a-stem	dIpta+tva	compound:2_members
dIptanayana		adj.	dIptanayana	mfn·1+2	a-stem	dIpta+nayana	compound:2_members;tri_gender_adj
dIptaSiKa		adj.	dIptaSiKa	mfn·1+2	a-stem	dIpta+SiKa	compound:2_members;tri_gender_adj
dIpra		adj.	dIpra	mfn·1	a-stem		tri_gender_adj
dIrGadarSana		adj.	dIrGadarSana	mfn·1+2	a-stem	dIrGa+darSana	compound:2_members;tri_gender_adj
dIrGadfSvan		adj.	dIrGadfSvan	mfn·8n*+2	consonant-stem	dIrGa+dfSvan	compound:2_members;tri_gender_adj
dIrGaprekzin		adj.	dIrGaprekzin	mfn·8i+2	consonant-stem	dIrGa+prekzin	compound:2_members;tri_gender_adj
dIrGaboDa		adj.	dIrGaboDa	mfn·1	a-stem		tri_gender_adj
dIrGaroza		adj.	dIrGaroza	mfn·1+2	a-stem	dIrGa+roza	compound:2_members;tri_gender_adj
dIrGasUtritA		f.	dIrGasUtritA	f·2+2	ā-stem	dIrGa+sUtritA	compound:2_members;ā_stem_f(§364)
dIrGANkagrAma		m.	dIrGANkagrAma	m·1	a-stem		
dIrGAnala		n.	dIrGAnala	n·1	a-stem		
dIrGAmaya		adj.	dIrGAmaya	mfn·1	a-stem		tri_gender_adj
duHKa		adv.	duHKa	ind·0	indeclinable		
duHKagata		n.	duHKagata	n·1+2	a-stem	duHKa+gata	compound:2_members
duHKaduHKin		adj.	duHKaduHKin	mfn·8i+2	consonant-stem	duHKa+duHKin	compound:2_members;tri_gender_adj
duHKanivaha		m.	duHKanivaha	m·1+2	a-stem	duHKa+nivaha	compound:2_members
duHKAkara		m.	duHKAkara	m·1	a-stem		
duHKocCedya		adj.	duHKocCedya	mfn·1	a-stem		tri_gender_adj
duHKopacarya		adj.	duHKopacarya	mfn·1	a-stem		tri_gender_adj
dugDabanDaka		m.	dugDabanDaka	m·1+2	a-stem	dugDa+banDaka	compound:2_members
duRQA		f.	duRQA	f·2	ā-stem		ā_stem_f(§364)
duDrukzu		adj.	duDrukzu	mfn·5	u-stem		tri_gender_adj
duraDyeya		adj.	duraDyeya	mfn·1+2	a-stem	dur+aDyeya	compound:2_members;tri_gender_adj
duranujYAta		adj.	duranujYAta	mfn·1+2	a-stem	dur+anujYAta	compound:2_members;tri_gender_adj
durantatA		f.	durantatA	f·2	ā-stem		ā_stem_f(§364)
duraBiprAya		adj.	duraBiprAya	mfn·1+2	a-stem	dur+aBiprAya	compound:2_members;tri_gender_adj
duravagraha		m.	duravagraha	m·1+2	a-stem	dur+avagraha	compound:2_members
duravacCada		adj.	duravacCada	mfn·1+2	a-stem	dur+avacCada	compound:2_members;tri_gender_adj
duravatAra		adj.	duravatAra	mfn·1+2	a-stem	dur+avatAra	compound:2_members;tri_gender_adj
duravaDAraka		adj.	duravaDAraka	mfn·1+2	a-stem	dur+avaDAraka	compound:2_members;tri_gender_adj
duravaDArya		adj.	duravaDArya	mfn·1+2	a-stem	dur+avaDArya	compound:2_members;tri_gender_adj
duravasTita		adj.	duravasTita	mfn·1+2	a-stem	dur+avasTita	compound:2_members;tri_gender_adj
durAdfzwi		adj.	durAdfzwi	mfn·3+2	i-stem	dur+Adfzwi	compound:2_members;tri_gender_adj
durAmoda		m.	durAmoda	m·1+2	a-stem	dur+Amoda	compound:2_members
durAloka		f.	durAloka	f·1+2	a-stem	dur+Aloka	compound:2_members
durAvAsin		adj.	durAvAsin	mfn·8i+2	consonant-stem	dur+AvAsin	compound:2_members;tri_gender_adj
durASaya	2	adj.	durASaya	mfn·1+2	a-stem	dur+ASaya	compound:2_members;tri_gender_adj
durASis		adj.	durASis	mfn·8s+2	consonant-stem	dur+ASis	compound:2_members;tri_gender_adj
durIha		adj.	durIha	mfn·1+2	a-stem	dur+Iha	compound:2_members;tri_gender_adj
durupapAda		adj.	durupapAda	mfn·1+2	a-stem	dur+upapAda	compound:2_members;tri_gender_adj
durokaSocis		adj.	duro/kaSocis	mfn·8sa+2	consonant-stem	dur+okaSocis	compound:2_members;tri_gender_adj
durgati		adj.	durgati	mfn·3+2	i-stem	dur+gati	compound:2_members;tri_gender_adj
durgapiSAca		m.	durgapiSAca	m·1+2	a-stem	durga+piSAca	compound:2_members
durgamASuboDinI		f.	durgamASuboDinI	f·4+2	ī-stem	dur+gamASuboDinI	compound:2_members
durgamya		adj.	durgamya	mfn·1+2	a-stem	dur+gamya	compound:2_members;tri_gender_adj
durgavftti		f.	durgavftti	f·3+2	i-stem	durga+vftti	compound:2_members
durgAkuRqa		n.	durgAkuRqa	n·1+2	a-stem	durgA+kuRqa	compound:2_members
durgArAma		m.	durgArAma	m·1	a-stem		
durgAvatI		f.	durgAvatI	f·4+2	ī-stem	durgA+vatI	compound:2_members
durgAzwamI		f.	durgAzwamI	f·4	ī-stem		
durjana		adj.	durjana	mfn·1+2	a-stem	dur+jana	compound:2_members;tri_gender_adj
durjanamalla		m.	durjanamalla	m·1+3	a-stem	dur+jana+malla	compound:3_members
durjeya		adj.	durjeya	mfn·1+2	a-stem	dur+jeya	compound:2_members;tri_gender_adj
durjYAna		adj.	durjYAna	mfn·1+2	a-stem	dur+jYAna	compound:2_members;tri_gender_adj
durdyUta		n.	durdyUta	n·1+2	a-stem	dur+dyUta	compound:2_members
durDara		f.	durDara	f·1+2	a-stem	dur+Dara	compound:2_members
durnazwa		adj.	durnazwa	mfn·1	a-stem		tri_gender_adj
durnirIkzaRa		adj.	durnirIkzaRa	mfn·1+2	a-stem	dur+nirIkzaRa	compound:2_members;tri_gender_adj
durnirUpa		adj.	durnirUpa	mfn·1	a-stem		tri_gender_adj
durnizprapatana		adj.	durnizprapatana	mfn·1+2	a-stem	dur+nizprapatana	compound:2_members;tri_gender_adj
durbalita		adj.	durbalita	mfn·1+2	a-stem	dur+balita	compound:2_members;tri_gender_adj
durBaRa		adj.	durBaRa	mfn·1+2	a-stem	dur+BaRa	compound:2_members;tri_gender_adj
durBartar		m.	durBartar	m·8√	consonant-stem		
durBAryA		f.	durBAryA	f·2+2	ā-stem	dur+BAryA	compound:2_members;ā_stem_f(§364)
durBAza		m.	durBAza	m·1+2	a-stem	dur+BAza	compound:2_members
durBikza		m.	durBikza	m·1+2	a-stem	dur+Bikza	compound:2_members
durBeda		f.	durBeda	f·1+2	a-stem	dur+Beda	compound:2_members
durmanaska		adj.	durmanaska	mfn·1+2	a-stem	dur+manaska	compound:2_members;tri_gender_adj
durmantrin		m.	durmantrin	m·8i+2	consonant-stem	dur+mantrin	compound:2_members
durmaraRa		n.	durmaraRa	n·1+2	a-stem	dur+maraRa	compound:2_members
durmaryAda		adj.	durmaryAda	mfn·1+2	a-stem	dur+maryAda	compound:2_members;tri_gender_adj
durvaca		n.	durvaca	n·1+2	a-stem	dur+vaca	compound:2_members
durvacaka		adj.	durvacaka	mfn·1+2	a-stem	dur+vacaka	compound:2_members;tri_gender_adj
durvaRij		m.	durvaRij	m·8√+2	consonant-stem	dur+vaRij	compound:2_members
durvarRa		m.	durvarRa	m·1+2	a-stem	dur+varRa	compound:2_members
durvasa		adj.	durvasa	mfn·1+2	a-stem	dur+vasa	compound:2_members;tri_gender_adj
durvAcakayoga		m.	durvAcakayoga	m·1+2	a-stem	dur+vAcakayoga	compound:2_members
durvAcya		n.	durvAcya	n·1+2	a-stem	dur+vAcya	compound:2_members
durvAta		m.	durvAta	m·1+2	a-stem	dur+vAta	compound:2_members
durvAsasa		adj.	durvAsasa	mfn·1	a-stem		tri_gender_adj
durvimarSa		adj.	durvimarSa	mfn·1+2	a-stem	dur+vimarSa	compound:2_members;tri_gender_adj
durvftta	2	f.	durvftta	f·1+2	a-stem	dur+vftta	compound:2_members
durvEra		adj.	durvEra	mfn·1+2	a-stem	dur+vEra	compound:2_members;tri_gender_adj
durvyasana		n.	durvyasana	n·1+2	a-stem	dur+vyasana	compound:2_members
duvasyu		m.	duvasyu	m·5	u-stem		
duScarita		adj.	duScarita	mfn·1+2	a-stem	duS+carita	compound:2_members;tri_gender_adj
duScintita		n.	duScintita	n·1+2	a-stem	duS+cintita	compound:2_members
duScetas		adj.	duScetas	mfn·8s	consonant-stem		tri_gender_adj
duScezwA		f.	duScezwA	f·2+2	ā-stem	duS+cezwA	compound:2_members;ā_stem_f(§364)
duHSikzita		adj.	duHSikzita	mfn·1+2	a-stem	duH+Sikzita	compound:2_members;tri_gender_adj
duHSizya		m.	duHSizya	m·1+2	a-stem	duH+Sizya	compound:2_members
duHSIla		f.	duHSIla	f·1+2	a-stem	duH+SIla	compound:2_members
duHSrava		adj.	duHSrava	mfn·1+2	a-stem	duH+Srava	compound:2_members;tri_gender_adj
duzkanta		m.	duzkanta	m·1	a-stem		
duzkIrti		f.	duzkIrti	f·3+2	i-stem	duz+kIrti	compound:2_members
duzkrama		adj.	duzkrama	mfn·1+2	a-stem	duz+krama	compound:2_members;tri_gender_adj
duzwanASinI		f.	duzwanASinI	f·4+2	ī-stem	duzwa+nASinI	compound:2_members
duzwabudDi		adj.	duzwabudDi	mfn·3+2	i-stem	duzwa+budDi	compound:2_members;tri_gender_adj
duzwalANgala		n.	duzwalANgala	n·1+2	a-stem	duzwa+lANgala	compound:2_members
duzwAtura		m.	duzwAtura	m·1	a-stem		
duzpraja		adj.	duzpraja	mfn·1+2	a-stem	duz+praja	compound:2_members;tri_gender_adj
duzprekza		adj.	duzprekza	mfn·1+2	a-stem	duz+prekza	compound:2_members;tri_gender_adj
dustarkya		adj.	dustarkya	mfn·1+2	a-stem	dus+tarkya	compound:2_members;tri_gender_adj
duHsaciva		m.	duHsaciva	m·1	a-stem		
duHsamarTa		adj.	duHsamarTa	mfn·1+2	a-stem	duH+samarTa	compound:2_members;tri_gender_adj
duHsarpa		m.	duHsarpa	m·1+2	a-stem	duH+sarpa	compound:2_members
duHsTiti		f.	duHsTiti	f·3+2	i-stem	duH+sTiti	compound:2_members
dUtANgada		m.	dUtANgada	m·1	a-stem		
dUrepaSyA		f.	dUrepaSyA/	f·2b+2	ā-stem	dUre+paSyA	compound:2_members;ā_stem_f(§364)
dUrvAgaRapativrata		n.	dUrvAgaRapativrata	n·1+2	a-stem	dUrvA+gaRapativrata	compound:2_members
dUrvAvrata		n.	dUrvAvrata	n·1+2	a-stem	dUrvA+vrata	compound:2_members
dUzaRatA		f.	dUzaRatA	f·2+2	ā-stem	dUzaRa+tA	compound:2_members;ā_stem_f(§364)
dUzita		n.	dUzita	n·1	a-stem		
dUzitASva		m.	dUzitASva	m·1	a-stem		
dfgala		n.	dfgala	n·1	a-stem		
dfggola		m.	dfggola	m·1+2	a-stem	dfg+gola	compound:2_members
dfQabala		m.	dfQabala	m·1+2	a-stem	dfQa+bala	compound:2_members
dfQabudDi		m.	dfQabudDi	m·3+2	i-stem	dfQa+budDi	compound:2_members
dfQamuzwi		m.	dfQamuzwi	m·3+2	i-stem	dfQa+muzwi	compound:2_members
dfQavrata		adj.	dfQavrata	mfn·1+2	a-stem	dfQa+vrata	compound:2_members;tri_gender_adj
dfti		f.	dfti	f·3	i-stem		
dfSimant		adj.	dfSimant	mfn·8t*	consonant-stem		tri_gender_adj
dfSIku		m.	dfSIku/	m·5b	u-stem		
dfSya		n.	dfSya	n·1	a-stem		
dfzwarUpA		f.	dfzwarUpA	f·2+2	ā-stem	dfzwa+rUpA	compound:2_members;ā_stem_f(§364)
dfzwAdfzwa		n.	dfzwAdfzwa	n·1	a-stem		
dfzwipUtanA		f.	dfzwipUtanA	f·2+2	ā-stem	dfzwi+pUtanA	compound:2_members;ā_stem_f(§364)
dfzwimArga		m.	dfzwimArga	m·1+2	a-stem	dfzwi+mArga	compound:2_members
dfzwiroga		m.	dfzwiroga	m·1+2	a-stem	dfzwi+roga	compound:2_members
deya		n.	deya	n·1	a-stem		
deva	1	m.	deva	m·1	a-stem		
devakamalapura		n.	devakamalapura	n·1+2	a-stem	deva+kamalapura	compound:2_members
devakilbiza		n.	devakilbiza	n·1+2	a-stem	deva+kilbiza	compound:2_members
devagranTa		m.	devagranTa	m·1+2	a-stem	deva+granTa	compound:2_members
devaGoza		m.	devaGoza	m·1+2	a-stem	deva+Goza	compound:2_members
devacandra		m.	devacandra	m·1+2	a-stem	deva+candra	compound:2_members
devajaya		m.	devajaya	m·1+2	a-stem	deva+jaya	compound:2_members
devajUti		m.	de/vajUti	m·3a+2	i-stem	deva+jUti	compound:2_members
