slp1	hom	sense_id	gloss_de	ls_loci
AsyA		2	2〉 Aufenthalt AK. 3,3,21 . H. 1498 . an. 2,345 . MED. y. 5 . Vgl. 6	AK. 3,3,21;H. 1498;H an. 2,345;MED. y. 5
AsyA		3	3〉 Zustand: H. 1497 . Vgl. 7	H. 1497
Asya		1	1〉 Mund, Maul, Rachen NIR. 1,9 . AK. 2,6,2,40 . H. 572 . 1237 . H. an. 2,345 . MED. y. 5 . ṚV. 1,38,14 . 61,3 . 5,12,1 . 7,15,1 . 102,3 . 1,162,8 . 2,1,13 . 10,39,13 . VS. 2,11 . AV. 6,56,3 . 139,2 . 	NIR. 1,9;AK. 2,6,2,40;H. 572;H 1237;H. an. 2,345;MED. y. 5;ṚV. 1,38,14;ṚV. 1, 61,3;ṚV 5,12,1;ṚV 7,15,1;ṚV. 7, 102,3;ṚV 1,162,8;ṚV 2,1,13;ṚV 10,39,13;VS. 2,11;AV. 6,56,3;AV. 6, 139,2;AV. 6,56, 4;AV 7,56,8;AV. 7, 70,4;AV 6,76,2;AV 9,8,3;ŚAT. BR. 11,1,6,7;ŚAT. BR 12,7,3,20;ŚAT. BR 14,4,1,9;BṚH. ĀR. UP. 1,3,8;KĀTY. ŚR. 6,3,31;KĀTY. ŚR 15,5,22;CHĀND. UP. 5,18,2;P. 1,3,20;M. 1,94;M. 1, 95;M 4,117;M 5,130;M. 5, 141;M 8,271;INDR. 1,6;N. 12,13;MBH. 3,1566;R. 3,73,19;SUŚR. 1,100,8;SUŚR. 1, 115,11;SUŚR. 1, 156,14;SUŚR. 1, 210,20;MBH. 2,2178;R. 3,61,19;R 5,17,29;ŚṚṄGĀRAT. 1;YĀJÑ. 3,199
Asya		2	2〉 ein Theil des Mundes, insofern er bei der Aussprache eines Lautes betheiligt ist; das Organ, mit dem ein Laut ausgesprochen wird: VS. PRĀT. 1,43 . P. 1,1,9 . (Kehle, Gaumen, Kopf, Zähne, Lippen, Na	VS. PRĀT. 1,43;P. 1,1,9;PAÑCAT. V, 44;KĀŚ;P. 1,1,9;H. an. 3,245;MED. y. 5
Asya		3	3〉 Mündung, Oeffnung, z. B. einer Wunde SUŚR. 2,7,18 . — Vgl. 3. und	SUŚR. 2,7,18
Asya		1	1〉 Z. 10 stelle ŚṚṄGĀRAT. 1 (= Spr. 1970 ) in die folgende Zeile nach 3,199. — Vgl	ŚṚṄGĀRAT. 1;Spr. 1970
At		1b	adv	
At		1	1〉 darauf, dann, da: ṚV. 1,148,4 . 164,47 . 127,5 . 148,4 . 7,64,3 . 8,52,5 . Besonders häufig im Nachsatz nach und oft verstärkt durch eine der Partikeln . 1,115,4 . 8,21,14 . 1,32,4 . 51,4 . 87,5 . 	ṚV. 1,148,4;ṚV 164,47;ṚV 127,5;ṚV 148,4;ṚV 7,64,3;ṚV 8,52,5;ṚV 1,115,4;ṚV 8,21,14;ṚV 1,32,4;ṚV. 1, 51,4;ṚV. 1, 87,5;ṚV. 1, 140,5;ṚV 8,82,15;AV. 10,10,10;NIR. 6,8
At		2	2〉 einfach anreihend: dann, ferner, auch, und: ṚV. 7,66,11 . 1,18,8 . 71,3 . 116,10 . 10,82,2 . AV. 3,21,10 . 4,3,3 . 4 . 9,8 . 20,1 . 7,70,2 . 10,9,8	ṚV. 7,66,11;ṚV 1,18,8;ṚV. 1, 71,3;ṚV. 1, 116,10;ṚV 10,82,2;AV. 3,21,10;AV 4,3,3;AV. 4,3, 4;AV. 4, 9,8;AV. 4, 20,1;AV 7,70,2;AV 10,9,8
At		3	3〉 am schwächsten erscheint die Bedeutung, wenn das Wort am Anfange eines demonstrativen Nachsatzes steht nur um diesen deutlich hervorzuheben: der sich allein für unwiderstehlich hielt, dem erstand e	ṚV. 5,52,3;ṚV 1,67,8
At		4	4〉 nach einem Fragewort: (wie) dann, (wie, ob) doch; wie sonst häufig u. s. w. : ṚV. 1,33,1 . 4,23,6 . 30,7	ṚV. 1,33,1;ṚV 4,23,6;ṚV. 4, 30,7
AtAra		1	1〉 das Anlanden Ind. St. 2,41	Ind. St. 2,41
AtAra		2	2〉 = ŚABDAR. _im_ ŚKDR	ŚABDAR;ŚKDR
AtaNka		1	1〉 körperliches Leiden AK. 3,4,10 . H. 462 . an. 3,8 . MED. k. 49 . SUŚR. 1,30,15 . 81,5 . 89,13 . YĀJÑ. 3,245 . Fieber RĀJAN. _im_ ŚKDR. Titel eines medic. Werkes Z. d. d. m. G. 2,338 ( No. 143 )	AK. 3,4,10;H. 462;H an. 3,8;MED. k. 49;SUŚR. 1,30,15;SUŚR. 1, 81,5;SUŚR. 1, 89,13;YĀJÑ. 3,245;RĀJAN;ŚKDR;Z. d. d. m. G. 2,338;Z. d. d. m. G. 2, No. 143
AtaNka		2	2〉 Leiden der Seele, Unruhe, Besorgniss, Furcht AK. H. 301 . H. an. MED. VIKR. 41,20 . SĀH. D. 71,2 . PRAB. 43,5 . adv. ad. ŚĀK. 14 . MBH. 2,1944 . RAGH. 1,63 . DEV. 12,30 . f. MBH. 2,285 (kann auch z	AK;H. 301;H. an;MED;VIKR. 41,20;SĀH. D. 71,2;PRAB. 43,5;ŚĀK. 14;MBH. 2,1944;RAGH. 1,63;DEV. 12,30;MBH. 2,285
AtaNka		2a	a〉 Pein ( )	
AtaNka		2b	b〉 Furcht	
AtaNka		3	3〉 der Laut einer Trommel H. an. MED	H. an;MED
AtaNka		1	¦ vgl	
AtaNka		2	2〉 Furcht vor dem Tode (das vorangehende ist als Correlativ zu aufzufassen) HEM. YOGAŚ. 4,60	HEM;YOGAŚ. 4,60
AtaYcana		1	1〉 Mittel zum Gerinnen, coagulum, Lab. — [Page1-0616]	
AtaYcana		2	2〉 geronnene Milch; die sich darin absondernde Flüssigkeit, Zieger: ( ) TS. 2,5,3,5 . ŚAT. BR. 3,3,3,2 . 11,1,4,1 . KĀTY. ŚR. 7,8,8 . 25,4,38 . Nach den Lexicographen:	TS. 2,5,3,5;ŚAT. BR. 3,3,3,2;ŚAT. BR 11,1,4,1;KĀTY. ŚR. 7,8,8;KĀTY. ŚR 25,4,38
AtaYcana		2a	a〉 = AK. 3,4,118 . H. an. 4,160 . MED. n. 166 . SVĀMIN erklärt: das Bestreuen von geschmolzenem Golde u. s. w. mit einer andern Substanz (zum Oxydiren); SĀRAS. : das dazu geeignete Pulver; SUBHŪTI : d	AK. 3,4,118;H. an. 4,160;MED. n. 166;SVĀMIN;SĀRAS;SUBHŪTI;RĀYAM
AtaYcana		2b	b〉 Eile ( ) AK. H. an. in MED. ist wohl nur Druckfehler für =	AK;H. an;MED
AtaYcana		2c	c〉 das Fettmachen ( ) AK. H. an. MED	AK;H. an;MED
AtaYcana		2d	d〉 das Befördern H. an	H. an
AtarpaRa		1	1〉 Befriedigung ( ) MED. ṇ. 91	MED. ṇ. 91
AtarpaRa		2	2〉 das Anstreichen von Mauern u. s. w. bei Festlichkeiten ( ) MED	MED
AtarpaRa		2	2〉 TRIK. 2,9,13	TRIK. 2,9,13
AtiTeya	1	1	1〉 adj. f. für einen Gast bestimmt, gastlich, gastfreundschaftlich P. 4,4,104 . AK. 2,7,33 . M. 3,18 . ŚĀK. 7,11 . RAGH. 12,25 . 5,2 . KUMĀRAS. 5,31	P. 4,4,104;AK. 2,7,33;M. 3,18;ŚĀK. 7,11;RAGH. 12,25;RAGH 5,2;KUMĀRAS. 5,31
AtiTeya	1	2	2〉 f. gastfreundliche Aufnahme H. 499 (nach den Sch. auch n. )	H. 499
AtiTeya	1	1	1〉 gastfreundschaftlich KATHĀS. 72,376 . 86,30 . 87,51	KATHĀS. 72,376;KATHĀS 86,30;KATHĀS 87,51
AtiTeya	1	3	3〉 n. Gastfreundschaft, gastfreundliche Aufnahme HALĀY. 2,204 . Hierher gehört M. 3,18	HALĀY. 2,204;M. 3,18
AtiTya	1	1	1〉 adj. für einen Gast bestimmt, gastlich P. 5,4,26 . AK. 2,7,33 . H. an. 3,482 . MED. y. 72 . AIT. BR. 1,15 . , näml. , KĀTY. ŚR. 2,7,15 . 17 . 4,5,10	P. 5,4,26;AK. 2,7,33;H. an. 3,482;MED. y. 72;AIT. BR. 1,15;KĀTY. ŚR. 2,7,15;KĀTY. ŚR. 2,7, 17;KĀTY. ŚR 4,5,10
AtiTya	1	2	2〉 m. Gast H. 499 , Sch. H. an. MED	H. 499;H. an;MED
AtmADIna		1	1〉 ( viell. auf die Seele bezüglich, [Page1-0626] oder ist etwa ein lebendes Wesen zu lesen?)	
AtmADIna		2	2〉 Sohn	
AtmADIna		3	3〉 Bruder der Frau	
AtmADIna		4	4〉 Narr im Drama H. an. 4,161 . — Vgl. und	H. an. 4,161
AtmArAma		1	1〉 adj. im eigenen Selbst Freude findend Spr. 3313 . BHĀG. P. 10,73,23 . 83,39	Spr. 3313;BHĀG. P. 10,73,23;BHĀG. P. 10, 83,39
AtmArAma		2	2〉 m. N. pr. eines Autors Verz. d. Oxf. H. 233,b, No. 566	Verz. d. Oxf. H. 233,b, No. 566
AtmaBAva		1	1〉 das Sein, das Dasein der Seele ŚVETĀŚV. UP. 1,2	ŚVETĀŚV. UP. 1,2
AtmaBAva		2	2〉 das Selbst, die eigene Person BURN. Lot. de la b. l. 411	BURN;Lot. de la b. l. 411
AtmaBAva		3	3〉 Körper ibid	
AtmaBAva		2	2〉 Spr. 4054	Spr. 4054
AtmaBU		1	1〉 Brahman ʼs AK. 1,1,1,11 . TRIK. 3,3,284 . H. 213 . an. 3,451 . MED. bh. 11 . ŚĀK. 186 . KUMĀRAS. 2,53	AK. 1,1,1,11;TRIK. 3,3,284;H. 213;H an. 3,451;MED. bh. 11;ŚĀK. 186;KUMĀRAS. 2,53
AtmaBU		2	2〉 Viṣṇu ʼs H. 217 . ŚABDAR. _im_ ŚKDR. RAGH. 10,21	H. 217;ŚABDAR;ŚKDR;RAGH. 10,21
AtmaBU		3	3〉 Śiva ʼs ŚABDAR. ŚĀK. 194 . ŚIV	ŚABDAR;ŚĀK. 194;ŚIV
AtmaBU		4	4〉 des Liebesgottes AK. 1,1,1,21 . TRIK. 3,3,284 . H. 229 , Sch. H. an. MED	AK. 1,1,1,21;TRIK. 3,3,284;H. 229;H. an;MED
AtmaBU		4	4〉 als Bez. des Liebesgottes ( BHĀG. P. 11,26,14 ) so v. a. im Herzen entstehend; vgl	BHĀG. P. 11,26,14
AtmaGoza		1	1〉 Krähe AK. 2,5,20 . H. 1322 . HĀR. 84	AK. 2,5,20;H. 1322;HĀR. 84
AtmaGoza		2	2〉 Hahn ŚABDAC. _im_ ŚKDR	ŚABDAC;ŚKDR
Atmagati		1	1〉 das Leben des Geistes NIR. 3,12 . 12,38	NIR. 3,12;NIR 12,38
Atmagati		2	2〉 der Gang des eigenen Selbst: von selbst, ohne Zuthun eines Andern ŚĀK. 104,14	ŚĀK. 104,14
Atmahan		1	1〉 adj	
Atmahan		1a	a〉 der seine Seele tödtet, nicht an die Wohlfahrt der Seele denkt ĪŚOP. 3	ĪŚOP. 3
Atmahan		1b	b〉 der sich umʼs Leben bringt, ein Selbstmörder MBH. 1,6839	MBH. 1,6839
Atmahan		2	2〉 m. Aufseher eines Heiligthums ŚABDAR. _im_ ŚKDR	ŚABDAR;ŚKDR
Atmahan		1	1〉	
Atmahan		1a	a〉 BHĀG. P. 11,20,17	BHĀG. P. 11,20,17
Atmaja		1	1〉 m. Sohn (aus dem Selbst des Vaters entstanden) AK. 2,6,1,27 . H. 542 . NIR. 3,6 . M. 7,14 . INDR. 1,11 . R. 1,1,51 . 2,39,6 . HIT. 42,21 . KATHĀS. 19,69 . Nachkomme: wird Viśvāmitra genannt VIŚV. 7	AK. 2,6,1,27;H. 542;NIR. 3,6;M. 7,14;INDR. 1,11;R. 1,1,51;R 2,39,6;HIT. 42,21;KATHĀS. 19,69;VIŚV. 7,5;VIŚV 13,5;BRĀHMAṆ. 2,20;R. 2,39,29
Atmaja		2	2〉 f	
Atmaja		2a	a〉 Tochter AK. H. SĀV. 4,14 . N. 12,71 . R. 1,1,69 . 3,3,18 . 5,27,5 . ŚĀK. 14,13 . RAGH. 13,78 . KATHĀS. 25,290 . VID. 100	AK;H;SĀV. 4,14;N. 12,71;R. 1,1,69;R 3,3,18;R 5,27,5;ŚĀK. 14,13;RAGH. 13,78;KATHĀS. 25,290;VID. 100
Atmaja		2b	b〉 die Vernunft ( ) ŚABDAR. _im_ ŚKDR. — Vgl	ŚABDAR;ŚKDR
Atmaja		1	¦ adj. von selbst entstanden: (so die ed. Bomb. ) MBH. 12,12449	ed. Bomb;MBH. 12,12449
AtmakAma		1	1〉 sich selbst liebend, Eigenliebe besitzend R. 2,70,10	R. 2,70,10
AtmakAma		2	2〉 den Allgeist liebend ŚAT. BR. 14,7,1,21 . 2,8 = BṚH. ĀR. UP. 4,3,21 . 4,6	ŚAT. BR. 14,7,1,21;ŚAT. BR. 14,7, 2,8;BṚH. ĀR. UP. 4,3,21;BṚH. ĀR. UP. 4, 4,6
Atman		1	1〉 Hauch: ṚV. 10,92,13 . 34,7 . 7,87,2 . 10,168,4	ṚV. 10,92,13;ṚV. 10, 34,7;ṚV 7,87,2;ṚV 10,168,4
Atman		2	2〉 Seele, als Princip von Leben und Empfindung, im nächsten Gegensatz zum Leibe AK. 1,1,4,7 . 3,4,35 . 209 . TRIK. 1,1,114 . H. 1366 . an. 2,258 . MED. n. 38 . ṚV. 1,162,20 . AV. 1,18,3 . 7,57,1 . TS.	AK. 1,1,4,7;AK. 1, 3,4,35;AK. 1,1,4, 209;TRIK. 1,1,114;H. 1366;H an. 2,258;MED. n. 38;ṚV. 1,162,20;AV. 1,18,3;AV 7,57,1;TS. 1,1,10,12;ṚV. 1,164,4;ṚV 10,16,3;ṚV. 10, 107,7;ṚV 8,3,24;ṚV 1,149,3;AV. 5,9,7;AV. 5, 5,7;AV 6,53,2;AV 11,8,31;VS. 11,20;TS. 2,3,11,1;ŚAT. BR. 4,6,1,1;ŚAT. BR 14,3,2,5;ṚV. 1,115,1;ṚV 7,101,7;ṚV 9,6,8;ṚV. 9, 2,10;ŚAT. BR. 10,4,2,3;BHAG. 9,5;HIT. I, 151
Atman		3	3〉 das Selbst, die eigene Person; häufig für das pron. refl. : ṚV. 9,113,1 . 10,163,5 . SV. II, 5,2,8,5 . AV. 9,5,30 . 5,29,6 . 3,15,7 . 29,8 . 4,12,2 . 20,5 . AIT. BR. 2,3 . 6,35 . ŚAT. BR. 3,9,1,3 .	ṚV. 9,113,1;ṚV 10,163,5;SV. II, 5,2,8,5;AV. 9,5,30;AV 5,29,6;AV 3,15,7;AV. 3, 29,8;AV 4,12,2;AV. 4, 20,5;AIT. BR. 2,3;AIT. BR 6,35;ŚAT. BR. 3,9,1,3;ŚAT. BR 10,6,5,3;ŚAT. BR 14,9,4,26;KĀTY. ŚR. 2,6,14;TS. 5,1,9,6;ŚAT. BR. 3,1,3,27;ŚAT. BR 2,5,3,4;ŚAT. BR 4,5,4,5;ŚAT. BR 1,8,1,42;ŚAT. BR 3,1,4,6;ŚAT. BR 5,2,1,2;M. 4,254;M 9,45;M. 9, 130;M 10,28;M 8,84;SĀV. 7,14;BRĀHMAṆ. 3,11;N. 22,16;VET. 33,10;N. 11,11;N 12,64;BRĀHMAṆ. 1,32;ŚĀK. 19,1;ŚĀK 32,12;ŚĀK 66,18;N. 11,8;M. 7,213;M. 7, 170;N. 9,17;R. 1,1,74;ŚĀK. 25,4;ŚĀK 7,20;MĀLAV. 50;R. 1,66,22;RAGH. 10,61;M. 6,49;M 7,46;N. 2,7;RAGH. 3,35;M. 7,46;M. 1,14;DAŚ. 1,29;R. 3,20,2;RAGH. 1,79;RAGH. 1, 87;M. 7,57;M. 7, 76;N. 20,31;R. 1,7,17;R 2,64,28;MBH. 1,6086;KATHĀS. 18,275;M. 6,12;M. 6, 25;M. 6, 38;RAGH. 2,41;MBH. 1,2485;N. 6,11;N 18,8;M. 9,12;MBH. 3,10966;N. 19,8;R. 2,21,8;ŚĀK. 88;ŚĀK 98,9;RAGH. 1,88;M. 7,212;KATHĀS. 13,52;RAGH. 1,44;MBH. 2,1542;RAGH. 7,38;M. 9,2;ŚĀK. 151;ŚĀK 92;BRĀHMAṆ. 2,3;BRĀHMAṆ. 2,18;HIḌ. 4,14;P. 6,3,6;MBH. 17,25;R. 4,5,9;R 5,89,47;ŚĀK. 6,17;HIT. III, 37;KAIY;P. 6,3,5;M. 1,60;R. 1,9,64;M. 7,39;R. 1,2,24;M. 3,188;M 6,86;M 4,145;M. 4, 146;M 10,110;N. 23,23;N 21,25;R. 1,1,32;N. 20,25;MEGH. 44;RAGH. 1,68
Atman		4	4〉 Wesen, Natur, Eigenthümlichkeit AK. 3,4,112 . H. 1376 . an. 2,259 . MED. n. 38 . ṚV. 10,97,11 . SĀH. D. 6,18 . Besonders häufig am Ende von adj. compp. : dessen Wesen die That ist M. 1,22 . 53 . 5,	AK. 3,4,112;H. 1376;H an. 2,259;MED. n. 38;ṚV. 10,97,11;SĀH. D. 6,18;M. 1,22;M. 1, 53;M 5,3;M 12,2;R. 1,1,29;R. 1, 23,7;M. 7,27;M 2,2;BHAG. 4,40;MEGH. 41
Atman		5	5〉 die Person, die sich im Leib als Einheit darstellt; der Leib im Gegens. zu den Gliedern: VS. 19,92 . 93 . 12,4 . 20,7 . 10 . ŚAT. BR. 9,5,2,16 . 12,2,3,6 . 7,2,2,8 . 3,1,44	VS. 19,92;VS. 19, 93;VS 12,4;VS 20,7;VS. 19, 10;ŚAT. BR. 9,5,2,16;ŚAT. BR 12,2,3,6;ŚAT. BR 7,2,2,8;ŚAT. BR. 7, 3,1,44
Atman		6	6〉 Körper AK. 3,4,112 . H. an. 2,258 . MED. n. 39 . RAGH. 1,14 . KULL. erklärt ohne Noth durch Körper M. 12,12 :	AK. 3,4,112;H. an. 2,258;MED. n. 39;RAGH. 1,14;KULL;M. 12,12
Atman		7	7〉 Verstand, Intelligenz AK. 3,4,112 . TRIK. 3,3,230 . H. an. 2,258 . MED. n. 39 . von geringem Verstande N. 15,13 . 10,29	AK. 3,4,112;TRIK. 3,3,230;H. an. 2,258;MED. n. 39;N. 15,13;N 10,29
Atman		8	8〉 die Persönlichkeit in ausgezeichnetem Sinne, das höchste persönliche Lebensprincip, Weltseele, Allgeist ( u. s. w. , syn. mit ) AK. 3,4,112 . H. an. 2,258 . MED. n. 39 . [Page1-0623] AV. 10,8,44 . 	AK. 3,4,112;H. an. 2,258;MED. n. 39;AV. 10,8,44;VS. 32,11;ŚAT. BR. 14,5,5,15;BṚH. ĀR. UP. 2,5,15;ŚAT. BR. 14, 7,1,6;BṚH. ĀR. UP. 4,3,7;NIR. 7,4;NIR 14,1;M. 1,15;M 12,24;UPANIṢAD;Ind. St
Atman		9	9〉 Fürsorge ( ) AK. 3,4,112 . H. an. 2,258 . MED. n. 38	AK. 3,4,112;H. an. 2,258;MED. n. 38
Atman		10	10〉 Festigkeit AK. H. an. MED	AK;H. an;MED
Atman		11	11〉 Sonne	
Atman		12	12〉 Feuer	
Atman		13	13〉 Wind H. an	H. an
Atman		14	14〉 Sohn ŚABDAR. _im_ ŚKDR	ŚABDAR;ŚKDR
Atman		15	15〉 DHAR. _im_ ŚKDR. — In den ältern Schriften findet man das von nicht selten nach und gleich einem kurzen abgeworfen: ( Bed. 8.) KAṬHOP. 3,12 . DRAUP. 5,9 . MBH. 1,7537 . 2,2113 . 2521 . 3,12526 . 1	DHAR;ŚKDR;KAṬHOP. 3,12;DRAUP. 5,9;MBH. 1,7537;MBH 2,2113;MBH. 2, 2521;MBH 3,12526;MBH 1,4016;MBH. 1, 6713
Atman		3	3〉 als pron. reflex. stets im sg. ohne Rücksicht auf die Zahl des Subjects; auf Lebloses bezogen: SĀH. D. 12,12 . auf das grammatische, nicht auf das logische Subject bezogen: (= Schol. ) BHĀG. P. 9,8	SĀH. D. 12,12;BHĀG. P. 9,8,3
Atman		5	5〉 so v. a. Rumpf WEBER, Nax. 2,314 . Ind. St. 9,18 . 36	WEBER, Nax. 2,314;Ind. St. 9,18;Ind. St. 9, 36
Atman		6	6〉 Gold im Gewicht des eigenen Körpers WEBER, RĀMAT. UP. 356	WEBER, RĀMAT. UP. 356
Atman		16	16〉 abgekürzt so v. a. Verz. d. Oxf. H. 394,b,3	Verz. d. Oxf. H. 394,b,3
AtmanIna		1	1〉 adj. f. = P. 5,1,9 . 6,4,169 . VOP. 7,19 . 22 . dem Selbst zukommend, eigen: PRAB. 95,4 . Sch. 1: = , Sch. 2: =	P. 5,1,9;P 6,4,169;VOP. 7,19;VOP. 7, 22;PRAB. 95,4
AtmanIna		2	2〉 m	
AtmanIna		2a	a〉 Sohn	
AtmanIna		2b	b〉 ein lebendes Wesen ( )	
AtmanIna		2c	c〉 Bruder der Frau	
AtmanIna		2d	d〉 Narr im Drama ( , wohl wegen seines vertrauten Verhältnisses zum König) Ajaya im ŚKDR. — Vgl. und	ŚKDR
AtmanIna		1	1〉 der eigenen Person entsprechend BHAṬṬ. 2,48	BHAṬṬ. 2,48
AtmasAt		1	1〉 auf sich legen: YĀJÑ. 3,54 ; vgl. M. 6,25 :	YĀJÑ. 3,54;M. 6,25
AtmasAt		2	2〉 sich zu Eigen machen, an sich bringen, für sich gewinnen: MBH. 3,493 . 496 . R. 4,28,9 . BHARTṚ. 3,34 . RAGH. 8,2 . HIT. IV, 37	MBH. 3,493;MBH. 3, 496;R. 4,28,9;BHARTṚ. 3,34;RAGH. 8,2;HIT. IV, 37
AtmasAt		2	2〉 sich gleich machen: sich gleich macht so v. a. in Staub —, in Erde verwandelt KULL. _zu_ M. 8,251 . so v. a. in sich zurückziehend BHĀG. P. 12,4,4	KULL;M. 8,251;BHĀG. P. 12,4,4
AtmasaMBava		1	1〉 Sohn MBH. 1,6651 . R. 2,74,10 . 5,18,27 . 6,6,26 . 65,34 . RAGH. 3,21 . 11,57 . 17,8	MBH. 1,6651;R. 2,74,10;R 5,18,27;R 6,6,26;R. 6, 65,34;RAGH. 3,21;RAGH 11,57;RAGH 17,8
AtmasaMBava		2	2〉 f. Tochter R. 3,20,22 . — Vgl	R. 3,20,22
AtmavIra		1	1〉 ein mächtiger Mann, = H. an. 4,239 . = MED. r. 250	H. an. 4,239;MED. r. 250
AtmavIra		2	2〉 Sohn H. an	H. an
AtmavIra		3	3〉 Bruder der Frau H. an. MED	H. an;MED
AtmavIra		4	4〉 der Narr im Drama diess. — Vgl. und	
AtmayAjin		1	1〉 für sich selbst opfernd ŚAT. BR. 11,2,6,13	ŚAT. BR. 11,2,6,13
AtmayAjin		2	2〉 sich selbst zum Opfer bringend: M. 12,91	M. 12,91
Atmayoni		1	1〉 Brahman ʼs H. 6 . an. 4,162 . MED. n. 169 . ŚVETĀŚV. UP. 6,16 . ŚAṂK. :	H. 6;H an. 4,162;MED. n. 169;ŚVETĀŚV. UP. 6,16;ŚAṂK
Atmayoni		2	2〉 Śiva ʼs ŚIV	ŚIV
Atmayoni		3	3〉 des Liebesgottes H. 229 , Sch. an. 4,162 . MED. KUMĀRAS. 3,70	H. 229;H an. 4,162;MED;KUMĀRAS. 3,70
AtmodBava		1	1〉 m. Sohn RAGH. 18,11 . Vgl	RAGH. 18,11
AtmodBava		2	2〉 f. Glycine debilis Roxb. ( ), eine Fabacee, RĀJAN. _im_ ŚKDR	RĀJAN;ŚKDR
Atmya		1	1〉 einer Person angehörig, persönlich; s	
Atmya		2	2〉 am Ende eines comp. (das und das) Wesen habend: CHĀND. UP. 6,8,7 . ŚAṂK. hat st. dessen	CHĀND. UP. 6,8,7;ŚAṂK
Atmya		1	¦ Nebenform zu in einer Legende TBR. 3,2,8,11	TBR. 3,2,8,11
Atreya		1	1〉 adj. f. von Atri herrührend: (nämlich ṚV. 5,51,11. fgg. ) ĀŚV. GṚHY. 3,4 . COLEBR. Misc. Ess. I, 16, N. 74 . WEBER, Lit. 86 — 89 . Ind. St. 1,71 . 73 . 2,16 . 177	ṚV. 5,51,11. fgg;ĀŚV. GṚHY. 3,4;COLEBR. Misc. Ess. I, 16, N. 74;WEBER, Lit. 86;WEBER, Lit 89;Ind. St. 1,71;Ind. St. 1, 73;Ind. St 2,16;Ind. St. 2, 177
Atreya		2	2〉 m	
Atreya		2a	a〉 Abkömmling des Atri P. 4,1,122 , Sch. VOP. 7,1 . 5 . TRIK. 3,3,305 . H. an. 3,481 . MED. y. 73 . ŚAT. BR. 14,5,5,21 . 7,3,27 (= BṚH. ĀR. UP. 2,6,3 . 4,6,3 ). HARIV. 477 . 481 . COLEBR. Misc. Ess. I	P. 4,1,122;VOP. 7,1;VOP. 7, 5;TRIK. 3,3,305;H. an. 3,481;MED. y. 73;ŚAT. BR. 14,5,5,21;ŚAT. BR. 14, 7,3,27;BṚH. ĀR. UP. 2,6,3;BṚH. ĀR. UP 4,6,3;HARIV. 477;HARIV 481;COLEBR. Misc. Ess. I, 16;COLEBR. Misc. Ess. I, 296;COLEBR. Misc. Ess. I, II, 48;WEBER, Lit. 98;WEBER, Lit 148;WEBER, Lit 216;WEBER, Lit 218;WEBER, Lit 235;WEBER, Lit 237;Verz. d. B. H. 58;Verz. d. B. H. No 59;Verz. d. B. H. No 194;Verz. d. B. H. No 366;Verz. d. B. H. No 940;Verz. d. B. H. No 941;Verz. d. B. H. No 947;Verz. d. B. H. No 987;Verz. d. B. H. No 1006;Ind. St. 1,21;Ind. St. 1, 71;Ind. St. 1, 263;Ind. St 2,32;Ind. St 1,228;Ind. St. 1, 269;P. 4,1,117;P. 4,1,110;P. 2,4,65;MBH. 3,971;VP. 196
Atreya		2b	b〉 m. Bezeichnung eines Priesters, der mit dem Sadasya in nächster Beziehung steht: AIT. BR. 7,7 . ŚAT. BR. 4,3,4,21 . KĀTY. ŚR. 10,2,21 . Vielleicht wurde zu diesem Amte immer ein Abkömmling des Atri	AIT. BR. 7,7;ŚAT. BR. 4,3,4,21;KĀTY. ŚR. 10,2,21
Atreya		2c	c〉 ein Bein. Śiva ʼs ŚIV	ŚIV
Atreya		2d	d〉 m. Lymphe H. 620	H. 620
Atreya		3	3〉 f	
Atreya		3a	a〉 ein weiblicher Nachkomme des Atri P. 2,4,65	P. 2,4,65
Atreya		3b	b〉 ein menstruirendes Weib AK. 2,6,1,20 . TRIK. 3,3,305 . H. 535 . an. 3,481 . MED. y. 73 . ŚAT. BR. 1,4,5,13 . Nach SĀY. ein nach einer Fehlgeburt menstruirendes Weib (oder diejenige, bei welcher in 	AK. 2,6,1,20;TRIK. 3,3,305;H. 535;H an. 3,481;MED. y. 73;ŚAT. BR. 1,4,5,13;SĀY;M. 11,87;YĀJÑ. 3,251;KULL
Atreya		3c	c〉 N. pr. eines Flusses TRIK. 3,3,305 . H. an. 3,481 . MED. y. 73 . MBH. 2,374 . = Tistā (der letzte unmittelbare Zufluss der Gaṅgā aus Norden) LIA. I, 60, N. 1	TRIK. 3,3,305;H. an. 3,481;MED. y. 73;MBH. 2,374;LIA. I, 60, N. 1
Atreya		1	1〉 in ist adj. von 2,a〉; vgl. Ind. St. 3,396	Ind. St. 3,396
Atreya		2	2〉	
Atreya		2a	a〉 pl. als N. eines Volksstammes MBH. 6,376 = VP. 196	MBH. 6,376;VP. 196
Atreya		4	4〉 n. N. zweier Sāman Ind. St. 3,205,a	Ind. St. 3,205,a
AvAha		1	1〉 das Heirathen VYUTP. 219	VYUTP. 219
AvAha		2	2〉 N. pr. ein Sohn Śvaphalka ʼs HARIV. 1918 . 2085	HARIV. 1918;HARIV 2085
