k1	hom	homonym_precise	deriv_base	deriv_suffix	deriv_class	deriv_citation	panini_sutras	compound_members_pwg	compound_status	ganas	gana_sutras	gana_corroborated
manTya		1	manT	ya	относит./vṛddhi	TS. 6,3,5,2						
manda							P.1.1.10|P.4.1.4|P.7.2.28|P.51.97|P.110.40			BfSAdiH|svargAdiH	3.1.12|5.1.111	
mandaka		1	manda	ka	уменьш./собират.	MBH. 3,1394						
mandaga		1					P.57.29	manda + ga	agrees			
mandatA		1	manda	tA	абстракт	SUŚR. 1,336,8			index-only			
mandaDI							P.113.36		index-only			
mandaprajYa							P.1.16.10		index-only			
mandaBAgya	1						P.1.1.10|P.62.8		index-only			
mandaBAgya	2						P.1.1.10|P.62.8		index-only			
mandamati							P.1.1.10		index-only			
mandara							P.3.28.27|P.5.16|P.5.16.12|P.54.19					
mandarahariRa							P.5.19.30		index-only			
mandavAhinI							P.57.29		index-only			
mandAkinI							P.5.19.18|P.10.70.44|P.57.21					
mandAkza		1						manda + akza	pwg-new-fill			
mandAgni	1						P.15.39					
mandAgni	2						P.15.39					
mandAyus							P.1.16.10					
mandAra							P.3.15.19|P.63.14			pragadyAdiH	4.2.80	
mandAraka		1	mandAra	ka	уменьш./собират.	PAÑCAR. 1,6,22						
mandAritA		1	mandAri	tA	абстракт	NALOD. 2,22		manda + ari	pwg-new-fill			
mandiman							P.5.1.122					
mandira							P.9.4.18|P.16.53					
mandodarI		1					P.9.10.24	manda + udara	pwg-new-fill			
mandra										CatrAdiH	4.4.62	
manmaTa							P.10.32.2					
manmaTin		1	manmaTa	in	поссессив	WILSON						
manya							P.3.2.83|P.6.3.68					
manyA							P.3.3.99					
manyu							P.3.14.34|P.9.21.1					
manyumaya							P.4.17.28		index-only			
manvantara							P.6.1.3|P.7.10|P.7.10.10		index-only			
manvidDa		1						manu + idDa	differs			
mamaka							P.4.3.3					
mamakAra		1						mama + kAra	agrees			
mamakftya		1						mama + kftya	agrees			
mamatA		1	mama	tA	абстракт	MBH. 12,380	P.2.4.2|P.9.20.37|P.12.2.43|P.43.57		index-only			
mamatva							P.4.27.10|P.23.82|P.118.42		index-only			
maya	1						P.1.15.8|P.4.3|P.4.3.82|P.5.24|P.68.8					
maya	2						P.1.15.8|P.4.3|P.4.3.82|P.5.24|P.68.8					
mayagrAma		1						maya + grAma	agrees			
mayaskara		1						mayas + kara	agrees			
mayivasu		1						ma + vasu	pwg-new-fill			
mayUKin		1	mayUKa	in	поссессив	MBH. 7,8141						
mayUra							P.1.2.67|P.4.2.44|P.6.3.109|P.55.13			kukkuwyAdiH	6.3.42	
mayUraka		1	mayUra	ka	уменьш./собират.	VIŚVA						
mayUrakarRa							P.2.4.69|P.4.1.112		index-only	SivAdiH|upakAdiH	2.4.69|4.1.112	1
mayUravyaMsaka							P.2.1.72		index-only	mayUravyaMsakAdiH	2.1.72	1
mayUrikAbanDa							P.2.4.42					
mayUreSa		1						mayUra + ISa	pwg-new-fill			
mayoBava		1						mayas + Bava	differs			
mayoBU		1						mayas + BU	differs			
mar	1						P.1.3.61|P.3.1.7|P.3.1.59|P.3.1.85|P.3.29.45|P.4.13.41|P.5.10.8|P.6.18.71|P.7.1.102|P.9.8.3|P.9.14.36|P.105.13|P.105.14|P.110.17					
mara							P.3.1.134			pacAdiH	3.1.134	1
maraka							P.58.51					
marakata							P.4.25.15					
marakatamaya		1	marakata	maya	материал	ŚIŚ. 4,56			index-only			
maraRa							P.4.24.56|P.16.43					
maraRAtmaka		1						maraRa + Atman	pwg-new-fill			
maraRAnta		1						maraRa + anta	pwg-new-fill			
marAlaka		1	marAla	ka	уменьш./собират.	RĀJAN.						
marica							P.5.1.77					
marIci							P.3.12|P.3.12.22|P.5.15.13|P.52.19|P.104.3|P.109.63					
marIcika		1	marIci	ika	относит./vṛddhi	BURN. Intr. 271						
marIcitoya							P.5.14.10		index-only			
marIcin		1	marIci	in	поссессив	MBH. 5,1335						
marImfja							P.1.1.4					
maru							P.9.12.5|P.9.13|P.9.13.15|P.10.71.21|P.12.2.37|P.40.3					
maruja		1						maru + ja	agrees			
marut							P.1.4.57|P.3.32.10|P.5.3.117|P.6.18.18|P.10.87.23|P.40.3|P.128.33			maDvAdiH|parSvAdiH|prajYAdiH|vimuktAdiH|yavAdiH	4.2.86|5.2.61|5.3.117|5.4.38|8.2.9	1
marutta							P.5.2.122|P.9.2.26|P.9.23.17|P.27.16|P.128.36					
maruttama		1	marut	tama	сравнение	ṚV. 1,182,2			index-only			
marutpati							P.3.19.25		index-only			
marutvatIya							P.4.2.32|P.8.3.1		index-only			
marutvatya							P.4.2.32		index-only			
marutvant							P.4.2.86|P.6.6|P.6.6.4|P.6.6.8|P.8.2.10					
marutsuta							P.9.10.19		index-only			
marudizwa		1						marut + izwa	differs			
marudeva		1					P.9.12.11	marut + eva	differs			
marudeSa		1						maru + deSa	agrees			
marudgaRa	1	1						marut + gaRa	differs			
marudgaRa	2							marut + gaRa	differs			
marudDvaja		1						marut + Dvaja	differs			
marudbadDa		1						marut + badDa	differs			
marudraTa		1						marut + raTa	differs			
marudruma		1						maru + druma	agrees			
marudvAha		1						marut + vAha	differs			
marudvipa		1						maru + dvipa	agrees			
marudvfdDA							P.5.19.18		index-only			
marudvfDa		1					P.6.2.106	marut + vfDa	differs			
marudvega		1						marut + vega	differs			
maruDanva							P.1.10.35		index-only			
maruDanvan							P.6.8.36|P.49.35|P.63.13		index-only			
maruDara		1						maru + Dara	agrees			
marunnAma		1						marut + nAman	differs			
marupaTa		1						maru + paTa	agrees			
marupriya		1						maru + priya	agrees			
maruBU		1						maru + BU	agrees			
marulloka		1						marut + loka	differs			
marusTala		1						maru + sTala	agrees			
marusTA		1						maru + sTA	agrees			
marUdBavA		1						maru + udBava	pwg-new-fill			
marka	1						P.1.1.58|P.3.21.44|P.10.8.29					
marka	2						P.1.1.58|P.3.21.44|P.10.8.29					
marka	3						P.1.1.58|P.3.21.44|P.10.8.29					
markawa							P.4.2.12					
markawaka		1	markawa	ka	уменьш./собират.	MED. k. 207	P.32.11					
martavya		1	mar	tavya	герундивообразный	M. 2,113						
martya							P.1.1.20|P.3.33.32|P.5.4.30|P.5.4.36					
martyatA		1	martya	tA	абстракт	MBH. 3,519			index-only			
martyatrA							P.5.4.56		index-only			
martyaloka							P.3.4.26		index-only			
marda							P.1.14.17					
mardana							P.3.3.116|P.3.4.2|P.3.26|P.8.11.10					
marmakIla		1						marman + kIla	differs			
marmaga		1						marman + ga	differs			
marmaGna		1						marman + Gna	pwg-new-fill			
marmacCid		1						marman + Cid	differs			
marmacCeda		1						marman + Ceda	differs			
marmajYa		1						marman + jYa	differs			
marman							P.3.4.1					
marmaBeda		1					P.50.70	marman + Beda	differs			
marmaraka		1	marmara	ka	уменьш./собират.	SUŚR. 1,55,1						
marmarAja		1						marman + rAja	differs			
marmavid		1						marman + vid	differs			
marmaspfS		1						marman + spfS	differs			
marmAviD		1					P.6.3.116	marman + viD	pwg-new-fill			
marmAvin							P.5.2.122					
marya							P.3.1.123					
maryaka		1	marya	ka	уменьш./собират.	ṚV. 5,2,5						
maryaSrI		1						marya + SrI	agrees			
maryAdA							P.1.1.14|P.1.4.89					
maryAdAgiri							P.5.16|P.5.16.6		index-only			
maryAdAcala							P.5.20.30					
maryAdAparvata							P.54.26		index-only			
maryAdin		1	maryAdA	in	поссессив	NIR. 4,2						
marSana							P.3.32.34					
marzaRa							P.4.7.61					
marzin							P.3.1.37					
mala	1						P.4.21.31					
mala	2						P.4.21.31					
malaka							P.57.33					
malakozWaka		1						mala + kozWa	differs			
malaGna		1						mala + Gna	agrees			
malaja		1						mala + ja	agrees			
malatva		1	mala	tva	абстракт	RAGH. 14,40			index-only			
malapaNkin		1					P.129.34	mala + paNka	differs			
malapU		1						mala + pU	agrees			
malaBuj		1						mala + Buj	agrees			
malamAsa		1						mala + mAsa	agrees			
malaya							P.5.4.10|P.5.19.16|P.57.10					
malayaDvaja							P.4.28|P.4.28.29		index-only			
malayAdri							P.57.28					
malahA		1						mala + ha	differs			
malABa		1						mala + ABA	pwg-new-fill			
malina							P.5.2.114			saNkASAdiH	4.2.80	
malinatA		1	malina	tA	абстракт	SĀH. D. 172			index-only			
malinAmbu		1						malina + ambu	pwg-new-fill			
malinAsya		1						malina + Asya	pwg-new-fill			
malImasa							P.5.2.114					
malla							P.2.7.34|P.4.2.75|P.5.3.114|P.57.44			saNkalAdiH	4.2.75	1
mallaka							P.4.3.166|P.4.6.16|P.8.8.44|P.57.43					
mallaja		1						malla + ja	agrees			
mallatUrya		1						malla + tarya	differs			
malladeva		1						malla + deva	agrees			
mallanAga		1						malla + nAga	agrees			
mallapura		1						malla + pura	agrees			
mallayudDa		1						malla + yudDa	agrees			
mallarAzwra		1						malla + rAzwra	agrees			
mallavAstu							P.4.2.120		index-only			
mallAri		1						malla + ari	pwg-new-fill			
mallikAkza		1						mallikA + akza	pwg-new-fill			
mallikAKya		1						mallikA + AKyA	pwg-new-fill			
maSaka							P.2.1.48|P.3.31.27					
maSakAvatI							P.4.2.85					
maSakin		1	maSaka	in	поссессив	H. 1132						
mazmazA							P.1.4.61					
masamasA							P.1.4.61			UryAdiH	1.4.61	1
masi							P.10.9.11|P.87.4					
masurakarRa							P.4.1.112		index-only	SivAdiH	4.1.112	1
masUra							P.32.11			bilvAdiH	4.3.136	
masUraka		1	masUra	ka	уменьш./собират.	TRIK. 2,6,41						
masUrakarRa							P.2.4.69		index-only			
maskara							P.6.1.154					
maskarin		1	maskara	in	поссессив	P. 6,1,154	P.6.1.154					
mastaka							P.2.4.31|P.14.78					
mastakajvara							P.7.8.35		index-only			
mastakAKya		1						mastaka + AKyA	pwg-new-fill			
mastadAru		1						masta + dAru	agrees			
mah	3						P.4.1.41|P.6.1.7|P.57.19					
maha	1						P.4.2.36			gOrAdiH|prekzAdiH	4.1.41|4.2.80	
maha	2						P.4.2.36			gOrAdiH|prekzAdiH	4.1.41|4.2.80	
mahatA		1	maha	tA	абстракт	CHĀND. UP. 7,6,1			index-only			
mahatkaTa		1					P.9.7.20	mahant + kaTA	differs			
mahatkzetra		1						mahant + kzetra	differs			
mahattattva		1					P.3.5|P.3.5.29	mahant + tattva	differs			
mahattva							P.1.16.30		index-only			
mahatsena		1						mahant + senA	differs			
mahadASA		1						mahant + ASA	differs			
mahadguRa		1					P.1.18.19	mahant + guRa	differs			
mahadBaya		1						mahant + Baya	differs			
mahadvyatikrama							P.9.8.11		index-only			
mahant							P.1.18.18|P.1.18.41|P.3.2.15|P.3.12.12|P.3.26.24|P.4.1.41|P.6.4.10|P.96.46					
mahar							P.2.1.28|P.2.5.38|P.46.39|P.101.25					
mahartvij		1						mahA + ftvij	differs			
mahardDi	1	1						mahA + fdDi	differs			
mahardDi	2							mahA + fdDi	differs			
maharzaBa		1						mahA + fzaBa	differs			
maharzi		1						mahA + fzi	differs			
mahallaka							P.4.4					
mahas	1						P.3.17.23					
mahas	2						P.3.17.23					
mahas	3						P.3.17.23					
mahasvant	1						P.2.6.44|P.9.12.7					
mahasvant	2						P.2.6.44|P.9.12.7					
mahA							P.2.1.61					
mahAkara							P.6.3.46		index-only			
mahAkalpa							P.2.10.47|P.7.15.69|P.46.43		index-only			
mahAkAra		1						mahA + AkAra	differs			
mahAkArttikI							P.2.3		index-only			
mahAkAleSvara		1						mahAkAla + ISvara	differs			
mahAkulIna							P.4.1.141		index-only			
mahAkza		1						maha + akza	pwg-new-fill			
mahAgaja							P.8.10.46		index-only			
mahAgada	1	1					P.3.18.9	mahA + agada	differs			
mahAgada	2						P.3.18.9	mahA + agada	differs			
mahAgada	3						P.3.18.9	mahA + agada	differs			
mahAgiri							P.9.16.17|P.54.15		index-only			
mahAgfzwi							P.6.2.38		index-only			
mahAgOrI							P.57.25		index-only			
mahAgranTika		1						mahA + granTi	differs			
mahAgrIva							P.58.17		index-only			
mahAGAsa							P.6.3.46		index-only			
mahANga		1						mahA + aNga	differs			
mahAcala							P.54.10		index-only			
mahAja	1	1						mahA + aja	differs			
mahAja	2							mahA + aja	differs			
mahAjana							P.5.1.9|P.6.3.25|P.23.109		index-only	pratijanAdiH	4.4.99	
mahAjanIya		1	mahAjana	Iya	относит./vṛddhi		P.5.1.9		index-only			
mahAjava							P.7.8.28		index-only			
mahAjAtIya							P.6.3.46		index-only			
mahAjAbAla							P.6.2.38		index-only			
mahAYji		1						mahA + aYji	pwg-new-fill			
mahAwavi		1						mahA + awavI	pwg-new-fill			
mahAQya		1						mahA + AQya	differs			
mahAtamas							P.3.20.18		index-only			
mahAtala							P.2.1.26|P.5.24		index-only			
mahAtman	1						P.9.7.24|P.96.46		index-only			
mahAtman	2						P.9.7.24|P.96.46		index-only			
mahAtmavant		1						mahA + atman	pwg-new-fill			
mahAdeva							P.23.63|P.52.7		index-only			
mahAdevItva		1	mahAdevI	tva	абстракт	KATHĀS. 34,53			index-only			
mahAdruma							P.53.21		index-only			
mahADfti							P.9.13.16		index-only			
mahADvanika		1						mahA + aDvan	pwg-new-fill			
mahAnagara							P.6.2.89		index-only			
mahAnada							P.4.1.86|P.5.8.1|P.5.19.18|P.56.17|P.57.21		index-only	utsAdiH	4.1.86	1
mahAnanda							P.134.29		index-only			
mahAnandi							P.12.1.6		index-only			
mahAnavamI							P.1.2.42		index-only			
mahAnasa		1					P.4.5.14|P.5.4.94|P.5.20.26|P.10.75.4|P.51.33	mahA + anas	differs	utsAdiH	4.1.86	
mahAnAda	1						P.89.19		index-only			
mahAnAda	2						P.89.19		index-only			
mahAnAman							P.5.1.94		index-only			
mahAnAmnika		1	mahAnAmnI	ika	относит./vṛddhi	GOBH. 3,2,1			index-only			
mahAniSA							P.9.14.27		index-only			
mahAnIla							P.55.4		index-only			
mahAntaka		1						mahA + antaka	pwg-new-fill			
mahApaTika		1	mahApaTa	ika	относит./vṛddhi	MBH. 12,2874			index-only			
mahApadma							P.12.1.9|P.50.92|P.64.15		index-only			
mahApadmapati							P.12.1.8		index-only			
mahAparAhRa							P.6.2.38					
mahApAtaka							P.51.57		index-only			
mahApAtakin		1	mahApAtaka	in	поссессив	M. 9,235			index-only			
mahApAraRika		1						mahA + pAraRa	differs			
mahAputra							P.4.2.80		index-only	sutaNgamAdiH	4.2.80	1
mahApuruza							P.2.1|P.5.15|P.5.15.5|P.11.27.31		index-only			
mahApUruza							P.8.5.32		index-only			
mahApravfdDa							P.6.2.38		index-only			
mahAprAjYa							P.100.13		index-only			
mahAprARa	1						P.1.1.9|P.4.1.86|P.6.11.6|P.8.4.62		index-only	utsAdiH	4.1.86	1
mahAprARa	2						P.1.1.9|P.4.1.86|P.6.11.6|P.8.4.62		index-only	utsAdiH	4.1.86	1
mahAbala							P.60.15|P.74.58|P.96.46		index-only			
mahAbrahma							P.5.4.105		index-only			
mahABadra							P.55.3|P.55.19		index-only			
mahABAga							P.61.35		index-only			
mahABAgavata							P.1.12|P.1.12.17		index-only			
mahABAra							P.6.2.38		index-only			
mahABArata							P.6.2.38		index-only			
mahABiza							P.9.22.12					
mahABUta							P.3.26.12|P.54.2		index-only			
mahABoja							P.9.23.30|P.9.24.7		index-only			
mahABra		1						mahA + aBra	pwg-new-fill			
mahAmaRi							P.5.9.11		index-only			
mahAmati							P.81.25		index-only			
mahAmada	1						P.89.19		index-only			
mahAmada	2						P.89.19		index-only			
mahAmanas							P.9.23.2		index-only			
mahAmarakata	1						P.4.9.62|P.10.33.7		index-only			
mahAmarakata	2						P.4.9.62|P.10.33.7		index-only			
mahAmAyA							P.81.40		index-only			
mahAmArakata							P.3.33.17|P.10.81.31		index-only			
mahAmArI							P.92.7		index-only			
mahAmArga							P.1.11.15		index-only			
mahAmuKa	1						P.6.2.168		index-only			
mahAmuKa	2						P.6.2.168		index-only			
mahAmuni							P.1.1.2		index-only			
mahAmeDA							P.81.58		index-only			
mahAmoha							P.3.12.2|P.47.15		index-only			
mahAyasa		1						mahA + ayas	pwg-new-fill			
mahArajata							P.60.4		index-only			
mahArajana							P.4.2.2		index-only			
mahAratna							P.4.7		index-only			
mahAratnamaya		1	mahAratna	maya	материал	KATHĀS. 24,148			index-only			
mahAraTa	1						P.118.23		index-only			
mahAraTa	2						P.118.23		index-only			
mahAraTatva		1	mahAraTa	tva	абстракт	MBH. 5,5823			index-only			
mahArAja							P.4.2.35|P.5.19.3|P.123.6		index-only			
mahArAjika		1	mahArAja	ika	относит./vṛddhi	AK. 1,1,1,5			index-only			
mahArAjYI							P.4.23.19		index-only			
mahArAjya		1	mahArAja	ya	относит./vṛddhi	MBH. 5,4183			index-only			
mahArAtra							P.9.14.27		index-only			
mahArAtri							P.81.59		index-only			
mahArAzwra							P.57.46		index-only			
mahArAzwraka		1	mahArAzwra	ka	уменьш./собират.	Verz. d. Oxf. H. 217,b,18			index-only			
mahArogin		1	mahAroga	in	поссессив	PAÑCAR. 1,8,35			index-only			
mahAroman							P.9.13.17		index-only			
mahArOdra							P.12.5		index-only			
mahArOrava							P.5.26|P.5.26.7|P.6.2.38|P.12.3		index-only			
mahArGa		1						mahA + arGa	differs			
mahArGatA		1	mahArGa	tA	абстракт	VARĀH. BṚH. S. 41			index-only			
mahArRava							P.58.32		index-only			
mahArTa	1	1						mahA + arTa	differs			
mahArTa	2							mahA + arTa	differs			
mahArDa		1						mahA + arDa	pwg-new-fill			
mahArma		1					P.6.2.90	mahA + arma	pwg-new-fill			
mahArha		1						mahA + arha	differs			
mahAvArttika							P.4.2.65		index-only			
mahAvidyA							P.81.58		index-only			
mahAviSizwa							P.6.3.46		index-only			
mahAvIta							P.53.19		index-only			
mahAvIra							P.5.1|P.5.1.25		index-only			
mahAvIrya							P.9.21|P.9.21.1|P.49.31|P.74.58|P.110.13		index-only			
mahAvESvadeva							P.6.2.39		index-only			
mahAvrIhi							P.6.2.38		index-only			
mahASaNKa							P.5.24.31|P.12.11.41		index-only			
mahASaNKamaya		1	mahASaNKa	maya	материал	MUṆḌAMĀLĀTANTRA			index-only			
mahASana		1					P.10.2.1	mahA + aSana	differs			
mahASAla							P.12.3.23		index-only			
mahASAlIna							P.5.4.12		index-only			
mahASIla							P.9.23.2		index-only			
mahASUdra							P.4.1.4		index-only			
mahASEla							P.55.7		index-only			
mahASva		1						mahA + aSva	pwg-new-fill			
mahAsattva	1						P.60.15		index-only			
mahAsattva	2						P.60.15		index-only			
mahAsaMmatIya		1	mahAsaMmata	Iya	относит./vṛddhi	WASSILJEW 267. fg.						
mahAsiMha							P.87.19		index-only			
mahAsura							P.81.58|P.85.4		index-only			
mahAskanDin		1						mahA + skanDa	differs			
mahAsmfti							P.81.58		index-only			
mahAhaMsa							P.6.5.28		index-only			
mahAhaya							P.9.23.21		index-only			
mahAhavis							P.32.33		index-only			
mahAhi		1					P.88.15	mahA + ahi	pwg-new-fill			
mahAhElihila							P.6.2.33		index-only			
mahAhna		1						mahA + ahna	pwg-new-fill			
mahi	2						P.2.1.35|P.7.9.12					
mahita							P.4.1.105|P.96.46			gargAdiH	4.1.105	1
mahitA	2	1	mahi	tA	абстракт	BHĀG. P. 1,15,19	P.1.15.19		index-only			
mahitA	3		mahi	tA	абстракт	BHĀG. P. 1,15,19	P.1.15.19		index-only			
mahitva		1	mahi	tva	абстракт	ṚV. 1,8,5	P.3.20.3|P.10.75.31		index-only			
mahidatta		1					P.6.3.63	mahI + datta	differs			
mahidAsa		1					P.6.3.63	mahI + dAsa	differs			
mahin	1		maha	in	поссессив	NALOD. 2,64	P.4.2.80					
mahin	2	1	maha	in	поссессив	NALOD. 2,64	P.4.2.80					
mahinasa							P.3.12.12		index-only			
mahiman							P.1.15.16|P.3.12.1|P.5.1.122					
mahimAvant							P.96.46					
mahilA										hastyAdiH	5.4.138	
mahiza							P.3.10.20|P.6.14|P.6.14.28|P.6.18.15|P.7.2.52|P.76.24|P.82.1					
mahizatva		1	mahiza	tva	абстракт	KATHĀS. 68,51			index-only			
mahizAkza		1						mahiza + akza	pwg-new-fill			
mahizWa							P.3.14.47					
mahizmant							P.4.2.87|P.9.23.22					
mahIkzit							P.122.9		index-only			
mahItala							P.2.1.27|P.20.8		index-only			
mahIDraka		1	mahIDra	ka	уменьш./собират.	R. ed. Bomb. 1,71,10. fg.			index-only			
mahIna		1						mahI + ina	pwg-new-fill			
mahIpAla							P.135.16		index-only			
mahIBuj							P.27.12		index-only			
mahImaya		1	mahI	maya	материал	YĀJÑ. 1,187	P.1.3.15|P.93.7		index-only			
mahIyaMs							P.1.6.26|P.1.13.21					
mahIrajas							P.49.37		index-only			
mahIranDra							P.116.27		index-only			
mahecCa		1						mahA + icCa	pwg-new-fill			
mahendra							P.5.19.16|P.6.13.6|P.10.79.12|P.57.10					
mahendratva		1	mahendra	tva	абстракт	AIT. BR. 3,21			index-only			
mahendriya							P.4.2.29					
mahendrIya							P.4.2.29					
mahelA							P.5.4.138					
maheSa		1						mahA + ISa	pwg-new-fill			
maheSAKya		1						maheSa + AKyA	pwg-new-fill			
maheSvara							P.51.56					
mahezu	1	1					P.6.2.107|P.88.30	mahA + izu	pwg-new-fill			
mahezu	2						P.6.2.107|P.88.30	mahA + izu	pwg-new-fill			
mahezvAsa							P.6.2.38					
mahokza		1					P.5.4.77	mahA + ukzan	pwg-new-fill			
mahotsava							P.1.11.32					
mahodaya	1						P.3.16.15|P.5.16.30|P.10.35.26					
mahodaya	2						P.3.16.15|P.5.16.30|P.10.35.26					
mahodara	1						P.9.7.16					
mahodara	2						P.9.7.16					
mahoraga							P.8.10.46					
mahoraska		1						mahA + uras	pwg-new-fill			
mahozWa		1						mahA + ozWa	pwg-new-fill			
mahOGa		1						mahA + oGa	pwg-new-fill			
mA							P.1.1.37|P.1.4.60|P.1.18.42|P.2.1.28|P.2.1.56|P.2.4.23|P.2.7.30|P.2.8.12|P.3.2.120|P.3.3.19|P.3.3.87|P.3.3.175|P.3.3.176|P.3.16.26|P.4.4.13|P.4.4.91|P.5.14.7|P.5.18.10|P.6.1.46|P.6.1.74|P.6.1.190|P.6.3.80|P.6.4.66|P.6.4.67|P.6.4.69|P.6.4.70|P.6.4.75|P.6.4.112|P.7.4|P.7.4.54|P.7.4.58|P.7.4.76|P.7.5.28|P.8.4.17|P.8.5.6|P.8.19.16|P.10.4.4|P.10.41.36|P.11.5.49|P.49.36|P.77.11|P.85.74			svarAdiH	1.1.37	1
mA	3						P.1.1.37|P.1.4.60|P.1.18.42|P.2.1.28|P.2.1.56|P.2.4.23|P.2.7.30|P.2.8.12|P.3.2.120|P.3.3.19|P.3.3.87|P.3.3.175|P.3.3.176|P.3.16.26|P.4.4.13|P.4.4.91|P.5.14.7|P.5.18.10|P.6.1.46|P.6.1.74|P.6.1.190|P.6.3.80|P.6.4.66|P.6.4.67|P.6.4.69|P.6.4.70|P.6.4.75|P.6.4.112|P.7.4|P.7.4.54|P.7.4.58|P.7.4.76|P.7.5.28|P.8.4.17|P.8.5.6|P.8.19.16|P.10.4.4|P.10.41.36|P.11.5.49|P.49.36|P.77.11|P.85.74			svarAdiH	1.1.37	1
mA	4						P.1.1.37|P.1.4.60|P.1.18.42|P.2.1.28|P.2.1.56|P.2.4.23|P.2.7.30|P.2.8.12|P.3.2.120|P.3.3.19|P.3.3.87|P.3.3.175|P.3.3.176|P.3.16.26|P.4.4.13|P.4.4.91|P.5.14.7|P.5.18.10|P.6.1.46|P.6.1.74|P.6.1.190|P.6.3.80|P.6.4.66|P.6.4.67|P.6.4.69|P.6.4.70|P.6.4.75|P.6.4.112|P.7.4|P.7.4.54|P.7.4.58|P.7.4.76|P.7.5.28|P.8.4.17|P.8.5.6|P.8.19.16|P.10.4.4|P.10.41.36|P.11.5.49|P.49.36|P.77.11|P.85.74			svarAdiH	1.1.37	1
