id	k1	hom	L_id	verdict	rule	stratum	pwg_members	index_members	pwg_source_split	mw_first_variant	mw_variant_count	mw_k2_raw	pwg_source_paren	dcs_freq	evidence	reason
nIruj	nIruj		40468	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + ruj	nI + ruj	nis + ruj	nI + ruj	1	nI—ruj	({#nis#} + {#ruj#})	9	form_diffs=nis|nI	both sources cut the word in the same place; the members differ only in form (nis|nI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nIruja	nIruja		40469	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nis + ruj	nI + ruja	nis + ruj	nI + ruja	1	nI—ruja	({#nis#} + {#ruj#} oder {#rujA#})	47	form_diffs=nis|nI; ruj|ruja	both sources cut the word in the same place; the members differ only in form (nis|nI; ruj|ruja) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nOjIvika	nOjIvika		41050	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nO + jIvikA	nO + jIvika	nO + jIvikA	nO + jIvika	1	nO—jIvika	(<hom>2.</hom> {#nO#} + {#jIvikA#})		form_diffs=jIvikA|jIvika; index_members_unattested=jIvika	both sources cut the word in the same place; the members differ only in form (jIvikA|jIvika) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nOkAkfzwa	nOkAkfzwa		41046	pwg_members-right	mw_cut_absorbs_initial_vowel	mw_cut_absorbs_initial_vowel	nOkA + Akfzwa	nOkA + kfzwa	nOkA + Akfzwa	nOkA + kfzwa	1	nOkA—kfzwa	({#nOkA#} + {#Akfzwa#})		absorbed_vowel=A	MW's segment `kfzwa` is PWG's member `Akfzwa` with its initial `A` eaten by sandhi at the seam — the fragment is not the word, PWG names it
nOkarRI	nOkarRI		41044	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nO + karRa	nO + karRI	nO + karRa	nO + karRI	1	nO—karRI	(<hom>2.</hom> {#nO#} + {#karRa#})		form_diffs=karRa|karRI	both sources cut the word in the same place; the members differ only in form (karRa|karRI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
nOzecana	nOzecana		41059	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	nO + secana	nO + zecana	nO + secana	nO + zecana	1	nO—zecana	(<hom>2.</hom> {#nO#} + {#secana#})		form_diffs=secana|zecana; index_members_unattested=zecana	both sources cut the word in the same place; the members differ only in form (secana|zecana) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHSrit	naBaHSrit		37649	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + Srit	naBaH + Srit	naBas + Srit	naBaH + Srit	1	naBaH—Srit	({#naBas#} + {#Srit#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHSvAsa	naBaHSvAsa		37650	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + SvAsa	naBaH + SvAsa	naBas + SvAsa	naBaH + SvAsa	1	naBaH—SvAsa	({#naBas#} + {#SvAsa#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHkrAnta	naBaHkrAnta		37638	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + krAnta	naBaH + krAnta	naBas + krAnta	naBaH + krAnta	1	naBaH—krAnta	({#naBas#} + {#krAnta#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHprARa	naBaHprARa		37641	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + prARa	naBaH + prARa	naBas + prARa	naBaH + prARa	1	naBaH—prARa	({#naBas#} + {#prARa#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHsTita	naBaHsTita		37664	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + sTita	naBaH + sTita	naBas + sTita	naBaH + sTita	1	naBaH—sTita	({#naBas#} + {#sTita#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHsad	naBaHsad		37659	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + sad	naBaH + sad	naBas + sad	naBaH + sad	1	naBaH—sad	({#naBas#} + {#sad#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaHspfS	naBaHspfS		37665	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + spfS	naBaH + spfS	naBas + spfS	naBaH + spfS	1	naBaH—spfS	({#naBas#} + {#spfS#})		form_diffs=naBas|naBaH	both sources cut the word in the same place; the members differ only in form (naBas|naBaH) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBaScara	naBaScara		37648	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + cara	naBaS + cara	naBas + cara	naBaS + cara	1	naBaS—cara	({#naBas#} + {#cara#})	9	form_diffs=naBas|naBaS	both sources cut the word in the same place; the members differ only in form (naBas|naBaS) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBasaMgama	naBasaMgama		37653	pwg_members-right	mw_anusvara_right_of_boundary	mw_anusvara_right_of_boundary	naBasam + gama	naBasa + Mgama	naBasam + gama	naBasa + M-gama	1	naBasa—M-gama	({#naBasam#}, <ab>acc.</ab> von {#naBasa#} {%Luftraum%}, + {#gama#})	2	index_members_unattested=Mgama; mw_hyphen_members=M-gama; pwg_members_unattested=naBasam	MW puts the linking anusvāra on the right of the cut (`Mgama`, hyphenated in its own <k2>) while PWG keeps it on the accusative first member (`naBasam`) — MW's `Mgama` is not a word
naBoDUma	naBoDUma		37677	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + DUma	naBo + DUma	naBas + DUma	naBo + DUma	1	naBo—DUma	({#naBas#} + {#DUma#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoDvaja	naBoDvaja		37678	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + Dvaja	naBo + Dvaja	naBas + Dvaja	naBo + Dvaja	1	naBo—Dvaja	({#naBas#} + {#Dvaja#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoda	naBoda		37674	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + da	naBo + da	naBas + da	naBo + da	1	naBo—da	({#naBas#} + <hom>1.</hom> {#da#})	1	form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoduha	naBoduha		37675	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + duha	naBo + duha	naBas + duha	naBo + duha	1	naBo—duha	({#naBas#} + {#duha#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBodvIpa	naBodvIpa		37676	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + dvIpa	naBo + dvIpa	naBas + dvIpa	naBo + dvIpa	1	naBo—dvIpa	({#naBas#} + {#dvIpa#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoga	naBoga		37669	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + ga	naBo + ga	naBas + ga	naBo + ga	1	naBo—ga	({#naBas#} + <hom>1.</hom> {#ga#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBogaja	naBogaja		37670	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + gaja	naBo + gaja	naBas + gaja	naBo + gaja	1	naBo—gaja	({#naBas#} + {#gaja#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBogati	naBogati		37671	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + gati	naBo + gati	naBas + gati	naBo + gati	1	naBo—gati	({#naBas#} + {#gati#})	1	form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBojA	naBojA		37672	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + jA	naBo + jA	naBas + jA	naBo + jA	1	naBo—jA/	({#naBas#} + <hom>1.</hom> {#jA#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBojU	naBojU		37673	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + jU	naBo + jU	naBas + jU	naBo + jU	1	naBo—jU/	({#naBas#} + <hom>2.</hom> {#jU#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBolaya	naBolaya		37687	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + laya	naBo + laya	naBas + laya	naBo + laya	1	naBo—laya	({#naBas#} + {#laya#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBomaRi	naBomaRi		37680	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + maRi	naBo + maRi	naBas + maRi	naBo + maRi	1	naBo—maRi	({#naBas#} + {#maRi#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBomudrA	naBomudrA		76811	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + mudrA	naBo + mudrA	naBas + mudrA	naBo + mudrA	1	naBo—mudrA	({#naBas#} + {#mudrA#})	4	form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBonadI	naBonadI		37679	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + nadI	naBo + nadI	naBas + nadI	naBo + nadI	1	naBo—nadI	({#naBas#} + {#nadI#})	1	form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBorUpa	naBorUpa		37685	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + rUpa	naBo + rUpa	naBas + rUpa	naBo + rUpa	1	na/Bo—rUpa	({#naBas#} + {#rUpa#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoreRu	naBoreRu		37686	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + reRu	naBo + reRu	naBas + reRu	naBo + reRu	1	naBo—reRu	({#naBas#} + {#reRu#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBovITI	naBovITI		37689	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + vITI	naBo + vITI	naBas + vITI	naBo + vITI	1	naBo—vITI	({#naBas#} + {#vITI#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBovawa	naBovawa		37688	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + vawa	naBo + vawa	naBas + vawa	naBo + vawa	1	naBo—vawa	({#naBas#} + {#vawa#})		form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBoyoni	naBoyoni		37683	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naBas + yoni	naBo + yoni	naBas + yoni	naBo + yoni	1	naBo—yoni	({#naBas#} + {#yoni#})	1	form_diffs=naBas|naBo	both sources cut the word in the same place; the members differ only in form (naBas|naBo) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naBrAj	naBrAj		37693	unresolved	cut_moved_both_readings_lexical	cut_moved_both_readings_lexical	na + BrAj	naB + rAj	na + BrAj	naB + rAj	1	naB—rAj	(<hom>1.</hom> {#na#} + {#BrAj#})	2		the two sources cut the word in different places and BOTH readings decompose into attested headwords (`na + BrAj` vs `naB + rAj`) — a genuine lexicographic disagreement, not a notation difference
naKaparRI	naKaparRI		37357	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naKa + parRa	naKa + parRI	naKa + parRa	naKa + parRI	1	naKa—parRI	({#naKa#} + {#parRa#})	1	form_diffs=parRa|parRI	both sources cut the word in the same place; the members differ only in form (parRa|parRI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
naKapuzpI	naKapuzpI		37359	pwg_members-right	same_split_pwg_lemma_form	same_split_pwg_lemma_form	naKa + puzpa	naKa + puzpI	naKa + puzpa	naKa + puzpI	1	naKa—puzpI	({#naKa#} + {#puzpa#})	1	form_diffs=puzpa|puzpI; index_members_unattested=puzpI	both sources cut the word in the same place; the members differ only in form (puzpa|puzpI) — MW spells each segment as it stands in the compound (sandhi applied), PWG names the lexeme behind it, which is what a member list is for
