key1_slp1	key2_accented	iast	form_key	case_class	L	pc	source_xml
dakziRamaTurA	Daks2in2amathura1	dakṣiṇamathurā	dakṣinamathurā	grade	15057	207a-2	SCH-grade-12427_cases.xml
dakziRavftti	daks2in2avr2tti	dakṣiṇavṛtti	dakṣinavṛtti	grade	15058	207a-2	SCH-grade-12427_cases.xml
dagDamuRqa	dagdhamun2d2a	dagdhamuṇḍa	dagdhamunḍa	grade	15073	208-1	SCH-grade-12427_cases.xml
daRqa	dan2d2a	daṇḍa	danḍa	grade	15075	208-1	SCH-grade-12427_cases.xml
daRqaka	dan2d2aka	daṇḍaka	danḍaka	grade	15076	208-1	SCH-grade-12427_cases.xml
daRqatA	dan2d2ata1	daṇḍatā	danḍatā	grade	15079	208-1	SCH-grade-12427_cases.xml
daRqapAla	dan2d2apa1la	daṇḍapāla	danḍapāla	grade	15082	208-1	SCH-grade-12427_cases.xml
daRqapratikariRI	dan2d2apratikarin2i1	daṇḍapratikariṇī	danḍapratikarinī	grade	15085	208-1	SCH-grade-12427_cases.xml
daRqapratikartf	dan2d2apratikartr2	daṇḍapratikartṛ	danḍapratikartṛ	grade	15086	208-1	SCH-grade-12427_cases.xml
daRqayakzma	dan2d2ayaks2ma	daṇḍayakṣma	danḍayakṣma	grade	15089	208-1	SCH-grade-12427_cases.xml
daRqayitf	dan2d2ayitr2	daṇḍayitṛ	danḍayitṛ	grade	15090	208-1	SCH-grade-12427_cases.xml
daRqAntara	dan2d2a1ntara	daṇḍāntara	danḍāntara	grade	15095	208-2	SCH-grade-12427_cases.xml
daRqIyati	dan2d2i1y(ati)	daṇḍīyati	danḍīyati	grade	15096	208-2	SCH-grade-12427_cases.xml
dattakapAwa	dattakapa1t2a	dattakapāṭa	dattakapāṭa	grade	15099	208-2	SCH-grade-12427_cases.xml
dattaharza	dattahars2a	dattaharṣa	dattaharṣa	grade	15100	208-2	SCH-grade-12427_cases.xml
dattAvakASIkfta	datta1vaka1s4i1kr2ta	dattāvakāśīkṛta	dattāvakāśīkṛta	grade	15102	208-2	SCH-grade-12427_cases.xml
daDimanTinI	dadhimanthini1	dadhimanthinī	dadhimanthinī	grade	15110	208-2	SCH-grade-12427_cases.xml
daDimuKa	dadhimukha	dadhimukha	dadhimukha	grade	15111	208-2	SCH-grade-12427_cases.xml
daDivaktra	dadhivaktra	dadhivaktra	dadhivaktra	grade	15112	208-2	SCH-grade-12427_cases.xml
danujAnta	danuja1nta	danujānta	danujānta	grade	15115	208-2	SCH-grade-12427_cases.xml
danutanuja	danutanuja	danutanuja	danutanuja	grade	15116	208-2	SCH-grade-12427_cases.xml
danuBU	danubhu1	danubhū	danubhū	grade	15117	208-2	SCH-grade-12427_cases.xml
danta	danta	danta	danta	grade	15118	208-2	SCH-grade-12427_cases.xml
dantakARqa	dantaka1n2d2a	dantakāṇḍa	dantakānḍa	grade	15119	208-3	SCH-grade-12427_cases.xml
dantakoza	dantakos2a	dantakoṣa	dantakoṣa	grade	15120	208-3	SCH-grade-12427_cases.xml
dantakzata	dantaks2ata	dantakṣata	dantakṣata	grade	15121	208-3	SCH-grade-12427_cases.xml
dantaKaRqita	dantakhan2d2ita	dantakhaṇḍita	dantakhanḍita	grade	15122	208-3	SCH-grade-12427_cases.xml
dantacCeda	dantaccheda	dantaccheda	dantaccheda	grade	15124	208-3	SCH-grade-12427_cases.xml
dantatantrI	dantatantri1	dantatantrī	dantatantrī	grade	15125	208-3	SCH-grade-12427_cases.xml
dantapaNka	dantapan3ka	dantapaṅka	dantapanka	grade	15126	208-3	SCH-grade-12427_cases.xml
dantamala	dantamala	dantamala	dantamala	grade	15134	208-3	SCH-grade-12427_cases.xml
dantaSUka	[°dantas4u1ka	dantaśūka	dantaśūka	grade	15137	208-3	SCH-grade-12427_cases.xml
dantAra	danta1ra	dantāra	dantāra	grade	15139	208-3	SCH-grade-12427_cases.xml
dantAvalAsya	danta1vala1sya	dantāvalāsya	dantāvalāsya	grade	15140	208-3	SCH-grade-12427_cases.xml
dantAvalopamardita	danta1valopamardita	dantāvalopamardita	dantāvalopamardita	grade	15141	208-3	SCH-grade-12427_cases.xml
dantivadana	dantivadana	dantivadana	dantivadana	grade	15143	208-3	SCH-grade-12427_cases.xml
danturatA	danturata1	danturatā	danturatā	grade	15144	208-3	SCH-grade-12427_cases.xml
danturA	Dantura1	danturā	danturā	grade	15145	208-3	SCH-grade-12427_cases.xml
dandaSUkASana	dandas4u1ka1s4ana	dandaśūkāśana	dandaśūkāśana	grade	15148	209-1	SCH-grade-12427_cases.xml
dandaSUkeSvara	dandas4u1kes4vara	dandaśūkeśvara	dandaśūkeśvara	grade	15149	209-1	SCH-grade-12427_cases.xml
damaka	damaka	damaka	damaka	grade	15152	209-1	SCH-grade-12427_cases.xml
damanaka	damanaka	damanaka	damanaka	grade	15155	209-1	SCH-grade-12427_cases.xml
damya	damya	damya	damya	grade	15157	209-1	SCH-grade-12427_cases.xml
dayAdUra	daya1du1ra	dayādūra	dayādūra	grade	15158	209-1	SCH-grade-12427_cases.xml
dayAvattA	daya1vatta1	dayāvattā	dayāvattā	grade	15159	209-1	SCH-grade-12427_cases.xml
dayAvattva	daya1vattva	dayāvattva	dayāvattva	grade	15160	209-1	SCH-grade-12427_cases.xml
dayitAyamAna	dayita1yama1na	dayitāyamāna	dayitāyamāna	grade	15161	209-1	SCH-grade-12427_cases.xml
daridra	daridra	daridra	daridra	grade	15163	209-1	SCH-grade-12427_cases.xml
daridraputraka	daridraputraka	daridraputraka	daridraputraka	grade	15164	209-1	SCH-grade-12427_cases.xml
darihaqA	Darihad2a1	darihaḍā	darihaḍā	grade	15165	209-1	SCH-grade-12427_cases.xml
dardarIka	dardari1ka	dardarīka	dardarīka	grade	15170	209-1	SCH-grade-12427_cases.xml
darpaka	darpaka	darpaka	darpaka	grade	15171	209-2	SCH-grade-12427_cases.xml
darpaRa	darpan2a	darpaṇa	darpana	grade	15172	209-2	SCH-grade-12427_cases.xml
darpaRatA	darpan2ata1	darpaṇatā	darpanatā	grade	15173	209-2	SCH-grade-12427_cases.xml
darpadAna	darpada1na	darpadāna	darpadāna	grade	15175	209-2	SCH-grade-12427_cases.xml
darpabahulatA	darpabahulata1	darpabahulatā	darpabahulatā	grade	15176	209-2	SCH-grade-12427_cases.xml
darpavinASana	darpavina1s4ana	darpavināśana	darpavināśana	grade	15177	209-2	SCH-grade-12427_cases.xml
darpaha	darpaha	darpaha	darpaha	grade	15178	209-2	SCH-grade-12427_cases.xml
darB	[darbh]	darbh	darbh	grade	15179	209-2	SCH-grade-12427_cases.xml
darvIkara	darvi1kara	darvīkara	darvīkara	grade	15185	209-2	SCH-grade-12427_cases.xml
darSana	dars4ana	darśana	darśana	grade	15188	209-2	SCH-grade-12427_cases.xml
dala	dala	dala	dala	grade	15190	209-3	SCH-grade-12427_cases.xml
dalakalpatA	dalakalpata1	dalakalpatā	dalakalpatā	grade	15191	209-3	SCH-grade-12427_cases.xml
dalaja	dalaja	dalaja	dalaja	grade	15193	209-3	SCH-grade-12427_cases.xml
davad	davad	davad	davad	grade	15197	209-3	SCH-grade-12427_cases.xml
daSakulI	das4akuli1	daśakulī	daśakulī	grade	15199	209-3	SCH-grade-12427_cases.xml
daSatI	das4ati1	daśatī	daśatī	grade	15200	209-3	SCH-grade-12427_cases.xml
daSanakzata	das4anaks2ata	daśanakṣata	daśanakṣata	grade	15201	209-3	SCH-grade-12427_cases.xml
daSanacCedana	das4anacchedana	daśanacchedana	daśanacchedana	grade	15202	209-3	SCH-grade-12427_cases.xml
daSanacCedya	das4anacchedya	daśanacchedya	daśanacchedya	grade	15203	209-3	SCH-grade-12427_cases.xml
daSanavIRA	das4anavi1n2a1	daśanavīṇā	daśanavīnā	grade	15204	209-3	SCH-grade-12427_cases.xml
daSanAdaSani	das4ana1das4ani	daśanādaśani	daśanādaśani	grade	15205	209-3	SCH-grade-12427_cases.xml
daSanta	das4anta	daśanta	daśanta	grade	15208	209-3	SCH-grade-12427_cases.xml
daSapuruza	das4apurus2a	daśapuruṣa	daśapuruṣa	grade	15212	210-1	SCH-grade-12427_cases.xml
daSabanDa	das4abandha	daśabandha	daśabandha	grade	15215	210-1	SCH-grade-12427_cases.xml
daSaBAgika	das4abha1gika	daśabhāgika	daśabhāgika	grade	15219	210-1	SCH-grade-12427_cases.xml
daSamadvAra	das4amadva1ra	daśamadvāra	daśamadvāra	grade	15220	210-1	SCH-grade-12427_cases.xml
daSamIsTa	das4ami1stha	daśamīstha	daśamīstha	grade	15221	210-1	SCH-grade-12427_cases.xml
daSarAtrika	das4ara1trika	daśarātrika	daśarātrika	grade	15224	210-1	SCH-grade-12427_cases.xml
daSalocana	das4alocana	daśalocana	daśalocana	grade	15226	210-1	SCH-grade-12427_cases.xml
daSavargika	das4avargika	daśavargika	daśavargika	grade	15228	210-1	SCH-grade-12427_cases.xml
daSavarRa	das4avarn2a	daśavarṇa	daśavarna	grade	15229	210-1	SCH-grade-12427_cases.xml
daSaSatadfS	das4as4atadr2s4	daśaśatadṛś	daśaśatadṛś	grade	15232	210-1	SCH-grade-12427_cases.xml
daSaSataruci	das4as4ataruci	daśaśataruci	daśaśataruci	grade	15233	210-1	SCH-grade-12427_cases.xml
daSaSatalocana	das4as4atalocana	daśaśatalocana	daśaśatalocana	grade	15234	210-1	SCH-grade-12427_cases.xml
daSaSatABISu	das4as4ata1bhi1s4u	daśaśatābhīśu	daśaśatābhīśu	grade	15235	210-1	SCH-grade-12427_cases.xml
daSAnana	das4a1nana	daśānana	daśānana	grade	15237	210-2	SCH-grade-12427_cases.xml
daSAntara	das4a1ntara	daśāntara	daśāntara	grade	15238	210-2	SCH-grade-12427_cases.xml
daSArRa	Das4a1rn2a	daśārṇa	daśārna	grade	15241	210-2	SCH-grade-12427_cases.xml
daSAvasTa	das4a1vastha	daśāvastha	daśāvastha	grade	15244	210-2	SCH-grade-12427_cases.xml
dazwaka	das2t2aka	daṣṭaka	daṣṭaka	grade	15246	210-2	SCH-grade-12427_cases.xml
dahana	dahana	dahana	dahana	grade	15248	210-2	SCH-grade-12427_cases.xml
dahanati	dahanati	dahanati	dahanati	grade	15249	210-2	SCH-grade-12427_cases.xml
dA	da1	dā	dā	grade	15252	210-2	SCH-grade-12427_cases.xml
dAkzAyaRIpriyatama	Da1ks2a1yan2i1priyatama	dākṣāyaṇīpriyatama	dākṣāyanīpriyatama	grade	15256	210-3	SCH-grade-12427_cases.xml
dARqapASika	da1n2d2apa1s4ika	dāṇḍapāśika	dānḍapāśika	grade	15260	210-3	SCH-grade-12427_cases.xml
dARqAjinaka	da1n2d2a1jinaka	dāṇḍājinaka	dānḍājinaka	grade	15261	210-3	SCH-grade-12427_cases.xml
dARqAyana	Da1n2d2a1yana	dāṇḍāyana	dānḍāyana	grade	15263	210-3	SCH-grade-12427_cases.xml
dAtraraSmigrAhaka	da1traras4migra1haka	dātraraśmigrāhaka	dātraraśmigrāhaka	grade	15265	210-3	SCH-grade-12427_cases.xml
dAna	da1na4	dāna	dāna	grade	15270	210-3	SCH-grade-12427_cases.xml
dAnaDArA	da1nadha1ra1	dānadhārā	dānadhārā	grade	15271	210-3	SCH-grade-12427_cases.xml
dAnamaRqapa	da1naman2d2apa	dānamaṇḍapa	dānamanḍapa	grade	15272	210-3	SCH-grade-12427_cases.xml
dAnamAtaNga	da1nama1tan3ga	dānamātaṅga	dānamātanga	grade	15274	210-3	SCH-grade-12427_cases.xml
dAnavant	da1navant	dānavant	dānavant	grade	15275	210-3	SCH-grade-12427_cases.xml
dAnavapuz	da1navapus2	dānavapuṣ	dānavapuṣ	grade	15276	210-3	SCH-grade-12427_cases.xml
dAnavAr	da1nava1r	dānavār	dānavār	grade	15278	210-3	SCH-grade-12427_cases.xml
dAnaSORqa	da1nas4aun2d2a	dānaśauṇḍa	dānaśaunḍa	grade	15280	211-1	SCH-grade-12427_cases.xml
dAnitva	da1nitva	dānitva	dānitva	grade	15282	211-1	SCH-grade-12427_cases.xml
dAnI	da1ni1	dānī	dānī	grade	15283	211-1	SCH-grade-12427_cases.xml
dAntavAhaka	da1ntava1haka	dāntavāhaka	dāntavāhaka	grade	15286	211-1	SCH-grade-12427_cases.xml
dApaka	da1paka	dāpaka	dāpaka	grade	15287	211-1	SCH-grade-12427_cases.xml
dApana	-da1pana	dāpana	dāpana	grade	15288	211-1	SCH-grade-12427_cases.xml
dAmin	da1min	dāmin	dāmin	grade	15290	211-1	SCH-grade-12427_cases.xml
dAminI	da1mini1	dāminī	dāminī	grade	15291	211-1	SCH-grade-12427_cases.xml
dAya	da1ya	dāya	dāya	grade	15295	211-1	SCH-grade-12427_cases.xml
dAyaka	da1yaka	dāyaka	dāyaka	grade	15296	211-1	SCH-grade-12427_cases.xml
dAyaBAginI	da1yabha1gini1	dāyabhāginī	dāyabhāginī	grade	15297	211-1	SCH-grade-12427_cases.xml
dAra	da1ra	dāra	dāra	grade	15300	211-1	SCH-grade-12427_cases.xml
dAradaka	Da1radaka	dāradaka	dāradaka	grade	15302	211-1	SCH-grade-12427_cases.xml
dAraBU	da1rabhu1	dārabhū	dārabhū	grade	15303	211-1	SCH-grade-12427_cases.xml
dArika	Da1rika	dārika	dārika	grade	15306	211-2	SCH-grade-12427_cases.xml
dArikA	da1rika1	dārikā	dārikā	grade	15307	211-2	SCH-grade-12427_cases.xml
dAridryaputraka	da1ridryaputraka	dāridryaputraka	dāridryaputraka	grade	15308	211-2	SCH-grade-12427_cases.xml
dArByUza	da1rbhyu1s2a	dārbhyūṣa	dārbhyūṣa	grade	15312	211-2	SCH-grade-12427_cases.xml
dArvAGAwa	da1rva1gha1t2a	dārvāghāṭa	dārvāghāṭa	grade	15313	211-2	SCH-grade-12427_cases.xml
dASa	da1s4a	dāśa	dāśa	grade	15322	211-2	SCH-grade-12427_cases.xml
dAhagrAhin	da1hagra1hin	dāhagrāhin	dāhagrāhin	grade	15330	211-2	SCH-grade-12427_cases.xml
dAhavant	da1havant	dāhavant	dāhavant	grade	15331	211-2	SCH-grade-12427_cases.xml
dAhavAhin	da1hava1hin	dāhavāhin	dāhavāhin	grade	15332	211-2	SCH-grade-12427_cases.xml
dikkanyakA	dikkanyaka1	dikkanyakā	dikkanyakā	grade	15333	211-3	SCH-grade-12427_cases.xml
dikkarawin	dikkarat2in	dikkaraṭin	dikkaraṭin	grade	15334	211-3	SCH-grade-12427_cases.xml
dikkumBin	dikkumbhin	dikkumbhin	dikkumbhin	grade	15335	211-3	SCH-grade-12427_cases.xml
dikcarI	dikcari1	dikcarī	dikcarī	grade	15336	211-3	SCH-grade-12427_cases.xml
dikcarIcakra	dikcari1cakra	dikcarīcakra	dikcarīcakra	grade	15337	211-3	SCH-grade-12427_cases.xml
dikpAla	dikpa1la	dikpāla	dikpāla	grade	15338	211-3	SCH-grade-12427_cases.xml
dikpAlatA	dikpa1lata1	dikpālatā	dikpālatā	grade	15339	211-3	SCH-grade-12427_cases.xml
digantamadAvala	digantamada1vala	digantamadāvala	digantamadāvala	grade	15340	211-3	SCH-grade-12427_cases.xml
digambarIya	digambari1ya	digambarīya	digambarīya	grade	15342	211-3	SCH-grade-12427_cases.xml
digdayitA	digdayita1	digdayitā	digdayitā	grade	15344	211-3	SCH-grade-12427_cases.xml
digdvipa	digdvipa	digdvipa	digdvipa	grade	15345	211-3	SCH-grade-12427_cases.xml
digruD	digrudh	digrudh	digrudh	grade	15347	211-3	SCH-grade-12427_cases.xml
digvanitA	digvanita1	digvanitā	digvanitā	grade	15348	211-3	SCH-grade-12427_cases.xml
digvalayavilokavilAsa	Digvalayavilokavila1sa	digvalayavilokavilāsa	digvalayavilokavilāsa	grade	15349	211-3	SCH-grade-12427_cases.xml
digvilAsinI	digvila1sini1	digvilāsinī	digvilāsinī	grade	15352	211-3	SCH-grade-12427_cases.xml
ditijanman	ditijanman	ditijanman	ditijanman	grade	15358	211-3	SCH-grade-12427_cases.xml
ditiBU	ditibhu1	ditibhū	ditibhū	grade	15359	211-3	SCH-grade-12427_cases.xml
ditisutaSatru	Ditisutas4atru	ditisutaśatru	ditisutaśatru	grade	15360	211-3	SCH-grade-12427_cases.xml
dinakarANgaBU	dinakara1n3gabhu1	dinakarāṅgabhū	dinakarāngabhū	grade	15362	212-1	SCH-grade-12427_cases.xml
dinakftkAnta	dinakr2tka1nta	dinakṛtkānta	dinakṛtkānta	grade	15363	212-1	SCH-grade-12427_cases.xml
dinaMmanya	dinam2manya	dinaṃmanya	dinammanya	grade	15367	212-1	SCH-grade-12427_cases.xml
dinADipa	dina1dhipa	dinādhipa	dinādhipa	grade	15371	212-1	SCH-grade-12427_cases.xml
divasAdIya	divasa1di1ya	divasādīya	divasādīya	grade	15374	212-1	SCH-grade-12427_cases.xml
divasADipa	divasa1dhipa	divasādhipa	divasādhipa	grade	15375	212-1	SCH-grade-12427_cases.xml
divAkAma	diva1ka1ma	divākāma	divākāma	grade	15376	212-1	SCH-grade-12427_cases.xml
divAkAmuka	diva1ka1muka	divākāmuka	divākāmuka	grade	15377	212-1	SCH-grade-12427_cases.xml
divABujaga	diva1bhujaga	divābhujaga	divābhujaga	grade	15381	212-1	SCH-grade-12427_cases.xml
divAraRa	diva1ran2a	divāraṇa	divārana	grade	15382	212-1	SCH-grade-12427_cases.xml
divijakuja	divijakuja	divijakuja	divijakuja	grade	15385	212-1	SCH-grade-12427_cases.xml
divyacakzus	divyacaks2us	divyacakṣus	divyacakṣus	grade	15387	212-1	SCH-grade-12427_cases.xml
divyajYAnin	divyajn5a1nin	divyajñānin	divyajnānin	grade	15388	212-1	SCH-grade-12427_cases.xml
divyaDanus	divyadhanus	divyadhanus	divyadhanus	grade	15391	212-2	SCH-grade-12427_cases.xml
divyasinDu	divyasindhu	divyasindhu	divyasindhu	grade	15395	212-2	SCH-grade-12427_cases.xml
diS	dis4	diś	diś	grade	15396	212-2	SCH-grade-12427_cases.xml
diSAradanin	dis4a1radanin	diśāradanin	diśāradanin	grade	15398	212-2	SCH-grade-12427_cases.xml
diSAvaDU	dis4a1vadhu1	diśāvadhū	diśāvadhū	grade	15399	212-2	SCH-grade-12427_cases.xml
dI	di1	dī	dī	grade	15402	212-2	SCH-grade-12427_cases.xml
dIkzAdeSaka	di1ks2a1des4aka	dīkṣādeśaka	dīkṣādeśaka	grade	15404	212-2	SCH-grade-12427_cases.xml
dIdivi	di1divi	dīdivi	dīdivi	grade	15409	212-2	SCH-grade-12427_cases.xml
dIptimant	di1ptimant	dīptimant	dīptimant	grade	15416	212-3	SCH-grade-12427_cases.xml
dIpratA	di1prata1	dīpratā	dīpratā	grade	15418	212-3	SCH-grade-12427_cases.xml
dIpratva	di1pratva	dīpratva	dīpratva	grade	15419	212-3	SCH-grade-12427_cases.xml
dIrGAyuzkatA	di1rgha1yus2kata1	dīrghāyuṣkatā	dīrghāyuṣkatā	grade	15431	212-3	SCH-grade-12427_cases.xml
dIvi	di1vi	dīvi	dīvi	grade	15433	212-3	SCH-grade-12427_cases.xml
du	du	du	du	grade	15434	212-3	SCH-grade-12427_cases.xml
duHKIBU	duh2khi1bhu1	duḥkhībhū	duḥkhībhū	grade	15445	213-1	SCH-grade-12427_cases.xml
duHpravftti	duh2pravr2tti	duḥpravṛtti	duḥpravṛtti	grade	15446	213-1	SCH-grade-12427_cases.xml
dukUla	Duku1la	dukūla	dukūla	grade	15447	213-1	SCH-grade-12427_cases.xml
dugDajalaka	dugdhajalaka	dugdhajalaka	dugdhajalaka	grade	15449	213-1	SCH-grade-12427_cases.xml
dugDajalaDi	dugdhajaladhi	dugdhajaladhi	dugdhajaladhi	grade	15450	213-1	SCH-grade-12427_cases.xml
dugDanIra	dugdhani1ra	dugdhanīra	dugdhanīra	grade	15451	213-1	SCH-grade-12427_cases.xml
dugDapUra	dugdhapu1ra	dugdhapūra	dugdhapūra	grade	15452	213-1	SCH-grade-12427_cases.xml
dut	dut	dut	dut	grade	15456	213-1	SCH-grade-12427_cases.xml
dudda	dudda	dudda	dudda	grade	15457	213-1	SCH-grade-12427_cases.xml
duDUnayizant	dudhu1nayis2ant	dudhūnayiṣant	dudhūnayiṣant	grade	15458	213-1	SCH-grade-12427_cases.xml
duraGa	duragha	duragha	duragha	grade	15462	213-2	SCH-grade-12427_cases.xml
durapatya	durapatya	durapatya	durapatya	grade	15468	213-2	SCH-grade-12427_cases.xml
duraBiniveSa	durabhinives4a	durabhiniveśa	durabhiniveśa	grade	15470	213-2	SCH-grade-12427_cases.xml
duraBiBavatva	durabhibhavatva	durabhibhavatva	durabhibhavatva	grade	15471	213-2	SCH-grade-12427_cases.xml
duraBiBavaSarIratA	durabhibhavas4ari1rata1	durabhibhavaśarīratā	durabhibhavaśarīratā	grade	15472	213-2	SCH-grade-12427_cases.xml
duraBiyoga	durabhiyoga	durabhiyoga	durabhiyoga	grade	15473	213-2	SCH-grade-12427_cases.xml
duravaloka	duravaloka	duravaloka	duravaloka	grade	15477	213-2	SCH-grade-12427_cases.xml
durAtmaka	dura1tmaka=dus2karman	durātmaka	durātmaka	grade	15479	213-2	SCH-grade-12427_cases.xml
durAlapana	dura1lapana	durālapana	durālapana	grade	15482	213-2	SCH-grade-12427_cases.xml
durAspada	dura1spada	durāspada	durāspada	grade	15486	213-3	SCH-grade-12427_cases.xml
durIkza	duri1ks2a	durīkṣa	durīkṣa	grade	15488	213-3	SCH-grade-12427_cases.xml
durucCedya	durucchedya	durucchedya	durucchedya	grade	15489	213-3	SCH-grade-12427_cases.xml
durupadrava	durupadrava	durupadrava	durupadrava	grade	15492	213-3	SCH-grade-12427_cases.xml
durupaSruti	durupas4ruti	durupaśruti	durupaśruti	grade	15493	213-3	SCH-grade-12427_cases.xml
durupasarpa	durupasarpa	durupasarpa	durupasarpa	grade	15495	213-3	SCH-grade-12427_cases.xml
durgatatva	durgatatva	durgatatva	durgatatva	grade	15497	213-3	SCH-grade-12427_cases.xml
durgatika	durgatika	durgatika	durgatika	grade	15498	213-3	SCH-grade-12427_cases.xml
durgasAla	durgasa1la	durgasāla	durgasāla	grade	15499	213-3	SCH-grade-12427_cases.xml
durgA	durga1	durgā	durgā	grade	15500	213-3	SCH-grade-12427_cases.xml
durjanatA	durjanata1	durjanatā	durjanatā	grade	15504	213-3	SCH-grade-12427_cases.xml
durdarSika	durdars4ika	durdarśika	durdarśika	grade	15506	213-3	SCH-grade-12427_cases.xml
durdAnta	durda1nta	durdānta	durdānta	grade	15507	213-3	SCH-grade-12427_cases.xml
durdAra	durda1ra	durdāra	durdāra	grade	15508	213-3	SCH-grade-12427_cases.xml
durdina	durdina	durdina	durdina	grade	15509	213-3	SCH-grade-12427_cases.xml
durdinIkfta	durdini1kr2ta	durdinīkṛta	durdinīkṛta	grade	15510	213-3	SCH-grade-12427_cases.xml
durdinIBUta	durdini1bhu1ta	durdinībhūta	durdinībhūta	grade	15511	213-3	SCH-grade-12427_cases.xml
durdura	durdura	durdura	durdura	grade	15512	213-3	SCH-grade-12427_cases.xml
durnivAratA	durniva1rata1	durnivāratā	durnivāratā	grade	15518	214-1	SCH-grade-12427_cases.xml
durbanDu	durbandhu	durbandhu	durbandhu	grade	15522	214-1	SCH-grade-12427_cases.xml
durbalaka	durbalaka	durbalaka	durbalaka	grade	15523	214-1	SCH-grade-12427_cases.xml
durbalIBU	durbali1bhu1	durbalībhū	durbalībhū	grade	15524	214-1	SCH-grade-12427_cases.xml
durBara	durbhara	durbhara	durbhara	grade	15528	214-1	SCH-grade-12427_cases.xml
durmUla	durmu1la	durmūla	durmūla	grade	15532	214-1	SCH-grade-12427_cases.xml
durmeDatA	durmedhata1	durmedhatā	durmedhatā	grade	15533	214-1	SCH-grade-12427_cases.xml
durlaBa	Durlabha	durlabha	durlabha	grade	15535	214-1	SCH-grade-12427_cases.xml
durlaBIBU	durlabhi1bhu1	durlabhībhū	durlabhībhū	grade	15536	214-1	SCH-grade-12427_cases.xml
durlalitatA	durlalitata1	durlalitatā	durlalitatā	grade	15537	214-1	SCH-grade-12427_cases.xml
durvarRayati	durvarn2ayati	durvarṇayati	durvarnayati	grade	15542	214-2	SCH-grade-12427_cases.xml
durvARIka	durva1n2i1ka	durvāṇīka	durvānīka	grade	15543	214-2	SCH-grade-12427_cases.xml
durvAla	durva1la	durvāla	durvāla	grade	15544	214-2	SCH-grade-12427_cases.xml
durviDatva	durvidhatva	durvidhatva	durvidhatva	grade	15546	214-2	SCH-grade-12427_cases.xml
durvilAsa	durvila1sa	durvilāsa	durvilāsa	grade	15547	214-2	SCH-grade-12427_cases.xml
duli	duli	duli	duli	grade	15550	214-2	SCH-grade-12427_cases.xml
duScarman	Dus4carman	duścarman	duścarman	grade	15552	214-2	SCH-grade-12427_cases.xml
duScintana	dus4cintana	duścintana	duścintana	grade	15554	214-2	SCH-grade-12427_cases.xml
duHSakunIBU	duh2s4akuni1bhu1	duḥśakunībhū	duḥśakunībhū	grade	15556	214-2	SCH-grade-12427_cases.xml
duzprasara	dus2prasara	duṣprasara	duṣprasara	grade	15569	214-3	SCH-grade-12427_cases.xml
duHsADa	duh2sa1dha	duḥsādha	duḥsādha	grade	15573	214-3	SCH-grade-12427_cases.xml
duHsOraBa	duh2saurabha	duḥsaurabha	duḥsaurabha	grade	15574	214-3	SCH-grade-12427_cases.xml
dUtAnupAtin	du1ta1nupa1tin	dūtānupātin	dūtānupātin	grade	15581	215-1	SCH-grade-12427_cases.xml
dUragir	du1ragir	dūragir	dūragir	grade	15582	215-1	SCH-grade-12427_cases.xml
dUraBAj	du1rabha1j	dūrabhāj	dūrabhāj	grade	15585	215-1	SCH-grade-12427_cases.xml
dUrama	du1rama	dūrama	dūrama	grade	15586	215-1	SCH-grade-12427_cases.xml
dUravat	du1ravat	dūravat	dūravat	grade	15588	215-1	SCH-grade-12427_cases.xml
dUrADvan	du1ra1dhvan	dūrādhvan	dūrādhvan	grade	15591	215-1	SCH-grade-12427_cases.xml
dUrAva	du1ra1va	dūrāva	dūrāva	grade	15593	215-1	SCH-grade-12427_cases.xml
dUrIkaraRa	du1ri1karan2a	dūrīkaraṇa	dūrīkarana	grade	15594	215-1	SCH-grade-12427_cases.xml
dUzikA	du1s2ika1	dūṣikā	dūṣikā	grade	15598	215-1	SCH-grade-12427_cases.xml
dfgambu	dr2gambu	dṛgambu	dṛgambu	grade	15600	215-1	SCH-grade-12427_cases.xml
dfgdoza	dr2gdos2a	dṛgdoṣa	dṛgdoṣa	grade	15601	215-1	SCH-grade-12427_cases.xml
dfQaBaktitva	dr2d2habhaktitva	dṛḍhabhaktitva	dṛḍhabhaktitva	grade	15606	215-2	SCH-grade-12427_cases.xml
dfptatva	dr2ptatva	dṛptatva	dṛptatva	grade	15609	215-2	SCH-grade-12427_cases.xml
dfzadBedaka	dr2s2adbhedaka	dṛṣadbhedaka	dṛṣadbhedaka	grade	15614	215-2	SCH-grade-12427_cases.xml
dfzwatA	dr2s2t2ata1	dṛṣṭatā	dṛṣṭatā	grade	15617	215-2	SCH-grade-12427_cases.xml
